"kommune","parti","stemmer"
"0122 Trøgstad","Kristelig Folkeparti",465
"0122 Trøgstad","Senterpartiet",560
"0122 Trøgstad","Sosialistisk Venstreparti",78
"0122 Trøgstad","Venstre",93
"0122 Trøgstad","Miljøpartiet de Grønne",1
"0122 Trøgstad","Norges Kommunistiske Parti",1
"0122 Trøgstad","Pensjonistpartiet",11
"0122 Trøgstad","Rød valgallianse",17
"0122 Trøgstad","Fedrelandspartiet",6
"0122 Trøgstad","Naturlovpartiet",1
"0122 Trøgstad","Samlingspartiet (Ny Fremtid)",7
"0123 Spydeberg","Arbeiderpartiet",788
"0123 Spydeberg","Fremskrittspartiet",419
"0123 Spydeberg","Høyre",345
"0123 Spydeberg","Kristelig Folkeparti",380
"0123 Spydeberg","Senterpartiet",388
"0123 Spydeberg","Sosialistisk Venstreparti",117
"0123 Spydeberg","Venstre",88
"0123 Spydeberg","Miljøpartiet de Grønne",3
"0123 Spydeberg","Norges Kommunistiske Parti",1
"0123 Spydeberg","Pensjonistpartiet",11
"0123 Spydeberg","Rød valgallianse",32
"0123 Spydeberg","Fedrelandspartiet",7
"0123 Spydeberg","Naturlovpartiet",1
"0123 Spydeberg","Samlingspartiet (Ny Fremtid)",2
"0124 Askim","Arbeiderpartiet",2804
"0124 Askim","Fremskrittspartiet",1547
"0124 Askim","Høyre",1051
"0124 Askim","Kristelig Folkeparti",973
"0124 Askim","Senterpartiet",423
"0124 Askim","Sosialistisk Venstreparti",327
"0124 Askim","Venstre",272
"0124 Askim","Miljøpartiet de Grønne",14
"0124 Askim","Norges Kommunistiske Parti",5
"0124 Askim","Pensjonistpartiet",52
"0124 Askim","Rød valgallianse",148
"0124 Askim","Fedrelandspartiet",13
"0124 Askim","Naturlovpartiet",7
"0124 Askim","Samlingspartiet (Ny Fremtid)",5
"0125 Eidsberg","Arbeiderpartiet",1765
"0125 Eidsberg","Fremskrittspartiet",915
"0125 Eidsberg","Høyre",614
"0125 Eidsberg","Kristelig Folkeparti",916
"0125 Eidsberg","Senterpartiet",768
"0125 Eidsberg","Sosialistisk Venstreparti",191
"0125 Eidsberg","Venstre",190
"0125 Eidsberg","Miljøpartiet de Grønne",9
"0125 Eidsberg","Pensjonistpartiet",33
"0125 Eidsberg","Rød valgallianse",39
"0125 Eidsberg","Fedrelandspartiet",17
"0125 Eidsberg","Naturlovpartiet",6
"0125 Eidsberg","Samlingspartiet (Ny Fremtid)",28
"0127 Skiptvet","Arbeiderpartiet",575
"0127 Skiptvet","Fremskrittspartiet",302
"0127 Skiptvet","Høyre",138
"0127 Skiptvet","Kristelig Folkeparti",332
"0127 Skiptvet","Senterpartiet",344
"0127 Skiptvet","Sosialistisk Venstreparti",53
"0127 Skiptvet","Venstre",50
"0127 Skiptvet","Miljøpartiet de Grønne",6
"0127 Skiptvet","Norges Kommunistiske Parti",4
"0127 Skiptvet","Pensjonistpartiet",8
"0127 Skiptvet","Rød valgallianse",20
"0127 Skiptvet","Fedrelandspartiet",6
"0127 Skiptvet","Samlingspartiet (Ny Fremtid)",6
"0128 Rakkestad","Arbeiderpartiet",1300
"0128 Rakkestad","Fremskrittspartiet",427
"0128 Rakkestad","Høyre",364
"0128 Rakkestad","Kristelig Folkeparti",946
"0128 Rakkestad","Senterpartiet",919
"0128 Rakkestad","Sosialistisk Venstreparti",95
"0128 Rakkestad","Venstre",108
"0128 Rakkestad","Miljøpartiet de Grønne",4
"0128 Rakkestad","Norges Kommunistiske Parti",1
"0128 Rakkestad","Pensjonistpartiet",16
"0128 Rakkestad","Rød valgallianse",35
"0128 Rakkestad","Fedrelandspartiet",3
"0128 Rakkestad","Naturlovpartiet",4
"0128 Rakkestad","Samlingspartiet (Ny Fremtid)",11
"0135 Råde","Arbeiderpartiet",1214
"0135 Råde","Fremskrittspartiet",614
"0135 Råde","Høyre",481
"0135 Råde","Kristelig Folkeparti",659
"0135 Råde","Senterpartiet",497
"0135 Råde","Sosialistisk Venstreparti",104
"0135 Råde","Venstre",82
"0135 Råde","Miljøpartiet de Grønne",2
"0135 Råde","Norges Kommunistiske Parti",1
"0135 Råde","Pensjonistpartiet",29
"0135 Råde","Rød valgallianse",35
"0135 Råde","Fedrelandspartiet",7
"0135 Råde","Naturlovpartiet",1
"0135 Råde","Samlingspartiet (Ny Fremtid)",9
"0136 Rygge","Arbeiderpartiet",2839
"0136 Rygge","Fremskrittspartiet",1296
"0136 Rygge","Høyre",1389
"0136 Rygge","Kristelig Folkeparti",729
"0136 Rygge","Senterpartiet",447
"0136 Rygge","Sosialistisk Venstreparti",344
"0136 Rygge","Venstre",195
"0136 Rygge","Miljøpartiet de Grønne",13
"0136 Rygge","Norges Kommunistiske Parti",4
"0136 Rygge","Pensjonistpartiet",91
"0136 Rygge","Rød valgallianse",131
"0136 Rygge","Fedrelandspartiet",16
"0136 Rygge","Naturlovpartiet",2
"0136 Rygge","Samlingspartiet (Ny Fremtid)",14
"0137 Våler (Østf.)","Arbeiderpartiet",696
"0137 Våler (Østf.)","Fremskrittspartiet",379
"0137 Våler (Østf.)","Høyre",368
"0137 Våler (Østf.)","Kristelig Folkeparti",325
"0137 Våler (Østf.)","Senterpartiet",312
"0137 Våler (Østf.)","Sosialistisk Venstreparti",81
"0137 Våler (Østf.)","Venstre",56
"0137 Våler (Østf.)","Miljøpartiet de Grønne",2
"0137 Våler (Østf.)","Norges Kommunistiske Parti",2
"0137 Våler (Østf.)","Pensjonistpartiet",12
"0137 Våler (Østf.)","Rød valgallianse",23
"0137 Våler (Østf.)","Fedrelandspartiet",2
"0137 Våler (Østf.)","Naturlovpartiet",1
"0137 Våler (Østf.)","Samlingspartiet (Ny Fremtid)",1
"0138 Hobøl","Arbeiderpartiet",760
"0138 Hobøl","Fremskrittspartiet",425
"0138 Hobøl","Høyre",308
"0138 Hobøl","Kristelig Folkeparti",358
"0138 Hobøl","Senterpartiet",333
"0138 Hobøl","Sosialistisk Venstreparti",96
"0138 Hobøl","Venstre",95
"0138 Hobøl","Miljøpartiet de Grønne",8
"0138 Hobøl","Norges Kommunistiske Parti",1
"0138 Hobøl","Pensjonistpartiet",12
"0138 Hobøl","Rød valgallianse",33
"0138 Hobøl","Fedrelandspartiet",6
"0138 Hobøl","Naturlovpartiet",5
"0138 Hobøl","Samlingspartiet (Ny Fremtid)",5
"0211 Vestby","Arbeiderpartiet",2333
"0211 Vestby","Fremskrittspartiet",1246
"0211 Vestby","Høyre",1263
"0211 Vestby","Kristelig Folkeparti",586
"0211 Vestby","Senterpartiet",430
"0211 Vestby","Sosialistisk Venstreparti",364
"0211 Vestby","Venstre",271
"0211 Vestby","Miljøpartiet de Grønne",26
"0211 Vestby","Norges Kommunistiske Parti",3
"0211 Vestby","Pensjonistpartiet",58
"0211 Vestby","Rød valgallianse",85
"0211 Vestby","Fedrelandspartiet",5
"0211 Vestby","Naturlovpartiet",12
"0211 Vestby","Hvit Valgallianse",1
"0213 Ski","Arbeiderpartiet",5092
"0213 Ski","Fremskrittspartiet",2692
"0213 Ski","Høyre",3031
"0213 Ski","Kristelig Folkeparti",1381
"0213 Ski","Senterpartiet",598
"0213 Ski","Sosialistisk Venstreparti",933
"0213 Ski","Venstre",589
"0213 Ski","Miljøpartiet de Grønne",69
"0213 Ski","Norges Kommunistiske Parti",7
"0213 Ski","Pensjonistpartiet",156
"0213 Ski","Rød valgallianse",205
"0213 Ski","Det Liberale Folkepartiet",4
"0213 Ski","Fedrelandspartiet",13
"0213 Ski","Naturlovpartiet",11
"0213 Ski","Hvit Valgallianse",6
"0214 Ås","Arbeiderpartiet",2358
"0214 Ås","Fremskrittspartiet",1091
"0214 Ås","Høyre",1206
"0214 Ås","Kristelig Folkeparti",836
"0214 Ås","Senterpartiet",827
"0214 Ås","Sosialistisk Venstreparti",649
"0214 Ås","Venstre",449
"0214 Ås","Miljøpartiet de Grønne",38
"0214 Ås","Norges Kommunistiske Parti",1
"0214 Ås","Pensjonistpartiet",29
"0214 Ås","Rød valgallianse",97
"0214 Ås","Det Liberale Folkepartiet",2
"0214 Ås","Fedrelandspartiet",11
"0214 Ås","Naturlovpartiet",11
"0214 Ås","Hvit Valgallianse",4
"0215 Frogn","Arbeiderpartiet",2217
"0215 Frogn","Fremskrittspartiet",1411
"0215 Frogn","Høyre",1760
"0215 Frogn","Kristelig Folkeparti",636
"0215 Frogn","Senterpartiet",317
"0215 Frogn","Sosialistisk Venstreparti",438
"0215 Frogn","Venstre",376
"0215 Frogn","Miljøpartiet de Grønne",19
"0215 Frogn","Norges Kommunistiske Parti",2
"0215 Frogn","Pensjonistpartiet",68
"0215 Frogn","Rød valgallianse",63
"0215 Frogn","Fedrelandspartiet",5
"0215 Frogn","Naturlovpartiet",6
"0215 Frogn","Hvit Valgallianse",4
"0216 Nesodden","Arbeiderpartiet",2623
"0216 Nesodden","Fremskrittspartiet",1315
"0216 Nesodden","Høyre",1589
"0216 Nesodden","Kristelig Folkeparti",685
"0216 Nesodden","Senterpartiet",249
"0216 Nesodden","Sosialistisk Venstreparti",907
"0216 Nesodden","Venstre",447
"0216 Nesodden","Miljøpartiet de Grønne",120
"0216 Nesodden","Norges Kommunistiske Parti",1
"0216 Nesodden","Pensjonistpartiet",61
"0216 Nesodden","Rød valgallianse",251
"0216 Nesodden","Det Liberale Folkepartiet",4
"0216 Nesodden","Fedrelandspartiet",13
"0216 Nesodden","Naturlovpartiet",4
"0216 Nesodden","Hvit Valgallianse",5
"0217 Oppegård","Arbeiderpartiet",4401
"0217 Oppegård","Fremskrittspartiet",2362
"0217 Oppegård","Høyre",3899
"0217 Oppegård","Kristelig Folkeparti",1263
"0217 Oppegård","Senterpartiet",263
"0217 Oppegård","Sosialistisk Venstreparti",751
"0217 Oppegård","Venstre",508
"0217 Oppegård","Miljøpartiet de Grønne",53
"0217 Oppegård","Norges Kommunistiske Parti",3
"0217 Oppegård","Pensjonistpartiet",143
"0217 Oppegård","Rød valgallianse",132
"0217 Oppegård","Det Liberale Folkepartiet",3
"0217 Oppegård","Fedrelandspartiet",14
"0217 Oppegård","Naturlovpartiet",14
"0217 Oppegård","Hvit Valgallianse",5
"0219 Bærum","Arbeiderpartiet",14893
"0219 Bærum","Fremskrittspartiet",10078
"0219 Bærum","Høyre",21476
"0219 Bærum","Kristelig Folkeparti",4682
"0219 Bærum","Senterpartiet",1212
"0219 Bærum","Sosialistisk Venstreparti",3268
"0219 Bærum","Venstre",3392
"0219 Bærum","Miljøpartiet de Grønne",275
"0219 Bærum","Norges Kommunistiske Parti",31
"0219 Bærum","Pensjonistpartiet",342
"0219 Bærum","Rød valgallianse",653
"0219 Bærum","Det Liberale Folkepartiet",14
"0219 Bærum","Fedrelandspartiet",53
"0219 Bærum","Naturlovpartiet",69
"0219 Bærum","Hvit Valgallianse",27
"0220 Asker","Arbeiderpartiet",7273
"0220 Asker","Fremskrittspartiet",4838
"0220 Asker","Høyre",8675
"0220 Asker","Kristelig Folkeparti",2753
"0220 Asker","Senterpartiet",677
"0220 Asker","Sosialistisk Venstreparti",1593
"0220 Asker","Venstre",1571
"0220 Asker","Miljøpartiet de Grønne",120
"0220 Asker","Norges Kommunistiske Parti",13
"0220 Asker","Pensjonistpartiet",150
"0220 Asker","Rød valgallianse",288
"0220 Asker","Det Liberale Folkepartiet",7
"0220 Asker","Fedrelandspartiet",29
"0220 Asker","Naturlovpartiet",27
"0220 Asker","Hvit Valgallianse",20
"0221 Aurskog-Høland","Arbeiderpartiet",3382
"0221 Aurskog-Høland","Fremskrittspartiet",1130
"0221 Aurskog-Høland","Høyre",535
"0221 Aurskog-Høland","Kristelig Folkeparti",1041
"0221 Aurskog-Høland","Senterpartiet",1048
"0221 Aurskog-Høland","Sosialistisk Venstreparti",272
"0221 Aurskog-Høland","Venstre",125
"0221 Aurskog-Høland","Miljøpartiet de Grønne",9
"0221 Aurskog-Høland","Norges Kommunistiske Parti",3
"0221 Aurskog-Høland","Pensjonistpartiet",27
"0221 Aurskog-Høland","Rød valgallianse",43
"0221 Aurskog-Høland","Det Liberale Folkepartiet",2
"0221 Aurskog-Høland","Fedrelandspartiet",9
"0221 Aurskog-Høland","Naturlovpartiet",4
"0221 Aurskog-Høland","Hvit Valgallianse",7
"0226 Sørum","Arbeiderpartiet",2977
"0226 Sørum","Fremskrittspartiet",1132
"0226 Sørum","Høyre",890
"0226 Sørum","Kristelig Folkeparti",751
"0226 Sørum","Senterpartiet",804
"0226 Sørum","Sosialistisk Venstreparti",425
"0226 Sørum","Venstre",171
"0226 Sørum","Miljøpartiet de Grønne",15
"0226 Sørum","Norges Kommunistiske Parti",2
"0226 Sørum","Pensjonistpartiet",47
"0226 Sørum","Rød valgallianse",48
"0226 Sørum","Det Liberale Folkepartiet",4
"0226 Sørum","Fedrelandspartiet",4
"0226 Sørum","Naturlovpartiet",3
"0226 Sørum","Hvit Valgallianse",7
"0227 Fet","Arbeiderpartiet",2337
"0227 Fet","Fremskrittspartiet",898
"0227 Fet","Høyre",769
"0227 Fet","Kristelig Folkeparti",523
"0227 Fet","Senterpartiet",376
"0227 Fet","Sosialistisk Venstreparti",226
"0227 Fet","Venstre",148
"0227 Fet","Miljøpartiet de Grønne",7
"0227 Fet","Norges Kommunistiske Parti",5
"0227 Fet","Pensjonistpartiet",24
"0227 Fet","Rød valgallianse",53
"0227 Fet","Det Liberale Folkepartiet",4
"0227 Fet","Fedrelandspartiet",5
"0227 Fet","Naturlovpartiet",7
"0227 Fet","Hvit Valgallianse",3
"0228 Rælingen","Arbeiderpartiet",3812
"0228 Rælingen","Fremskrittspartiet",1491
"0228 Rælingen","Høyre",1210
"0228 Rælingen","Kristelig Folkeparti",732
"0228 Rælingen","Senterpartiet",237
"0228 Rælingen","Sosialistisk Venstreparti",446
"0228 Rælingen","Venstre",191
"0228 Rælingen","Miljøpartiet de Grønne",28
"0228 Rælingen","Norges Kommunistiske Parti",4
"0228 Rælingen","Pensjonistpartiet",44
"0228 Rælingen","Rød valgallianse",96
"0228 Rælingen","Det Liberale Folkepartiet",4
"0228 Rælingen","Fedrelandspartiet",15
"0228 Rælingen","Naturlovpartiet",6
"0228 Rælingen","Hvit Valgallianse",11
"0229 Enebakk","Arbeiderpartiet",1749
"0229 Enebakk","Fremskrittspartiet",979
"0229 Enebakk","Høyre",618
"0229 Enebakk","Kristelig Folkeparti",621
"0229 Enebakk","Senterpartiet",348
"0229 Enebakk","Sosialistisk Venstreparti",272
"0229 Enebakk","Venstre",106
"0229 Enebakk","Miljøpartiet de Grønne",11
"0229 Enebakk","Pensjonistpartiet",27
"0229 Enebakk","Rød valgallianse",42
"0229 Enebakk","Det Liberale Folkepartiet",3
"0229 Enebakk","Fedrelandspartiet",5
"0229 Enebakk","Naturlovpartiet",1
"0229 Enebakk","Hvit Valgallianse",4
"0230 Lørenskog","Arbeiderpartiet",7376
"0230 Lørenskog","Fremskrittspartiet",3384
"0230 Lørenskog","Høyre",2630
"0230 Lørenskog","Kristelig Folkeparti",1540
"0230 Lørenskog","Senterpartiet",463
"0230 Lørenskog","Sosialistisk Venstreparti",1091
"0230 Lørenskog","Venstre",588
"0230 Lørenskog","Miljøpartiet de Grønne",36
"0230 Lørenskog","Norges Kommunistiske Parti",8
"0230 Lørenskog","Pensjonistpartiet",137
"0230 Lørenskog","Rød valgallianse",207
"0230 Lørenskog","Det Liberale Folkepartiet",5
"0230 Lørenskog","Fedrelandspartiet",26
"0230 Lørenskog","Naturlovpartiet",12
"0230 Lørenskog","Hvit Valgallianse",8
"0231 Skedsmo","Arbeiderpartiet",10022
"0231 Skedsmo","Fremskrittspartiet",4032
"0231 Skedsmo","Høyre",3271
"0231 Skedsmo","Kristelig Folkeparti",1849
"0231 Skedsmo","Senterpartiet",678
"0231 Skedsmo","Sosialistisk Venstreparti",1232
"0231 Skedsmo","Venstre",634
"0231 Skedsmo","Miljøpartiet de Grønne",67
"0231 Skedsmo","Norges Kommunistiske Parti",15
"0231 Skedsmo","Pensjonistpartiet",220
"0231 Skedsmo","Rød valgallianse",226
"0231 Skedsmo","Det Liberale Folkepartiet",5
"0231 Skedsmo","Fedrelandspartiet",18
"0231 Skedsmo","Naturlovpartiet",29
"0231 Skedsmo","Hvit Valgallianse",17
"0233 Nittedal","Arbeiderpartiet",4223
"0233 Nittedal","Fremskrittspartiet",2199
"0233 Nittedal","Høyre",1686
"0233 Nittedal","Kristelig Folkeparti",795
"0233 Nittedal","Senterpartiet",405
"0233 Nittedal","Sosialistisk Venstreparti",622
"0233 Nittedal","Venstre",356
"0233 Nittedal","Miljøpartiet de Grønne",27
"0233 Nittedal","Norges Kommunistiske Parti",3
"0233 Nittedal","Pensjonistpartiet",51
"0233 Nittedal","Rød valgallianse",116
"0233 Nittedal","Det Liberale Folkepartiet",3
"0233 Nittedal","Fedrelandspartiet",11
"0233 Nittedal","Naturlovpartiet",11
"0233 Nittedal","Hvit Valgallianse",8
"0234 Gjerdrum","Arbeiderpartiet",939
"0234 Gjerdrum","Fremskrittspartiet",370
"0234 Gjerdrum","Høyre",373
"0234 Gjerdrum","Kristelig Folkeparti",392
"0234 Gjerdrum","Senterpartiet",236
"0234 Gjerdrum","Sosialistisk Venstreparti",110
"0234 Gjerdrum","Venstre",51
"0234 Gjerdrum","Miljøpartiet de Grønne",7
"0234 Gjerdrum","Norges Kommunistiske Parti",2
"0234 Gjerdrum","Pensjonistpartiet",12
"0234 Gjerdrum","Rød valgallianse",19
"0234 Gjerdrum","Fedrelandspartiet",2
"0234 Gjerdrum","Naturlovpartiet",4
"0235 Ullensaker","Arbeiderpartiet",4564
"0235 Ullensaker","Fremskrittspartiet",2345
"0235 Ullensaker","Høyre",1777
"0235 Ullensaker","Kristelig Folkeparti",1023
"0235 Ullensaker","Senterpartiet",832
"0235 Ullensaker","Sosialistisk Venstreparti",537
"0235 Ullensaker","Venstre",244
"0235 Ullensaker","Miljøpartiet de Grønne",20
"0235 Ullensaker","Norges Kommunistiske Parti",2
"0235 Ullensaker","Pensjonistpartiet",86
"0235 Ullensaker","Rød valgallianse",71
"0235 Ullensaker","Det Liberale Folkepartiet",4
"0235 Ullensaker","Fedrelandspartiet",16
"0235 Ullensaker","Naturlovpartiet",9
"0235 Ullensaker","Hvit Valgallianse",5
"0236 Nes (Ak.)","Arbeiderpartiet",4389
"0236 Nes (Ak.)","Fremskrittspartiet",1402
"0236 Nes (Ak.)","Høyre",722
"0236 Nes (Ak.)","Kristelig Folkeparti",1033
"0236 Nes (Ak.)","Senterpartiet",1098
"0236 Nes (Ak.)","Sosialistisk Venstreparti",444
"0236 Nes (Ak.)","Venstre",197
"0236 Nes (Ak.)","Miljøpartiet de Grønne",11
"0236 Nes (Ak.)","Norges Kommunistiske Parti",6
"0236 Nes (Ak.)","Pensjonistpartiet",51
"0236 Nes (Ak.)","Rød valgallianse",55
"0236 Nes (Ak.)","Fedrelandspartiet",15
"0236 Nes (Ak.)","Naturlovpartiet",6
"0236 Nes (Ak.)","Hvit Valgallianse",4
"0237 Eidsvoll","Arbeiderpartiet",4560
"0237 Eidsvoll","Fremskrittspartiet",1770
"0237 Eidsvoll","Høyre",1055
"0237 Eidsvoll","Kristelig Folkeparti",943
"0237 Eidsvoll","Senterpartiet",759
"0237 Eidsvoll","Sosialistisk Venstreparti",565
"0237 Eidsvoll","Venstre",211
"0237 Eidsvoll","Miljøpartiet de Grønne",15
"0237 Eidsvoll","Norges Kommunistiske Parti",4
"0237 Eidsvoll","Pensjonistpartiet",58
"0237 Eidsvoll","Rød valgallianse",76
"0237 Eidsvoll","Det Liberale Folkepartiet",6
"0237 Eidsvoll","Fedrelandspartiet",22
"0237 Eidsvoll","Naturlovpartiet",10
"0237 Eidsvoll","Hvit Valgallianse",6
"0238 Nannestad","Arbeiderpartiet",2032
"0238 Nannestad","Fremskrittspartiet",831
"0238 Nannestad","Høyre",444
"0238 Nannestad","Kristelig Folkeparti",573
"0238 Nannestad","Senterpartiet",472
"0238 Nannestad","Sosialistisk Venstreparti",208
"0238 Nannestad","Venstre",153
"0238 Nannestad","Miljøpartiet de Grønne",2
"0238 Nannestad","Norges Kommunistiske Parti",4
"0238 Nannestad","Pensjonistpartiet",34
"0238 Nannestad","Rød valgallianse",41
"0238 Nannestad","Fedrelandspartiet",5
"0238 Nannestad","Naturlovpartiet",2
"0238 Nannestad","Hvit Valgallianse",6
"0239 Hurdal","Arbeiderpartiet",635
"0239 Hurdal","Fremskrittspartiet",222
"0239 Hurdal","Høyre",114
"0239 Hurdal","Kristelig Folkeparti",292
"0239 Hurdal","Senterpartiet",149
"0239 Hurdal","Sosialistisk Venstreparti",51
"0239 Hurdal","Venstre",75
"0239 Hurdal","Miljøpartiet de Grønne",1
"0239 Hurdal","Pensjonistpartiet",5
"0239 Hurdal","Rød valgallianse",7
"0239 Hurdal","Fedrelandspartiet",2
"0239 Hurdal","Hvit Valgallianse",1
"0301 Oslo kommune","Arbeiderpartiet",98340
"0301 Oslo kommune","Fremskrittspartiet",52828
"0301 Oslo kommune","Høyre",63980
"0301 Oslo kommune","Kristelig Folkeparti",20083
"0301 Oslo kommune","Senterpartiet",3774
"0301 Oslo kommune","Sosialistisk Venstreparti",25954
"0301 Oslo kommune","Venstre",12460
"0301 Oslo kommune","Miljøpartiet de Grønne",1302
"0301 Oslo kommune","Norges Kommunistiske Parti",184
"0301 Oslo kommune","Pensjonistpartiet",2729
"0301 Oslo kommune","Rød valgallianse",11766
"0301 Oslo kommune","Det Liberale Folkepartiet",56
"0301 Oslo kommune","Fedrelandspartiet",360
"0301 Oslo kommune","Naturlovpartiet",230
"0301 Oslo kommune","Samfunnspartiet",125
"0301 Oslo kommune","Hvit Valgallianse",171
"0301 Oslo kommune","Tverrpolitisk kyst og distriktsparti",45
"0301 Oslo kommune","Rettferdighetspartiet",281
"0402 Kongsvinger","Arbeiderpartiet",4840
"0402 Kongsvinger","Fremskrittspartiet",1655
"0402 Kongsvinger","Høyre",953
"0402 Kongsvinger","Kristelig Folkeparti",825
"0402 Kongsvinger","Senterpartiet",732
"0402 Kongsvinger","Sosialistisk Venstreparti",927
"0402 Kongsvinger","Venstre",241
"0402 Kongsvinger","Miljøpartiet de Grønne",5
"0402 Kongsvinger","Norges Kommunistiske Parti",13
"0402 Kongsvinger","Pensjonistpartiet",92
"0402 Kongsvinger","Rød valgallianse",59
"0402 Kongsvinger","Fedrelandspartiet",23
"0402 Kongsvinger","Naturlovpartiet",16
"0403 Hamar","Arbeiderpartiet",8125
"0403 Hamar","Fremskrittspartiet",1634
"0403 Hamar","Høyre",1973
"0403 Hamar","Kristelig Folkeparti",1410
"0403 Hamar","Senterpartiet",773
"0403 Hamar","Sosialistisk Venstreparti",1472
"0403 Hamar","Venstre",594
"0403 Hamar","Miljøpartiet de Grønne",25
"0403 Hamar","Norges Kommunistiske Parti",12
"0403 Hamar","Pensjonistpartiet",204
"0403 Hamar","Rød valgallianse",146
"0403 Hamar","Fedrelandspartiet",19
"0403 Hamar","Naturlovpartiet",25
