"kommune","parti","stemmer"
"0121 Rømskog","Norges Kommunistiske Parti",8
"0121 Rømskog","Fellesliste Venstre",9
"0121 Rømskog","Fellesliste Senterpartiet",69
"0122 Trøgstad","Arbeiderpartiet",695
"0122 Trøgstad","Høyre",254
"0122 Trøgstad","Kristelig Folkeparti",335
"0122 Trøgstad","Norges Kommunistiske Parti",11
"0122 Trøgstad","Fellesliste Venstre",47
"0122 Trøgstad","Fellesliste Senterpartiet",750
"0123 Spydeberg","Arbeiderpartiet",643
"0123 Spydeberg","Høyre",176
"0123 Spydeberg","Kristelig Folkeparti",148
"0123 Spydeberg","Norges Kommunistiske Parti",8
"0123 Spydeberg","Fellesliste Venstre",53
"0123 Spydeberg","Fellesliste Senterpartiet",463
"0124 Askim","Arbeiderpartiet",2849
"0124 Askim","Høyre",822
"0124 Askim","Kristelig Folkeparti",537
"0124 Askim","Norges Kommunistiske Parti",77
"0124 Askim","Fellesliste Venstre",316
"0124 Askim","Fellesliste Senterpartiet",514
"0125 Eidsberg","Arbeiderpartiet",2081
"0125 Eidsberg","Høyre",803
"0125 Eidsberg","Kristelig Folkeparti",688
"0125 Eidsberg","Norges Kommunistiske Parti",52
"0125 Eidsberg","Fellesliste Venstre",145
"0125 Eidsberg","Fellesliste Senterpartiet",964
"0125 Eidsberg","Andre",1
"0127 Skiptvet","Arbeiderpartiet",507
"0127 Skiptvet","Høyre",92
"0127 Skiptvet","Kristelig Folkeparti",225
"0127 Skiptvet","Norges Kommunistiske Parti",12
"0127 Skiptvet","Fellesliste Venstre",50
"0127 Skiptvet","Fellesliste Senterpartiet",373
"0128 Rakkestad","Arbeiderpartiet",1182
"0128 Rakkestad","Høyre",303
"0128 Rakkestad","Kristelig Folkeparti",768
"0128 Rakkestad","Norges Kommunistiske Parti",7
"0128 Rakkestad","Fellesliste Venstre",41
"0128 Rakkestad","Fellesliste Senterpartiet",687
"0129 Degernes (1917-1963)","Arbeiderpartiet",221
"0129 Degernes (1917-1963)","Høyre",82
"0129 Degernes (1917-1963)","Kristelig Folkeparti",262
"0129 Degernes (1917-1963)","Norges Kommunistiske Parti",9
"0129 Degernes (1917-1963)","Fellesliste Venstre",7
"0129 Degernes (1917-1963)","Fellesliste Senterpartiet",323
"0130 Tune (-1991)","Arbeiderpartiet",4624
"0130 Tune (-1991)","Høyre",879
"0130 Tune (-1991)","Kristelig Folkeparti",819
"0130 Tune (-1991)","Norges Kommunistiske Parti",311
"0130 Tune (-1991)","Fellesliste Venstre",206
"0130 Tune (-1991)","Fellesliste Senterpartiet",307
"0131 Rolvsøy (1911-1993)","Arbeiderpartiet",1361
"0131 Rolvsøy (1911-1993)","Høyre",159
"0131 Rolvsøy (1911-1993)","Kristelig Folkeparti",236
"0131 Rolvsøy (1911-1993)","Norges Kommunistiske Parti",60
"0131 Rolvsøy (1911-1993)","Fellesliste Venstre",38
"0131 Rolvsøy (1911-1993)","Fellesliste Senterpartiet",147
"0132 Glemmen (-1963)","Arbeiderpartiet",5546
"0132 Glemmen (-1963)","Høyre",2193
"0132 Glemmen (-1963)","Kristelig Folkeparti",963
"0132 Glemmen (-1963)","Norges Kommunistiske Parti",279
"0132 Glemmen (-1963)","Fellesliste Venstre",212
"0132 Glemmen (-1963)","Fellesliste Senterpartiet",76
"0133 Kråkerøy (1908-1993)","Arbeiderpartiet",1823
"0133 Kråkerøy (1908-1993)","Høyre",787
"0133 Kråkerøy (1908-1993)","Kristelig Folkeparti",371
"0133 Kråkerøy (1908-1993)","Norges Kommunistiske Parti",112
"0133 Kråkerøy (1908-1993)","Fellesliste Venstre",45
"0133 Kråkerøy (1908-1993)","Fellesliste Senterpartiet",51
"0134 Onsøy (-1993)","Arbeiderpartiet",2834
"0134 Onsøy (-1993)","Høyre",1245
"0134 Onsøy (-1993)","Kristelig Folkeparti",775
"0134 Onsøy (-1993)","Norges Kommunistiske Parti",126
"0134 Onsøy (-1993)","Fellesliste Venstre",96
"0134 Onsøy (-1993)","Fellesliste Senterpartiet",329
"0135 Råde","Arbeiderpartiet",973
"0135 Råde","Høyre",327
"0135 Råde","Kristelig Folkeparti",332
"0135 Råde","Norges Kommunistiske Parti",16
"0135 Råde","Fellesliste Venstre",21
"0135 Råde","Fellesliste Senterpartiet",379
"0136 Rygge","Arbeiderpartiet",1932
"0136 Rygge","Høyre",981
"0136 Rygge","Kristelig Folkeparti",257
"0136 Rygge","Norges Kommunistiske Parti",51
"0136 Rygge","Fellesliste Venstre",157
"0136 Rygge","Fellesliste Senterpartiet",429
"0137 Våler (Østf.)","Arbeiderpartiet",424
"0137 Våler (Østf.)","Høyre",193
"0137 Våler (Østf.)","Kristelig Folkeparti",136
"0137 Våler (Østf.)","Norges Kommunistiske Parti",12
"0137 Våler (Østf.)","Fellesliste Venstre",88
"0137 Våler (Østf.)","Fellesliste Senterpartiet",400
"0138 Hobøl","Arbeiderpartiet",674
"0138 Hobøl","Høyre",150
"0138 Hobøl","Kristelig Folkeparti",154
"0138 Hobøl","Norges Kommunistiske Parti",26
"0138 Hobøl","Fellesliste Venstre",44
"0138 Hobøl","Fellesliste Senterpartiet",429
"0201 Son (-1963)","Arbeiderpartiet",141
"0201 Son (-1963)","Høyre",83
"0201 Son (-1963)","Kristelig Folkeparti",19
"0201 Son (-1963)","Senterpartiet",14
"0201 Son (-1963)","Venstre",8
"0201 Son (-1963)","Norges Kommunistiske Parti",3
"0201 Son (-1963)","Sosialistisk Folkeparti (1961-1969)",18
"0203 Drøbak (-1961)","Arbeiderpartiet",814
"0203 Drøbak (-1961)","Høyre",493
"0203 Drøbak (-1961)","Kristelig Folkeparti",84
"0203 Drøbak (-1961)","Senterpartiet",23
"0203 Drøbak (-1961)","Venstre",77
"0203 Drøbak (-1961)","Norges Kommunistiske Parti",1
"0203 Drøbak (-1961)","Sosialistisk Folkeparti (1961-1969)",42
"0211 Vestby","Arbeiderpartiet",1110
"0211 Vestby","Høyre",389
"0211 Vestby","Kristelig Folkeparti",158
"0211 Vestby","Senterpartiet",540
"0211 Vestby","Venstre",69
"0211 Vestby","Norges Kommunistiske Parti",29
"0211 Vestby","Sosialistisk Folkeparti (1961-1969)",75
"0212 Kråkstad (-1963)","Arbeiderpartiet",348
"0212 Kråkstad (-1963)","Høyre",97
"0212 Kråkstad (-1963)","Kristelig Folkeparti",40
"0212 Kråkstad (-1963)","Senterpartiet",281
"0212 Kråkstad (-1963)","Venstre",51
"0212 Kråkstad (-1963)","Norges Kommunistiske Parti",7
"0212 Kråkstad (-1963)","Sosialistisk Folkeparti (1961-1969)",35
"0213 Ski","Arbeiderpartiet",2027
"0213 Ski","Høyre",898
"0213 Ski","Kristelig Folkeparti",294
"0213 Ski","Senterpartiet",309
"0213 Ski","Venstre",349
"0213 Ski","Norges Kommunistiske Parti",103
"0213 Ski","Sosialistisk Folkeparti (1961-1969)",387
"0214 Ås","Arbeiderpartiet",1343
"0214 Ås","Høyre",475
"0214 Ås","Kristelig Folkeparti",215
"0214 Ås","Senterpartiet",767
"0214 Ås","Venstre",277
"0214 Ås","Norges Kommunistiske Parti",23
"0214 Ås","Sosialistisk Folkeparti (1961-1969)",132
"0215 Frogn","Arbeiderpartiet",659
"0215 Frogn","Høyre",360
"0215 Frogn","Kristelig Folkeparti",102
"0215 Frogn","Senterpartiet",332
"0215 Frogn","Venstre",66
"0215 Frogn","Norges Kommunistiske Parti",10
"0215 Frogn","Sosialistisk Folkeparti (1961-1969)",58
"0216 Nesodden","Arbeiderpartiet",1376
"0216 Nesodden","Høyre",890
"0216 Nesodden","Kristelig Folkeparti",329
"0216 Nesodden","Senterpartiet",158
"0216 Nesodden","Venstre",174
"0216 Nesodden","Norges Kommunistiske Parti",62
"0216 Nesodden","Sosialistisk Folkeparti (1961-1969)",257
"0217 Oppegård","Arbeiderpartiet",1798
"0217 Oppegård","Høyre",1178
"0217 Oppegård","Kristelig Folkeparti",237
"0217 Oppegård","Senterpartiet",50
"0217 Oppegård","Venstre",314
"0217 Oppegård","Norges Kommunistiske Parti",71
"0217 Oppegård","Sosialistisk Folkeparti (1961-1969)",305
"0219 Bærum","Arbeiderpartiet",10515
"0219 Bærum","Høyre",15130
"0219 Bærum","Kristelig Folkeparti",1134
"0219 Bærum","Senterpartiet",660
"0219 Bærum","Venstre",2380
"0219 Bærum","Norges Kommunistiske Parti",641
"0219 Bærum","Sosialistisk Folkeparti (1961-1969)",1280
"0220 Asker","Arbeiderpartiet",3950
"0220 Asker","Høyre",3314
"0220 Asker","Kristelig Folkeparti",576
"0220 Asker","Senterpartiet",473
"0220 Asker","Venstre",689
"0220 Asker","Norges Kommunistiske Parti",185
"0220 Asker","Sosialistisk Folkeparti (1961-1969)",529
"0221u Søndre Høland (1924-1965)","Arbeiderpartiet",517
"0221u Søndre Høland (1924-1965)","Høyre",101
"0221u Søndre Høland (1924-1965)","Kristelig Folkeparti",169
"0221u Søndre Høland (1924-1965)","Senterpartiet",357
"0221u Søndre Høland (1924-1965)","Venstre",28
"0221u Søndre Høland (1924-1965)","Norges Kommunistiske Parti",12
"0221u Søndre Høland (1924-1965)","Sosialistisk Folkeparti (1961-1969)",17
"0222 Nordre Høland (1924-1965)","Arbeiderpartiet",1109
"0222 Nordre Høland (1924-1965)","Høyre",172
"0222 Nordre Høland (1924-1965)","Kristelig Folkeparti",284
"0222 Nordre Høland (1924-1965)","Senterpartiet",448
"0222 Nordre Høland (1924-1965)","Venstre",50
"0222 Nordre Høland (1924-1965)","Norges Kommunistiske Parti",20
"0222 Nordre Høland (1924-1965)","Sosialistisk Folkeparti (1961-1969)",42
"0223 Setskog (-1965)","Arbeiderpartiet",287
"0223 Setskog (-1965)","Høyre",40
"0223 Setskog (-1965)","Kristelig Folkeparti",73
"0223 Setskog (-1965)","Senterpartiet",50
"0223 Setskog (-1965)","Venstre",8
"0223 Setskog (-1965)","Norges Kommunistiske Parti",6
"0223 Setskog (-1965)","Sosialistisk Folkeparti (1961-1969)",5
"0224 Aurskog (-1965)","Arbeiderpartiet",1076
"0224 Aurskog (-1965)","Høyre",128
"0224 Aurskog (-1965)","Kristelig Folkeparti",159
"0224 Aurskog (-1965)","Senterpartiet",337
"0224 Aurskog (-1965)","Venstre",19
"0224 Aurskog (-1965)","Norges Kommunistiske Parti",43
"0224 Aurskog (-1965)","Sosialistisk Folkeparti (1961-1969)",30
"0225 Blaker (1919-1961)","Arbeiderpartiet",647
"0225 Blaker (1919-1961)","Høyre",88
"0225 Blaker (1919-1961)","Kristelig Folkeparti",93
"0225 Blaker (1919-1961)","Senterpartiet",283
"0225 Blaker (1919-1961)","Venstre",60
"0225 Blaker (1919-1961)","Norges Kommunistiske Parti",46
"0225 Blaker (1919-1961)","Sosialistisk Folkeparti (1961-1969)",84
"0226 Sørum","Arbeiderpartiet",1072
"0226 Sørum","Høyre",215
"0226 Sørum","Kristelig Folkeparti",201
"0226 Sørum","Senterpartiet",677
"0226 Sørum","Venstre",95
"0226 Sørum","Norges Kommunistiske Parti",18
"0226 Sørum","Sosialistisk Folkeparti (1961-1969)",90
"0227 Fet","Arbeiderpartiet",1578
"0227 Fet","Høyre",225
"0227 Fet","Kristelig Folkeparti",178
"0227 Fet","Senterpartiet",358
"0227 Fet","Venstre",116
"0227 Fet","Norges Kommunistiske Parti",74
"0227 Fet","Sosialistisk Folkeparti (1961-1969)",149
"0228 Rælingen","Arbeiderpartiet",1530
"0228 Rælingen","Høyre",321
"0228 Rælingen","Kristelig Folkeparti",151
"0228 Rælingen","Senterpartiet",160
"0228 Rælingen","Venstre",152
"0228 Rælingen","Norges Kommunistiske Parti",127
"0228 Rælingen","Sosialistisk Folkeparti (1961-1969)",227
"0229 Enebakk","Arbeiderpartiet",907
"0229 Enebakk","Høyre",158
"0229 Enebakk","Kristelig Folkeparti",155
"0229 Enebakk","Senterpartiet",381
"0229 Enebakk","Venstre",101
"0229 Enebakk","Norges Kommunistiske Parti",19
"0229 Enebakk","Sosialistisk Folkeparti (1961-1969)",62
"0230 Lørenskog","Arbeiderpartiet",3340
"0230 Lørenskog","Høyre",793
"0230 Lørenskog","Kristelig Folkeparti",340
"0230 Lørenskog","Senterpartiet",181
"0230 Lørenskog","Venstre",373
"0230 Lørenskog","Norges Kommunistiske Parti",292
"0230 Lørenskog","Sosialistisk Folkeparti (1961-1969)",607
"0231 Skedsmo","Arbeiderpartiet",4093
"0231 Skedsmo","Høyre",1021
"0231 Skedsmo","Kristelig Folkeparti",369
"0231 Skedsmo","Senterpartiet",404
"0231 Skedsmo","Venstre",427
"0231 Skedsmo","Norges Kommunistiske Parti",275
"0231 Skedsmo","Sosialistisk Folkeparti (1961-1969)",552
"0232 Lillestrøm (1908-1961)","Arbeiderpartiet",3681
"0232 Lillestrøm (1908-1961)","Høyre",966
"0232 Lillestrøm (1908-1961)","Kristelig Folkeparti",302
"0232 Lillestrøm (1908-1961)","Senterpartiet",47
"0232 Lillestrøm (1908-1961)","Venstre",439
"0232 Lillestrøm (1908-1961)","Norges Kommunistiske Parti",261
"0232 Lillestrøm (1908-1961)","Sosialistisk Folkeparti (1961-1969)",529
"0233 Nittedal","Arbeiderpartiet",2334
"0233 Nittedal","Høyre",479
"0233 Nittedal","Kristelig Folkeparti",161
"0233 Nittedal","Senterpartiet",352
"0233 Nittedal","Venstre",275
"0233 Nittedal","Norges Kommunistiske Parti",122
"0233 Nittedal","Sosialistisk Folkeparti (1961-1969)",223
"0234 Gjerdrum","Arbeiderpartiet",444
"0234 Gjerdrum","Høyre",143
"0234 Gjerdrum","Kristelig Folkeparti",139
"0234 Gjerdrum","Senterpartiet",336
"0234 Gjerdrum","Venstre",16
"0234 Gjerdrum","Norges Kommunistiske Parti",7
"0234 Gjerdrum","Sosialistisk Folkeparti (1961-1969)",24
"0235 Ullensaker","Arbeiderpartiet",2994
"0235 Ullensaker","Høyre",935
"0235 Ullensaker","Kristelig Folkeparti",335
"0235 Ullensaker","Senterpartiet",1103
"0235 Ullensaker","Venstre",317
"0235 Ullensaker","Norges Kommunistiske Parti",72
"0235 Ullensaker","Sosialistisk Folkeparti (1961-1969)",181
"0236 Nes (Ak.)","Arbeiderpartiet",3619
"0236 Nes (Ak.)","Høyre",503
"0236 Nes (Ak.)","Kristelig Folkeparti",397
"0236 Nes (Ak.)","Senterpartiet",1203
"0236 Nes (Ak.)","Venstre",200
"0236 Nes (Ak.)","Norges Kommunistiske Parti",180
"0236 Nes (Ak.)","Sosialistisk Folkeparti (1961-1969)",175
"0237 Eidsvoll","Arbeiderpartiet",3937
"0237 Eidsvoll","Høyre",655
"0237 Eidsvoll","Kristelig Folkeparti",401
"0237 Eidsvoll","Senterpartiet",923
"0237 Eidsvoll","Venstre",210
"0237 Eidsvoll","Norges Kommunistiske Parti",242
"0237 Eidsvoll","Sosialistisk Folkeparti (1961-1969)",279
"0238 Nannestad","Arbeiderpartiet",1385
"0238 Nannestad","Høyre",177
"0238 Nannestad","Kristelig Folkeparti",297
"0238 Nannestad","Senterpartiet",681
"0238 Nannestad","Venstre",79
"0238 Nannestad","Norges Kommunistiske Parti",87
"0238 Nannestad","Sosialistisk Folkeparti (1961-1969)",113
"0239 Hurdal","Arbeiderpartiet",609
"0239 Hurdal","Høyre",52
"0239 Hurdal","Kristelig Folkeparti",238
"0239 Hurdal","Senterpartiet",135
"0239 Hurdal","Venstre",180
"0239 Hurdal","Norges Kommunistiske Parti",19
"0239 Hurdal","Sosialistisk Folkeparti (1961-1969)",19
"0240 Feiring (-1963)","Arbeiderpartiet",287
"0240 Feiring (-1963)","Høyre",17
"0240 Feiring (-1963)","Kristelig Folkeparti",95
"0240 Feiring (-1963)","Senterpartiet",154
"0240 Feiring (-1963)","Venstre",24
"0240 Feiring (-1963)","Norges Kommunistiske Parti",3
"0240 Feiring (-1963)","Sosialistisk Folkeparti (1961-1969)",11
"0301 Oslo kommune","Arbeiderpartiet",123136
"0301 Oslo kommune","Høyre",110862
"0301 Oslo kommune","Kristelig Folkeparti",15258
"0301 Oslo kommune","Venstre",12811
"0301 Oslo kommune","Norges Kommunistiske Parti",7481
"0301 Oslo kommune","Sosialistisk Folkeparti (1961-1969)",18117
"0401 Hamar (-1991)","Arbeiderpartiet",4865
"0401 Hamar (-1991)","Høyre",2012
"0401 Hamar (-1991)","Senterpartiet",279
"0401 Hamar (-1991)","Venstre",540
"0401 Hamar (-1991)","Norges Kommunistiske Parti",313
"0402 Kongsvinger","Arbeiderpartiet",779
"0402 Kongsvinger","Høyre",357
"0402 Kongsvinger","Senterpartiet",41
"0402 Kongsvinger","Venstre",127
"0402 Kongsvinger","Norges Kommunistiske Parti",43
"0411 Nes (-1963)","Arbeiderpartiet",1337
"0411 Nes (-1963)","Høyre",281
"0411 Nes (-1963)","Senterpartiet",500
"0411 Nes (-1963)","Venstre",109
"0411 Nes (-1963)","Norges Kommunistiske Parti",32
"0412 Ringsaker","Arbeiderpartiet",5384
"0412 Ringsaker","Høyre",912
"0412 Ringsaker","Senterpartiet",1500
"0412 Ringsaker","Venstre",381
"0412 Ringsaker","Norges Kommunistiske Parti",332
"0413 Furnes (-1963)","Arbeiderpartiet",2370
"0413 Furnes (-1963)","Høyre",576
"0413 Furnes (-1963)","Senterpartiet",587
"0413 Furnes (-1963)","Venstre",100
"0413 Furnes (-1963)","Norges Kommunistiske Parti",135
"0413 Furnes (-1963)","Andre",7
"0414 Vang (-1991)","Arbeiderpartiet",3018
"0414 Vang (-1991)","Høyre",377
"0414 Vang (-1991)","Senterpartiet",602
"0414 Vang (-1991)","Venstre",123
"0414 Vang (-1991)","Norges Kommunistiske Parti",269
"0415 Løten","Arbeiderpartiet",2177
"0415 Løten","Høyre",316
"0415 Løten","Senterpartiet",523
"0415 Løten","Venstre",57
"0415 Løten","Norges Kommunistiske Parti",455
"0416 Romedal (-1963)","Arbeiderpartiet",2167
"0416 Romedal (-1963)","Høyre",243
"0416 Romedal (-1963)","Senterpartiet",477
"0416 Romedal (-1963)","Venstre",56
"0416 Romedal (-1963)","Norges Kommunistiske Parti",402
"0416 Romedal (-1963)","Andre",3
"0417 Stange","Arbeiderpartiet",3646
"0417 Stange","Høyre",590
"0417 Stange","Senterpartiet",691
"0417 Stange","Venstre",120
"0417 Stange","Norges Kommunistiske Parti",235
"0418 Nord-Odal","Arbeiderpartiet",1962
"0418 Nord-Odal","Høyre",105
"0418 Nord-Odal","Senterpartiet",316
"0418 Nord-Odal","Venstre",45
"0418 Nord-Odal","Norges Kommunistiske Parti",456
"0419 Sør-Odal","Arbeiderpartiet",2813
"0419 Sør-Odal","Høyre",261
"0419 Sør-Odal","Senterpartiet",587
"0419 Sør-Odal","Venstre",81
"0419 Sør-Odal","Norges Kommunistiske Parti",378
"0420 Eidskog","Arbeiderpartiet",2399
"0420 Eidskog","Høyre",292
"0420 Eidskog","Senterpartiet",483
"0420 Eidskog","Venstre",184
"0420 Eidskog","Norges Kommunistiske Parti",281
"0421 Vinger (-1963)","Arbeiderpartiet",2232
"0421 Vinger (-1963)","Høyre",275
"0421 Vinger (-1963)","Senterpartiet",349
"0421 Vinger (-1963)","Venstre",150
"0421 Vinger (-1963)","Norges Kommunistiske Parti",296
"0422 Brandval (-1963)","Arbeiderpartiet",1528
"0422 Brandval (-1963)","Høyre",171
"0422 Brandval (-1963)","Senterpartiet",305
"0422 Brandval (-1963)","Venstre",68
"0422 Brandval (-1963)","Norges Kommunistiske Parti",294
"0423 Grue","Arbeiderpartiet",2379
"0423 Grue","Høyre",312
"0423 Grue","Senterpartiet",622
"0423 Grue","Venstre",81
"0423 Grue","Norges Kommunistiske Parti",312
"0424 Hof (-1962)","Arbeiderpartiet",1032
"0424 Hof (-1962)","Høyre",66
"0424 Hof (-1962)","Senterpartiet",387
"0424 Hof (-1962)","Venstre",20
"0424 Hof (-1962)","Norges Kommunistiske Parti",184
"0425 Åsnes","Arbeiderpartiet",1827
"0425 Åsnes","Høyre",233
"0425 Åsnes","Senterpartiet",505
"0425 Åsnes","Venstre",31
"0425 Åsnes","Norges Kommunistiske Parti",781
"0426 Våler (Hedm.)","Arbeiderpartiet",1366
"0426 Våler (Hedm.)","Høyre",291
"0426 Våler (Hedm.)","Senterpartiet",438
"0426 Våler (Hedm.)","Venstre",30
"0426 Våler (Hedm.)","Norges Kommunistiske Parti",506
"0427 Elverum","Arbeiderpartiet",3791
"0427 Elverum","Høyre",981
"0427 Elverum","Senterpartiet",1407
"0427 Elverum","Venstre",198
"0427 Elverum","Norges Kommunistiske Parti",684
"0428 Trysil","Arbeiderpartiet",2194
"0428 Trysil","Høyre",185
"0428 Trysil","Senterpartiet",1321
"0428 Trysil","Venstre",145
"0428 Trysil","Norges Kommunistiske Parti",360
"0428 Trysil","Andre",2
"0429 Åmot","Arbeiderpartiet",1439
"0429 Åmot","Høyre",227
"0429 Åmot","Senterpartiet",498
"0429 Åmot","Venstre",57
"0429 Åmot","Norges Kommunistiske Parti",805
"0430 Stor-Elvdal","Arbeiderpartiet",1472
"0430 Stor-Elvdal","Høyre",204
"0430 Stor-Elvdal","Senterpartiet",293
"0430 Stor-Elvdal","Venstre",23
"0430 Stor-Elvdal","Norges Kommunistiske Parti",293
"0431 Sollia (-1964)","Arbeiderpartiet",119
"0431 Sollia (-1964)","Høyre",12
"0431 Sollia (-1964)","Senterpartiet",111
"0432u Ytre Rendal (-1964)","Arbeiderpartiet",777
"0432u Ytre Rendal (-1964)","Høyre",25
"0432u Ytre Rendal (-1964)","Senterpartiet",216
"0432u Ytre Rendal (-1964)","Venstre",14
"0432u Ytre Rendal (-1964)","Norges Kommunistiske Parti",88
"0433 Øvre Rendal (-1964)","Arbeiderpartiet",524
"0433 Øvre Rendal (-1964)","Høyre",56
"0433 Øvre Rendal (-1964)","Senterpartiet",337
"0433 Øvre Rendal (-1964)","Venstre",23
"0433 Øvre Rendal (-1964)","Norges Kommunistiske Parti",34
"0434 Engerdal","Arbeiderpartiet",504
"0434 Engerdal","Høyre",87
"0434 Engerdal","Senterpartiet",316
"0434 Engerdal","Venstre",76
"0434 Engerdal","Norges Kommunistiske Parti",5
"0435u Os (1926-1965)","Arbeiderpartiet",469
"0435u Os (1926-1965)","Høyre",14
"0435u Os (1926-1965)","Senterpartiet",465
"0435u Os (1926-1965)","Venstre",59
"0435u Os (1926-1965)","Norges Kommunistiske Parti",8
"0436 Tolga","Arbeiderpartiet",329
"0436 Tolga","Høyre",16
"0436 Tolga","Senterpartiet",618
"0436 Tolga","Venstre",57
"0436 Tolga","Norges Kommunistiske Parti",16
"0437 Tynset","Arbeiderpartiet",1013
"0437 Tynset","Høyre",125
"0437 Tynset","Senterpartiet",1106
"0437 Tynset","Venstre",105
"0437 Tynset","Norges Kommunistiske Parti",34
"0438 Alvdal","Arbeiderpartiet",704
"0438 Alvdal","Høyre",25
"0438 Alvdal","Senterpartiet",703
"0438 Alvdal","Venstre",111
"0438 Alvdal","Norges Kommunistiske Parti",5
"0439 Folldal","Arbeiderpartiet",683
"0439 Folldal","Høyre",45
"0439 Folldal","Senterpartiet",487
"0439 Folldal","Venstre",27
"0439 Folldal","Norges Kommunistiske Parti",21
"0440 Kvikne (-1965)","Arbeiderpartiet",199
"0440 Kvikne (-1965)","Høyre",19
