"kommune","parti","stemmer"
"0124 Askim","Senterpartiet",784
"0124 Askim","Venstre",530
"0124 Askim","Norges Kommunistiske Parti",22
"0124 Askim","Sosialistisk Folkeparti (1961-1969)",158
"0125 Eidsberg","Arbeiderpartiet",2329
"0125 Eidsberg","Høyre",783
"0125 Eidsberg","Kristelig Folkeparti",809
"0125 Eidsberg","Senterpartiet",1128
"0125 Eidsberg","Venstre",147
"0125 Eidsberg","Norges Kommunistiske Parti",8
"0125 Eidsberg","Sosialistisk Folkeparti (1961-1969)",125
"0127 Skiptvet","Arbeiderpartiet",613
"0127 Skiptvet","Høyre",59
"0127 Skiptvet","Kristelig Folkeparti",218
"0127 Skiptvet","Senterpartiet",431
"0127 Skiptvet","Venstre",46
"0127 Skiptvet","Norges Kommunistiske Parti",1
"0127 Skiptvet","Sosialistisk Folkeparti (1961-1969)",16
"0128 Rakkestad","Arbeiderpartiet",1507
"0128 Rakkestad","Høyre",299
"0128 Rakkestad","Kristelig Folkeparti",938
"0128 Rakkestad","Senterpartiet",1187
"0128 Rakkestad","Venstre",97
"0128 Rakkestad","Norges Kommunistiske Parti",4
"0128 Rakkestad","Sosialistisk Folkeparti (1961-1969)",47
"0130 Tune (-1991)","Arbeiderpartiet",5773
"0130 Tune (-1991)","Høyre",1127
"0130 Tune (-1991)","Kristelig Folkeparti",912
"0130 Tune (-1991)","Senterpartiet",523
"0130 Tune (-1991)","Venstre",351
"0130 Tune (-1991)","Norges Kommunistiske Parti",77
"0130 Tune (-1991)","Sosialistisk Folkeparti (1961-1969)",416
"0131 Rolvsøy (1911-1993)","Arbeiderpartiet",1637
"0131 Rolvsøy (1911-1993)","Høyre",273
"0131 Rolvsøy (1911-1993)","Kristelig Folkeparti",327
"0131 Rolvsøy (1911-1993)","Senterpartiet",220
"0131 Rolvsøy (1911-1993)","Venstre",75
"0131 Rolvsøy (1911-1993)","Norges Kommunistiske Parti",19
"0131 Rolvsøy (1911-1993)","Sosialistisk Folkeparti (1961-1969)",119
"0133 Kråkerøy (1908-1993)","Arbeiderpartiet",2302
"0133 Kråkerøy (1908-1993)","Høyre",922
"0133 Kråkerøy (1908-1993)","Kristelig Folkeparti",390
"0133 Kråkerøy (1908-1993)","Senterpartiet",117
"0133 Kråkerøy (1908-1993)","Venstre",190
"0133 Kråkerøy (1908-1993)","Norges Kommunistiske Parti",66
"0133 Kråkerøy (1908-1993)","Sosialistisk Folkeparti (1961-1969)",155
"0134 Onsøy (-1993)","Arbeiderpartiet",3186
"0134 Onsøy (-1993)","Høyre",1265
"0134 Onsøy (-1993)","Kristelig Folkeparti",869
"0134 Onsøy (-1993)","Senterpartiet",547
"0134 Onsøy (-1993)","Venstre",284
"0134 Onsøy (-1993)","Norges Kommunistiske Parti",32
"0134 Onsøy (-1993)","Sosialistisk Folkeparti (1961-1969)",197
"0135 Råde","Arbeiderpartiet",1095
"0135 Råde","Høyre",305
"0135 Råde","Kristelig Folkeparti",457
"0135 Råde","Senterpartiet",488
"0135 Råde","Venstre",54
"0135 Råde","Norges Kommunistiske Parti",10
"0135 Råde","Sosialistisk Folkeparti (1961-1969)",55
"0136 Rygge","Arbeiderpartiet",2367
"0136 Rygge","Høyre",1207
"0136 Rygge","Kristelig Folkeparti",378
"0136 Rygge","Senterpartiet",776
"0136 Rygge","Venstre",253
"0136 Rygge","Norges Kommunistiske Parti",19
"0136 Rygge","Sosialistisk Folkeparti (1961-1969)",134
"0137 Våler (Østf.)","Arbeiderpartiet",435
"0137 Våler (Østf.)","Høyre",173
"0137 Våler (Østf.)","Kristelig Folkeparti",152
"0137 Våler (Østf.)","Senterpartiet",431
"0137 Våler (Østf.)","Venstre",56
"0137 Våler (Østf.)","Norges Kommunistiske Parti",6
"0137 Våler (Østf.)","Sosialistisk Folkeparti (1961-1969)",21
"0138 Hobøl","Arbeiderpartiet",801
"0138 Hobøl","Høyre",169
"0138 Hobøl","Kristelig Folkeparti",149
"0138 Hobøl","Senterpartiet",482
"0138 Hobøl","Venstre",46
"0138 Hobøl","Norges Kommunistiske Parti",1
"0138 Hobøl","Sosialistisk Folkeparti (1961-1969)",43
"0211 Vestby","Arbeiderpartiet",1580
"0211 Vestby","Høyre",628
"0211 Vestby","Venstre",199
"0211 Vestby","Norges Kommunistiske Parti",15
"0211 Vestby","Sosialistisk Folkeparti (1961-1969)",129
"0211 Vestby","Fellesliste Kristelig folkeparti",159
"0211 Vestby","Fellesliste Senterpartiet",599
"0213 Ski","Arbeiderpartiet",3383
"0213 Ski","Høyre",1675
"0213 Ski","Venstre",847
"0213 Ski","Norges Kommunistiske Parti",66
"0213 Ski","Sosialistisk Folkeparti (1961-1969)",327
"0213 Ski","Fellesliste Kristelig folkeparti",364
"0213 Ski","Fellesliste Senterpartiet",775
"0214 Ås","Arbeiderpartiet",1840
"0214 Ås","Høyre",751
"0214 Ås","Venstre",658
"0214 Ås","Norges Kommunistiske Parti",18
"0214 Ås","Sosialistisk Folkeparti (1961-1969)",164
"0214 Ås","Fellesliste Kristelig folkeparti",246
"0214 Ås","Fellesliste Senterpartiet",1057
"0215 Frogn","Arbeiderpartiet",1695
"0215 Frogn","Høyre",1227
"0215 Frogn","Venstre",315
"0215 Frogn","Norges Kommunistiske Parti",13
"0215 Frogn","Sosialistisk Folkeparti (1961-1969)",101
"0215 Frogn","Fellesliste Kristelig folkeparti",203
"0215 Frogn","Fellesliste Senterpartiet",467
"0216 Nesodden","Arbeiderpartiet",1848
"0216 Nesodden","Høyre",1358
"0216 Nesodden","Venstre",548
"0216 Nesodden","Norges Kommunistiske Parti",55
"0216 Nesodden","Sosialistisk Folkeparti (1961-1969)",273
"0216 Nesodden","Fellesliste Kristelig folkeparti",315
"0216 Nesodden","Fellesliste Senterpartiet",183
"0217 Oppegård","Arbeiderpartiet",2813
"0217 Oppegård","Høyre",2322
"0217 Oppegård","Venstre",812
"0217 Oppegård","Norges Kommunistiske Parti",30
"0217 Oppegård","Sosialistisk Folkeparti (1961-1969)",283
"0217 Oppegård","Fellesliste Kristelig folkeparti",361
"0217 Oppegård","Fellesliste Senterpartiet",92
"0219 Bærum","Arbeiderpartiet",12443
"0219 Bærum","Høyre",19940
"0219 Bærum","Venstre",5473
"0219 Bærum","Norges Kommunistiske Parti",369
"0219 Bærum","Sosialistisk Folkeparti (1961-1969)",1448
"0219 Bærum","Fellesliste Kristelig folkeparti",1671
"0219 Bærum","Fellesliste Senterpartiet",1173
"0220 Asker","Arbeiderpartiet",5323
"0220 Asker","Høyre",6084
"0220 Asker","Venstre",2153
"0220 Asker","Norges Kommunistiske Parti",98
"0220 Asker","Sosialistisk Folkeparti (1961-1969)",662
"0220 Asker","Fellesliste Kristelig folkeparti",791
"0220 Asker","Fellesliste Senterpartiet",783
"0221 Aurskog-Høland","Arbeiderpartiet",3722
"0221 Aurskog-Høland","Høyre",497
"0221 Aurskog-Høland","Venstre",377
"0221 Aurskog-Høland","Norges Kommunistiske Parti",19
"0221 Aurskog-Høland","Sosialistisk Folkeparti (1961-1969)",127
"0221 Aurskog-Høland","Fellesliste Kristelig folkeparti",597
"0221 Aurskog-Høland","Fellesliste Senterpartiet",1253
"0226 Sørum","Arbeiderpartiet",2324
"0226 Sørum","Høyre",430
"0226 Sørum","Venstre",304
"0226 Sørum","Norges Kommunistiske Parti",29
"0226 Sørum","Sosialistisk Folkeparti (1961-1969)",172
"0226 Sørum","Fellesliste Kristelig folkeparti",268
"0226 Sørum","Fellesliste Senterpartiet",1053
"0227 Fet","Arbeiderpartiet",2159
"0227 Fet","Høyre",387
"0227 Fet","Venstre",325
"0227 Fet","Norges Kommunistiske Parti",27
"0227 Fet","Sosialistisk Folkeparti (1961-1969)",136
"0227 Fet","Fellesliste Kristelig folkeparti",183
"0227 Fet","Fellesliste Senterpartiet",452
"0228 Rælingen","Arbeiderpartiet",2947
"0228 Rælingen","Høyre",776
"0228 Rælingen","Venstre",548
"0228 Rælingen","Norges Kommunistiske Parti",74
"0228 Rælingen","Sosialistisk Folkeparti (1961-1969)",243
"0228 Rælingen","Fellesliste Kristelig folkeparti",203
"0228 Rælingen","Fellesliste Senterpartiet",259
"0229 Enebakk","Arbeiderpartiet",1311
"0229 Enebakk","Høyre",220
"0229 Enebakk","Venstre",189
"0229 Enebakk","Norges Kommunistiske Parti",18
"0229 Enebakk","Sosialistisk Folkeparti (1961-1969)",122
"0229 Enebakk","Fellesliste Kristelig folkeparti",135
"0229 Enebakk","Fellesliste Senterpartiet",400
"0230 Lørenskog","Arbeiderpartiet",5252
"0230 Lørenskog","Høyre",1549
"0230 Lørenskog","Venstre",1077
"0230 Lørenskog","Norges Kommunistiske Parti",150
"0230 Lørenskog","Sosialistisk Folkeparti (1961-1969)",503
"0230 Lørenskog","Fellesliste Kristelig folkeparti",420
"0230 Lørenskog","Fellesliste Senterpartiet",269
"0231 Skedsmo","Arbeiderpartiet",10315
"0231 Skedsmo","Høyre",3082
"0231 Skedsmo","Venstre",1904
"0231 Skedsmo","Norges Kommunistiske Parti",300
"0231 Skedsmo","Sosialistisk Folkeparti (1961-1969)",885
"0231 Skedsmo","Fellesliste Kristelig folkeparti",787
"0231 Skedsmo","Fellesliste Senterpartiet",638
"0233 Nittedal","Arbeiderpartiet",3295
"0233 Nittedal","Høyre",990
"0233 Nittedal","Venstre",742
"0233 Nittedal","Norges Kommunistiske Parti",45
"0233 Nittedal","Sosialistisk Folkeparti (1961-1969)",334
"0233 Nittedal","Fellesliste Kristelig folkeparti",160
"0233 Nittedal","Fellesliste Senterpartiet",423
"0234 Gjerdrum","Arbeiderpartiet",645
"0234 Gjerdrum","Høyre",192
"0234 Gjerdrum","Venstre",44
"0234 Gjerdrum","Norges Kommunistiske Parti",4
"0234 Gjerdrum","Sosialistisk Folkeparti (1961-1969)",34
"0234 Gjerdrum","Fellesliste Kristelig folkeparti",130
"0234 Gjerdrum","Fellesliste Senterpartiet",377
"0235 Ullensaker","Arbeiderpartiet",4130
"0235 Ullensaker","Høyre",1424
"0235 Ullensaker","Venstre",642
"0235 Ullensaker","Norges Kommunistiske Parti",22
"0235 Ullensaker","Sosialistisk Folkeparti (1961-1969)",214
"0235 Ullensaker","Fellesliste Kristelig folkeparti",315
"0235 Ullensaker","Fellesliste Senterpartiet",1252
"0236 Nes (Ak.)","Arbeiderpartiet",4774
"0236 Nes (Ak.)","Høyre",564
"0236 Nes (Ak.)","Venstre",379
"0236 Nes (Ak.)","Norges Kommunistiske Parti",40
"0236 Nes (Ak.)","Sosialistisk Folkeparti (1961-1969)",175
"0236 Nes (Ak.)","Fellesliste Kristelig folkeparti",339
"0236 Nes (Ak.)","Fellesliste Senterpartiet",1240
"0237 Eidsvoll","Arbeiderpartiet",5005
"0237 Eidsvoll","Høyre",795
"0237 Eidsvoll","Venstre",459
"0237 Eidsvoll","Norges Kommunistiske Parti",109
"0237 Eidsvoll","Sosialistisk Folkeparti (1961-1969)",320
"0237 Eidsvoll","Fellesliste Kristelig folkeparti",425
"0237 Eidsvoll","Fellesliste Senterpartiet",1111
"0237 Eidsvoll","Andre",1
"0238 Nannestad","Arbeiderpartiet",1945
"0238 Nannestad","Høyre",242
"0238 Nannestad","Venstre",197
"0238 Nannestad","Norges Kommunistiske Parti",50
"0238 Nannestad","Sosialistisk Folkeparti (1961-1969)",130
"0238 Nannestad","Fellesliste Kristelig folkeparti",272
"0238 Nannestad","Fellesliste Senterpartiet",752
"0239 Hurdal","Arbeiderpartiet",709
"0239 Hurdal","Høyre",28
"0239 Hurdal","Venstre",207
"0239 Hurdal","Norges Kommunistiske Parti",3
"0239 Hurdal","Sosialistisk Folkeparti (1961-1969)",36
"0239 Hurdal","Fellesliste Kristelig folkeparti",216
"0239 Hurdal","Fellesliste Senterpartiet",148
"0301 Oslo kommune","Arbeiderpartiet",137676
"0301 Oslo kommune","Høyre",112130
"0301 Oslo kommune","Kristelig Folkeparti",22633
"0301 Oslo kommune","Venstre",18419
"0301 Oslo kommune","Norges Kommunistiske Parti",3899
"0301 Oslo kommune","Sosialistisk Folkeparti (1961-1969)",14619
"0301 Oslo kommune","Andre",2
"0401 Hamar (-1991)","Arbeiderpartiet",5314
"0401 Hamar (-1991)","Høyre",2632
"0401 Hamar (-1991)","Kristelig Folkeparti",361
"0401 Hamar (-1991)","Senterpartiet",462
"0401 Hamar (-1991)","Venstre",438
"0401 Hamar (-1991)","Norges Kommunistiske Parti",92
"0401 Hamar (-1991)","Sosialistisk Folkeparti (1961-1969)",291
"0402 Kongsvinger","Arbeiderpartiet",5548
"0402 Kongsvinger","Høyre",858
"0402 Kongsvinger","Kristelig Folkeparti",185
"0402 Kongsvinger","Senterpartiet",930
"0402 Kongsvinger","Venstre",293
"0402 Kongsvinger","Norges Kommunistiske Parti",155
"0402 Kongsvinger","Sosialistisk Folkeparti (1961-1969)",341
"0412 Ringsaker","Arbeiderpartiet",10887
"0412 Ringsaker","Høyre",2132
"0412 Ringsaker","Kristelig Folkeparti",392
"0412 Ringsaker","Senterpartiet",2847
"0412 Ringsaker","Venstre",361
"0412 Ringsaker","Norges Kommunistiske Parti",129
"0412 Ringsaker","Sosialistisk Folkeparti (1961-1969)",382
"0414 Vang (-1991)","Arbeiderpartiet",3638
"0414 Vang (-1991)","Høyre",607
"0414 Vang (-1991)","Kristelig Folkeparti",62
"0414 Vang (-1991)","Senterpartiet",676
"0414 Vang (-1991)","Venstre",100
"0414 Vang (-1991)","Norges Kommunistiske Parti",80
"0414 Vang (-1991)","Sosialistisk Folkeparti (1961-1969)",172
"0415 Løten","Arbeiderpartiet",2658
"0415 Løten","Høyre",315
"0415 Løten","Kristelig Folkeparti",21
"0415 Løten","Senterpartiet",617
"0415 Løten","Venstre",35
"0415 Løten","Norges Kommunistiske Parti",223
"0415 Løten","Sosialistisk Folkeparti (1961-1969)",88
"0417 Stange","Arbeiderpartiet",6775
"0417 Stange","Høyre",1055
"0417 Stange","Kristelig Folkeparti",222
"0417 Stange","Senterpartiet",1285
"0417 Stange","Venstre",169
"0417 Stange","Norges Kommunistiske Parti",283
"0417 Stange","Sosialistisk Folkeparti (1961-1969)",349
"0418 Nord-Odal","Arbeiderpartiet",2513
"0418 Nord-Odal","Høyre",118
"0418 Nord-Odal","Kristelig Folkeparti",74
"0418 Nord-Odal","Senterpartiet",294
"0418 Nord-Odal","Venstre",27
"0418 Nord-Odal","Norges Kommunistiske Parti",144
"0418 Nord-Odal","Sosialistisk Folkeparti (1961-1969)",117
"0419 Sør-Odal","Arbeiderpartiet",3240
"0419 Sør-Odal","Høyre",279
"0419 Sør-Odal","Kristelig Folkeparti",95
"0419 Sør-Odal","Senterpartiet",655
"0419 Sør-Odal","Venstre",40
"0419 Sør-Odal","Norges Kommunistiske Parti",83
"0419 Sør-Odal","Sosialistisk Folkeparti (1961-1969)",188
"0420 Eidskog","Arbeiderpartiet",2882
"0420 Eidskog","Høyre",262
"0420 Eidskog","Kristelig Folkeparti",89
"0420 Eidskog","Senterpartiet",565
"0420 Eidskog","Venstre",83
"0420 Eidskog","Norges Kommunistiske Parti",70
"0420 Eidskog","Sosialistisk Folkeparti (1961-1969)",92
"0423 Grue","Arbeiderpartiet",2752
"0423 Grue","Høyre",276
"0423 Grue","Kristelig Folkeparti",82
"0423 Grue","Senterpartiet",652
"0423 Grue","Venstre",55
"0423 Grue","Norges Kommunistiske Parti",78
"0423 Grue","Sosialistisk Folkeparti (1961-1969)",163
"0425 Åsnes","Arbeiderpartiet",3407
"0425 Åsnes","Høyre",285
"0425 Åsnes","Kristelig Folkeparti",194
"0425 Åsnes","Senterpartiet",967
"0425 Åsnes","Venstre",40
"0425 Åsnes","Norges Kommunistiske Parti",307
"0425 Åsnes","Sosialistisk Folkeparti (1961-1969)",429
"0426 Våler (Hedm.)","Arbeiderpartiet",1671
"0426 Våler (Hedm.)","Høyre",277
"0426 Våler (Hedm.)","Kristelig Folkeparti",67
"0426 Våler (Hedm.)","Senterpartiet",472
"0426 Våler (Hedm.)","Venstre",19
"0426 Våler (Hedm.)","Norges Kommunistiske Parti",154
"0426 Våler (Hedm.)","Sosialistisk Folkeparti (1961-1969)",184
"0427 Elverum","Arbeiderpartiet",4533
"0427 Elverum","Høyre",1008
"0427 Elverum","Kristelig Folkeparti",139
"0427 Elverum","Senterpartiet",1851
"0427 Elverum","Venstre",283
"0427 Elverum","Norges Kommunistiske Parti",263
"0427 Elverum","Sosialistisk Folkeparti (1961-1969)",418
"0428 Trysil","Arbeiderpartiet",2448
"0428 Trysil","Høyre",202
"0428 Trysil","Kristelig Folkeparti",52
"0428 Trysil","Senterpartiet",1309
"0428 Trysil","Venstre",114
"0428 Trysil","Norges Kommunistiske Parti",190
"0428 Trysil","Sosialistisk Folkeparti (1961-1969)",118
"0429 Åmot","Arbeiderpartiet",1642
"0429 Åmot","Høyre",217
"0429 Åmot","Kristelig Folkeparti",16
"0429 Åmot","Senterpartiet",510
"0429 Åmot","Venstre",65
"0429 Åmot","Norges Kommunistiske Parti",495
"0429 Åmot","Sosialistisk Folkeparti (1961-1969)",138
"0430 Stor-Elvdal","Arbeiderpartiet",1554
"0430 Stor-Elvdal","Høyre",181
"0430 Stor-Elvdal","Kristelig Folkeparti",16
"0430 Stor-Elvdal","Senterpartiet",469
"0430 Stor-Elvdal","Venstre",29
"0430 Stor-Elvdal","Norges Kommunistiske Parti",108
"0430 Stor-Elvdal","Sosialistisk Folkeparti (1961-1969)",92
"0432 Rendalen","Arbeiderpartiet",1288
"0432 Rendalen","Høyre",80
"0432 Rendalen","Kristelig Folkeparti",16
"0432 Rendalen","Senterpartiet",567
"0432 Rendalen","Venstre",50
"0432 Rendalen","Norges Kommunistiske Parti",59
"0432 Rendalen","Sosialistisk Folkeparti (1961-1969)",61
"0434 Engerdal","Arbeiderpartiet",546
"0434 Engerdal","Høyre",90
"0434 Engerdal","Kristelig Folkeparti",7
"0434 Engerdal","Senterpartiet",353
"0434 Engerdal","Venstre",86
"0434 Engerdal","Norges Kommunistiske Parti",1
"0434 Engerdal","Sosialistisk Folkeparti (1961-1969)",14
"0435 Tolga-Os (1966-1975)","Arbeiderpartiet",827
"0435 Tolga-Os (1966-1975)","Høyre",46
"0435 Tolga-Os (1966-1975)","Kristelig Folkeparti",41
"0435 Tolga-Os (1966-1975)","Senterpartiet",1244
"0435 Tolga-Os (1966-1975)","Venstre",110
"0435 Tolga-Os (1966-1975)","Norges Kommunistiske Parti",7
"0435 Tolga-Os (1966-1975)","Sosialistisk Folkeparti (1961-1969)",21
"0437 Tynset","Arbeiderpartiet",1092
"0437 Tynset","Høyre",198
"0437 Tynset","Kristelig Folkeparti",107
"0437 Tynset","Senterpartiet",1337
"0437 Tynset","Venstre",88
"0437 Tynset","Norges Kommunistiske Parti",12
"0437 Tynset","Sosialistisk Folkeparti (1961-1969)",56
"0438 Alvdal","Arbeiderpartiet",733
"0438 Alvdal","Høyre",37
"0438 Alvdal","Kristelig Folkeparti",61
"0438 Alvdal","Senterpartiet",706
"0438 Alvdal","Venstre",97
"0438 Alvdal","Norges Kommunistiske Parti",5
"0438 Alvdal","Sosialistisk Folkeparti (1961-1969)",8
"0439 Folldal","Arbeiderpartiet",743
"0439 Folldal","Høyre",33
"0439 Folldal","Kristelig Folkeparti",8
"0439 Folldal","Senterpartiet",530
"0439 Folldal","Venstre",31
"0439 Folldal","Norges Kommunistiske Parti",5
"0439 Folldal","Sosialistisk Folkeparti (1961-1969)",19
"0501 Lillehammer","Arbeiderpartiet",6370
"0501 Lillehammer","Høyre",2381
"0501 Lillehammer","Kristelig Folkeparti",613
"0501 Lillehammer","Senterpartiet",1630
"0501 Lillehammer","Venstre",612
"0501 Lillehammer","Norges Kommunistiske Parti",156
"0501 Lillehammer","Sosialistisk Folkeparti (1961-1969)",320
"0502 Gjøvik","Arbeiderpartiet",9421
"0502 Gjøvik","Høyre",1703
"0502 Gjøvik","Kristelig Folkeparti",916
"0502 Gjøvik","Senterpartiet",1919
"0502 Gjøvik","Venstre",864
"0502 Gjøvik","Norges Kommunistiske Parti",110
"0502 Gjøvik","Sosialistisk Folkeparti (1961-1969)",313
"0511 Dovre","Arbeiderpartiet",975
"0511 Dovre","Høyre",121
"0511 Dovre","Kristelig Folkeparti",42
"0511 Dovre","Senterpartiet",532
"0511 Dovre","Venstre",46
"0511 Dovre","Norges Kommunistiske Parti",4
"0511 Dovre","Sosialistisk Folkeparti (1961-1969)",25
"0512 Lesja","Arbeiderpartiet",594
"0512 Lesja","Høyre",92
"0512 Lesja","Kristelig Folkeparti",89
"0512 Lesja","Senterpartiet",713
"0512 Lesja","Venstre",15
"0512 Lesja","Norges Kommunistiske Parti",1
"0512 Lesja","Sosialistisk Folkeparti (1961-1969)",9
"0513 Skjåk","Arbeiderpartiet",682
"0513 Skjåk","Høyre",53
"0513 Skjåk","Kristelig Folkeparti",26
"0513 Skjåk","Senterpartiet",528
"0513 Skjåk","Venstre",47
"0513 Skjåk","Norges Kommunistiske Parti",7
"0513 Skjåk","Sosialistisk Folkeparti (1961-1969)",42
"0514 Lom","Arbeiderpartiet",824
"0514 Lom","Høyre",81
"0514 Lom","Kristelig Folkeparti",46
"0514 Lom","Senterpartiet",613
"0514 Lom","Venstre",27
"0514 Lom","Norges Kommunistiske Parti",1
"0514 Lom","Sosialistisk Folkeparti (1961-1969)",19
"0515 Vågå","Arbeiderpartiet",1429
"0515 Vågå","Høyre",115
"0515 Vågå","Kristelig Folkeparti",20
"0515 Vågå","Senterpartiet",712
"0515 Vågå","Venstre",55
"0515 Vågå","Norges Kommunistiske Parti",2
"0515 Vågå","Sosialistisk Folkeparti (1961-1969)",82
"0517 Sel","Arbeiderpartiet",2098
"0517 Sel","Høyre",230
"0517 Sel","Kristelig Folkeparti",79
"0517 Sel","Senterpartiet",700
"0517 Sel","Venstre",96
"0517 Sel","Norges Kommunistiske Parti",23
"0517 Sel","Sosialistisk Folkeparti (1961-1969)",94
"0518 Fron (1966-1976)","Arbeiderpartiet",3350
"0518 Fron (1966-1976)","Høyre",284
"0518 Fron (1966-1976)","Kristelig Folkeparti",156
"0518 Fron (1966-1976)","Senterpartiet",1446
"0518 Fron (1966-1976)","Venstre",173
"0518 Fron (1966-1976)","Norges Kommunistiske Parti",19
"0518 Fron (1966-1976)","Sosialistisk Folkeparti (1961-1969)",108
"0520 Ringebu","Arbeiderpartiet",1687
"0520 Ringebu","Høyre",237
"0520 Ringebu","Kristelig Folkeparti",118
"0520 Ringebu","Senterpartiet",900
"0520 Ringebu","Venstre",115
"0520 Ringebu","Norges Kommunistiske Parti",17
"0520 Ringebu","Sosialistisk Folkeparti (1961-1969)",93
"0521 Øyer","Arbeiderpartiet",1052
"0521 Øyer","Høyre",156
"0521 Øyer","Kristelig Folkeparti",122
"0521 Øyer","Senterpartiet",845
"0521 Øyer","Venstre",118
"0521 Øyer","Norges Kommunistiske Parti",4
"0521 Øyer","Sosialistisk Folkeparti (1961-1969)",10
"0522 Gausdal","Arbeiderpartiet",2113
"0522 Gausdal","Høyre",134
"0522 Gausdal","Kristelig Folkeparti",124
"0522 Gausdal","Senterpartiet",1133
"0522 Gausdal","Venstre",170
"0522 Gausdal","Norges Kommunistiske Parti",14
