"kommune","parti","stemmer"
"0114 Varteig (-1991)","Høyre",26
"0114 Varteig (-1991)","Kristelig Folkeparti",131
"0114 Varteig (-1991)","Venstre",20
"0114 Varteig (-1991)","Norges Kommunistiske Parti",2
"0114 Varteig (-1991)","Bondepartiet (t.o.m. 1959)",127
"0114 Varteig (-1991)","Norsk Sosialdemokratisk parti",8
"0115 Skjeberg (-1991)","Arbeiderpartiet",3191
"0115 Skjeberg (-1991)","Høyre",507
"0115 Skjeberg (-1991)","Kristelig Folkeparti",719
"0115 Skjeberg (-1991)","Venstre",150
"0115 Skjeberg (-1991)","Norges Kommunistiske Parti",243
"0115 Skjeberg (-1991)","Bondepartiet (t.o.m. 1959)",428
"0115 Skjeberg (-1991)","Norsk Sosialdemokratisk parti",129
"0116 Berg  (-1966)","Arbeiderpartiet",2739
"0116 Berg  (-1966)","Høyre",590
"0116 Berg  (-1966)","Kristelig Folkeparti",645
"0116 Berg  (-1966)","Venstre",139
"0116 Berg  (-1966)","Norges Kommunistiske Parti",45
"0116 Berg  (-1966)","Bondepartiet (t.o.m. 1959)",504
"0116 Berg  (-1966)","Norsk Sosialdemokratisk parti",32
"0117 Idd (-1966)","Arbeiderpartiet",2572
"0117 Idd (-1966)","Høyre",358
"0117 Idd (-1966)","Kristelig Folkeparti",327
"0117 Idd (-1966)","Venstre",87
"0117 Idd (-1966)","Norges Kommunistiske Parti",93
"0117 Idd (-1966)","Bondepartiet (t.o.m. 1959)",322
"0117 Idd (-1966)","Norsk Sosialdemokratisk parti",19
"0118 Aremark","Arbeiderpartiet",399
"0118 Aremark","Høyre",57
"0118 Aremark","Kristelig Folkeparti",210
"0118 Aremark","Venstre",13
"0118 Aremark","Norges Kommunistiske Parti",6
"0118 Aremark","Bondepartiet (t.o.m. 1959)",168
"0118 Aremark","Norsk Sosialdemokratisk parti",2
"0119u Øymark (-1963)","Arbeiderpartiet",661
"0119u Øymark (-1963)","Høyre",153
"0119u Øymark (-1963)","Kristelig Folkeparti",230
"0119u Øymark (-1963)","Venstre",18
"0119u Øymark (-1963)","Norges Kommunistiske Parti",6
"0119u Øymark (-1963)","Bondepartiet (t.o.m. 1959)",140
"0120 Rødenes (-1963)","Arbeiderpartiet",340
"0120 Rødenes (-1963)","Høyre",81
"0120 Rødenes (-1963)","Kristelig Folkeparti",80
"0120 Rødenes (-1963)","Venstre",8
"0120 Rødenes (-1963)","Norges Kommunistiske Parti",1
"0120 Rødenes (-1963)","Bondepartiet (t.o.m. 1959)",238
"0120 Rødenes (-1963)","Norsk Sosialdemokratisk parti",1
"0121 Rømskog","Arbeiderpartiet",164
"0121 Rømskog","Høyre",28
"0121 Rømskog","Kristelig Folkeparti",102
"0121 Rømskog","Venstre",7
"0121 Rømskog","Norges Kommunistiske Parti",4
"0121 Rømskog","Bondepartiet (t.o.m. 1959)",47
"0121 Rømskog","Norsk Sosialdemokratisk parti",1
"0122 Trøgstad","Arbeiderpartiet",671
"0122 Trøgstad","Høyre",269
"0122 Trøgstad","Kristelig Folkeparti",300
"0122 Trøgstad","Venstre",51
"0122 Trøgstad","Norges Kommunistiske Parti",8
"0122 Trøgstad","Bondepartiet (t.o.m. 1959)",741
"0122 Trøgstad","Norsk Sosialdemokratisk parti",11
"0123 Spydeberg","Arbeiderpartiet",619
"0123 Spydeberg","Høyre",186
"0123 Spydeberg","Kristelig Folkeparti",147
"0123 Spydeberg","Venstre",59
"0123 Spydeberg","Norges Kommunistiske Parti",17
"0123 Spydeberg","Bondepartiet (t.o.m. 1959)",471
"0123 Spydeberg","Norsk Sosialdemokratisk parti",7
"0124 Askim","Arbeiderpartiet",2760
"0124 Askim","Høyre",787
"0124 Askim","Kristelig Folkeparti",566
"0124 Askim","Venstre",318
"0124 Askim","Norges Kommunistiske Parti",56
"0124 Askim","Bondepartiet (t.o.m. 1959)",471
"0124 Askim","Norsk Sosialdemokratisk parti",45
"0125 Eidsberg","Arbeiderpartiet",1299
"0125 Eidsberg","Høyre",390
"0125 Eidsberg","Kristelig Folkeparti",552
"0125 Eidsberg","Venstre",92
"0125 Eidsberg","Norges Kommunistiske Parti",10
"0125 Eidsberg","Bondepartiet (t.o.m. 1959)",917
"0125 Eidsberg","Norsk Sosialdemokratisk parti",49
"0126 Mysen (1921-1960)","Arbeiderpartiet",708
"0126 Mysen (1921-1960)","Høyre",467
"0126 Mysen (1921-1960)","Kristelig Folkeparti",197
"0126 Mysen (1921-1960)","Venstre",64
"0126 Mysen (1921-1960)","Norges Kommunistiske Parti",12
"0126 Mysen (1921-1960)","Bondepartiet (t.o.m. 1959)",25
"0126 Mysen (1921-1960)","Norsk Sosialdemokratisk parti",9
"0127 Skiptvet","Arbeiderpartiet",498
"0127 Skiptvet","Høyre",89
"0127 Skiptvet","Kristelig Folkeparti",244
"0127 Skiptvet","Venstre",57
"0127 Skiptvet","Norges Kommunistiske Parti",8
"0127 Skiptvet","Bondepartiet (t.o.m. 1959)",386
"0127 Skiptvet","Norsk Sosialdemokratisk parti",9
"0128 Rakkestad","Arbeiderpartiet",1178
"0128 Rakkestad","Høyre",294
"0128 Rakkestad","Kristelig Folkeparti",779
"0128 Rakkestad","Venstre",47
"0128 Rakkestad","Norges Kommunistiske Parti",8
"0128 Rakkestad","Bondepartiet (t.o.m. 1959)",723
"0128 Rakkestad","Norsk Sosialdemokratisk parti",18
"0129 Degernes (1917-1963)","Arbeiderpartiet",196
"0129 Degernes (1917-1963)","Høyre",70
"0129 Degernes (1917-1963)","Kristelig Folkeparti",254
"0129 Degernes (1917-1963)","Venstre",9
"0129 Degernes (1917-1963)","Norges Kommunistiske Parti",2
"0129 Degernes (1917-1963)","Bondepartiet (t.o.m. 1959)",371
"0130 Tune (-1991)","Arbeiderpartiet",4320
"0130 Tune (-1991)","Høyre",710
"0130 Tune (-1991)","Kristelig Folkeparti",774
"0130 Tune (-1991)","Venstre",192
"0130 Tune (-1991)","Norges Kommunistiske Parti",218
"0130 Tune (-1991)","Bondepartiet (t.o.m. 1959)",260
"0130 Tune (-1991)","Norsk Sosialdemokratisk parti",111
"0131 Rolvsøy (1911-1993)","Arbeiderpartiet",1253
"0131 Rolvsøy (1911-1993)","Høyre",153
"0131 Rolvsøy (1911-1993)","Kristelig Folkeparti",234
"0131 Rolvsøy (1911-1993)","Venstre",42
"0131 Rolvsøy (1911-1993)","Norges Kommunistiske Parti",60
"0131 Rolvsøy (1911-1993)","Bondepartiet (t.o.m. 1959)",149
"0131 Rolvsøy (1911-1993)","Norsk Sosialdemokratisk parti",7
"0132 Glemmen (-1963)","Arbeiderpartiet",5346
"0132 Glemmen (-1963)","Høyre",1985
"0132 Glemmen (-1963)","Kristelig Folkeparti",952
"0132 Glemmen (-1963)","Venstre",212
"0132 Glemmen (-1963)","Norges Kommunistiske Parti",223
"0132 Glemmen (-1963)","Bondepartiet (t.o.m. 1959)",69
"0132 Glemmen (-1963)","Norsk Sosialdemokratisk parti",42
"0133 Kråkerøy (1908-1993)","Arbeiderpartiet",1760
"0133 Kråkerøy (1908-1993)","Høyre",599
"0133 Kråkerøy (1908-1993)","Kristelig Folkeparti",385
"0133 Kråkerøy (1908-1993)","Venstre",56
"0133 Kråkerøy (1908-1993)","Norges Kommunistiske Parti",66
"0133 Kråkerøy (1908-1993)","Bondepartiet (t.o.m. 1959)",58
"0133 Kråkerøy (1908-1993)","Norsk Sosialdemokratisk parti",35
"0134 Onsøy (-1993)","Arbeiderpartiet",2581
"0134 Onsøy (-1993)","Høyre",1138
"0134 Onsøy (-1993)","Kristelig Folkeparti",824
"0134 Onsøy (-1993)","Venstre",107
"0134 Onsøy (-1993)","Norges Kommunistiske Parti",106
"0134 Onsøy (-1993)","Bondepartiet (t.o.m. 1959)",336
"0134 Onsøy (-1993)","Norsk Sosialdemokratisk parti",37
"0135 Råde","Arbeiderpartiet",874
"0135 Råde","Høyre",268
"0135 Råde","Kristelig Folkeparti",380
"0135 Råde","Venstre",21
"0135 Råde","Norges Kommunistiske Parti",24
"0135 Råde","Bondepartiet (t.o.m. 1959)",350
"0135 Råde","Norsk Sosialdemokratisk parti",2
"0136 Rygge","Arbeiderpartiet",1575
"0136 Rygge","Høyre",730
"0136 Rygge","Kristelig Folkeparti",307
"0136 Rygge","Venstre",159
"0136 Rygge","Norges Kommunistiske Parti",34
"0136 Rygge","Bondepartiet (t.o.m. 1959)",395
"0136 Rygge","Norsk Sosialdemokratisk parti",9
"0137 Våler (Østf.)","Arbeiderpartiet",382
"0137 Våler (Østf.)","Høyre",151
"0137 Våler (Østf.)","Kristelig Folkeparti",145
"0137 Våler (Østf.)","Venstre",92
"0137 Våler (Østf.)","Norges Kommunistiske Parti",4
"0137 Våler (Østf.)","Bondepartiet (t.o.m. 1959)",381
"0138 Hobøl","Arbeiderpartiet",621
"0138 Hobøl","Høyre",162
"0138 Hobøl","Kristelig Folkeparti",154
"0138 Hobøl","Venstre",47
"0138 Hobøl","Norges Kommunistiske Parti",38
"0138 Hobøl","Bondepartiet (t.o.m. 1959)",420
"0138 Hobøl","Norsk Sosialdemokratisk parti",8
"0201 Son (-1963)","Arbeiderpartiet",174
"0201 Son (-1963)","Høyre",89
"0201 Son (-1963)","Kristelig Folkeparti",25
"0201 Son (-1963)","Venstre",5
"0201 Son (-1963)","Norges Kommunistiske Parti",4
"0201 Son (-1963)","Bondepartiet (t.o.m. 1959)",4
"0203 Drøbak (-1961)","Arbeiderpartiet",772
"0203 Drøbak (-1961)","Høyre",459
"0203 Drøbak (-1961)","Kristelig Folkeparti",38
"0203 Drøbak (-1961)","Venstre",112
"0203 Drøbak (-1961)","Norges Kommunistiske Parti",6
"0203 Drøbak (-1961)","Bondepartiet (t.o.m. 1959)",6
"0211 Vestby","Arbeiderpartiet",1078
"0211 Vestby","Høyre",406
"0211 Vestby","Kristelig Folkeparti",144
"0211 Vestby","Venstre",87
"0211 Vestby","Norges Kommunistiske Parti",31
"0211 Vestby","Bondepartiet (t.o.m. 1959)",537
"0212 Kråkstad (-1963)","Arbeiderpartiet",382
"0212 Kråkstad (-1963)","Høyre",99
"0212 Kråkstad (-1963)","Kristelig Folkeparti",46
"0212 Kråkstad (-1963)","Venstre",55
"0212 Kråkstad (-1963)","Norges Kommunistiske Parti",3
"0212 Kråkstad (-1963)","Bondepartiet (t.o.m. 1959)",257
"0213 Ski","Arbeiderpartiet",1922
"0213 Ski","Høyre",752
"0213 Ski","Kristelig Folkeparti",284
"0213 Ski","Venstre",356
"0213 Ski","Norges Kommunistiske Parti",148
"0213 Ski","Bondepartiet (t.o.m. 1959)",254
"0214 Ås","Arbeiderpartiet",1308
"0214 Ås","Høyre",435
"0214 Ås","Kristelig Folkeparti",218
"0214 Ås","Venstre",280
"0214 Ås","Norges Kommunistiske Parti",21
"0214 Ås","Bondepartiet (t.o.m. 1959)",654
"0215 Frogn","Arbeiderpartiet",622
"0215 Frogn","Høyre",341
"0215 Frogn","Kristelig Folkeparti",93
"0215 Frogn","Venstre",66
"0215 Frogn","Norges Kommunistiske Parti",10
"0215 Frogn","Bondepartiet (t.o.m. 1959)",349
"0216 Nesodden","Arbeiderpartiet",1250
"0216 Nesodden","Høyre",694
"0216 Nesodden","Kristelig Folkeparti",346
"0216 Nesodden","Venstre",235
"0216 Nesodden","Norges Kommunistiske Parti",106
"0216 Nesodden","Bondepartiet (t.o.m. 1959)",132
"0217 Oppegård","Arbeiderpartiet",1875
"0217 Oppegård","Høyre",1022
"0217 Oppegård","Kristelig Folkeparti",227
"0217 Oppegård","Venstre",396
"0217 Oppegård","Norges Kommunistiske Parti",113
"0217 Oppegård","Bondepartiet (t.o.m. 1959)",30
"0219 Bærum","Arbeiderpartiet",10236
"0219 Bærum","Høyre",12121
"0219 Bærum","Kristelig Folkeparti",1110
"0219 Bærum","Venstre",2852
"0219 Bærum","Norges Kommunistiske Parti",795
"0219 Bærum","Bondepartiet (t.o.m. 1959)",443
"0220 Asker","Arbeiderpartiet",3707
"0220 Asker","Høyre",2600
"0220 Asker","Kristelig Folkeparti",563
"0220 Asker","Venstre",724
"0220 Asker","Norges Kommunistiske Parti",248
"0220 Asker","Bondepartiet (t.o.m. 1959)",401
"0221u Søndre Høland (1924-1965)","Arbeiderpartiet",559
"0221u Søndre Høland (1924-1965)","Høyre",119
"0221u Søndre Høland (1924-1965)","Kristelig Folkeparti",169
"0221u Søndre Høland (1924-1965)","Venstre",47
"0221u Søndre Høland (1924-1965)","Norges Kommunistiske Parti",9
"0221u Søndre Høland (1924-1965)","Bondepartiet (t.o.m. 1959)",362
"0222 Nordre Høland (1924-1965)","Arbeiderpartiet",1098
"0222 Nordre Høland (1924-1965)","Høyre",161
"0222 Nordre Høland (1924-1965)","Kristelig Folkeparti",258
"0222 Nordre Høland (1924-1965)","Venstre",43
"0222 Nordre Høland (1924-1965)","Norges Kommunistiske Parti",23
"0222 Nordre Høland (1924-1965)","Bondepartiet (t.o.m. 1959)",452
"0223 Setskog (-1965)","Arbeiderpartiet",288
"0223 Setskog (-1965)","Høyre",53
"0223 Setskog (-1965)","Kristelig Folkeparti",64
"0223 Setskog (-1965)","Venstre",15
"0223 Setskog (-1965)","Norges Kommunistiske Parti",8
"0223 Setskog (-1965)","Bondepartiet (t.o.m. 1959)",48
"0224 Aurskog (-1965)","Arbeiderpartiet",1077
"0224 Aurskog (-1965)","Høyre",147
"0224 Aurskog (-1965)","Kristelig Folkeparti",166
"0224 Aurskog (-1965)","Venstre",35
"0224 Aurskog (-1965)","Norges Kommunistiske Parti",56
"0224 Aurskog (-1965)","Bondepartiet (t.o.m. 1959)",321
"0225 Blaker (1919-1961)","Arbeiderpartiet",655
"0225 Blaker (1919-1961)","Høyre",89
"0225 Blaker (1919-1961)","Kristelig Folkeparti",85
"0225 Blaker (1919-1961)","Venstre",57
"0225 Blaker (1919-1961)","Norges Kommunistiske Parti",57
"0225 Blaker (1919-1961)","Bondepartiet (t.o.m. 1959)",295
"0226 Sørum","Arbeiderpartiet",1019
"0226 Sørum","Høyre",201
"0226 Sørum","Kristelig Folkeparti",212
"0226 Sørum","Venstre",109
"0226 Sørum","Norges Kommunistiske Parti",40
"0226 Sørum","Bondepartiet (t.o.m. 1959)",613
"0227 Fet","Arbeiderpartiet",1467
"0227 Fet","Høyre",204
"0227 Fet","Kristelig Folkeparti",169
"0227 Fet","Venstre",104
"0227 Fet","Norges Kommunistiske Parti",107
"0227 Fet","Bondepartiet (t.o.m. 1959)",338
"0228 Rælingen","Arbeiderpartiet",1307
"0228 Rælingen","Høyre",240
"0228 Rælingen","Kristelig Folkeparti",145
"0228 Rælingen","Venstre",104
"0228 Rælingen","Norges Kommunistiske Parti",176
"0228 Rælingen","Bondepartiet (t.o.m. 1959)",125
"0229 Enebakk","Arbeiderpartiet",870
"0229 Enebakk","Høyre",177
"0229 Enebakk","Kristelig Folkeparti",155
"0229 Enebakk","Venstre",100
"0229 Enebakk","Norges Kommunistiske Parti",23
"0229 Enebakk","Bondepartiet (t.o.m. 1959)",387
"0230 Lørenskog","Arbeiderpartiet",3249
"0230 Lørenskog","Høyre",524
"0230 Lørenskog","Kristelig Folkeparti",278
"0230 Lørenskog","Venstre",346
"0230 Lørenskog","Norges Kommunistiske Parti",419
"0230 Lørenskog","Bondepartiet (t.o.m. 1959)",155
"0231 Skedsmo","Arbeiderpartiet",3769
"0231 Skedsmo","Høyre",871
"0231 Skedsmo","Kristelig Folkeparti",433
"0231 Skedsmo","Venstre",564
"0231 Skedsmo","Norges Kommunistiske Parti",395
"0231 Skedsmo","Bondepartiet (t.o.m. 1959)",342
"0232 Lillestrøm (1908-1961)","Arbeiderpartiet",3673
"0232 Lillestrøm (1908-1961)","Høyre",866
"0232 Lillestrøm (1908-1961)","Kristelig Folkeparti",328
"0232 Lillestrøm (1908-1961)","Venstre",583
"0232 Lillestrøm (1908-1961)","Norges Kommunistiske Parti",351
"0232 Lillestrøm (1908-1961)","Bondepartiet (t.o.m. 1959)",13
"0233 Nittedal","Arbeiderpartiet",2251
"0233 Nittedal","Høyre",476
"0233 Nittedal","Kristelig Folkeparti",142
"0233 Nittedal","Venstre",228
"0233 Nittedal","Norges Kommunistiske Parti",201
"0233 Nittedal","Bondepartiet (t.o.m. 1959)",300
"0234 Gjerdrum","Arbeiderpartiet",440
"0234 Gjerdrum","Høyre",135
"0234 Gjerdrum","Kristelig Folkeparti",134
"0234 Gjerdrum","Venstre",14
"0234 Gjerdrum","Norges Kommunistiske Parti",5
"0234 Gjerdrum","Bondepartiet (t.o.m. 1959)",338
"0235 Ullensaker","Arbeiderpartiet",2840
"0235 Ullensaker","Høyre",839
"0235 Ullensaker","Kristelig Folkeparti",356
"0235 Ullensaker","Venstre",329
"0235 Ullensaker","Norges Kommunistiske Parti",117
"0235 Ullensaker","Bondepartiet (t.o.m. 1959)",1074
"0236 Nes (Ak.)","Arbeiderpartiet",3541
"0236 Nes (Ak.)","Høyre",488
"0236 Nes (Ak.)","Kristelig Folkeparti",383
"0236 Nes (Ak.)","Venstre",244
"0236 Nes (Ak.)","Norges Kommunistiske Parti",207
"0236 Nes (Ak.)","Bondepartiet (t.o.m. 1959)",1187
"0237 Eidsvoll","Arbeiderpartiet",4026
"0237 Eidsvoll","Høyre",603
"0237 Eidsvoll","Kristelig Folkeparti",478
"0237 Eidsvoll","Venstre",247
"0237 Eidsvoll","Norges Kommunistiske Parti",281
"0237 Eidsvoll","Bondepartiet (t.o.m. 1959)",919
"0238 Nannestad","Arbeiderpartiet",1451
"0238 Nannestad","Høyre",191
"0238 Nannestad","Kristelig Folkeparti",331
"0238 Nannestad","Venstre",87
"0238 Nannestad","Norges Kommunistiske Parti",103
"0238 Nannestad","Bondepartiet (t.o.m. 1959)",674
"0239 Hurdal","Arbeiderpartiet",622
"0239 Hurdal","Høyre",49
"0239 Hurdal","Kristelig Folkeparti",250
"0239 Hurdal","Venstre",127
"0239 Hurdal","Norges Kommunistiske Parti",10
"0239 Hurdal","Bondepartiet (t.o.m. 1959)",127
"0240 Feiring (-1963)","Arbeiderpartiet",285
"0240 Feiring (-1963)","Høyre",15
"0240 Feiring (-1963)","Kristelig Folkeparti",87
"0240 Feiring (-1963)","Venstre",28
"0240 Feiring (-1963)","Norges Kommunistiske Parti",10
"0240 Feiring (-1963)","Bondepartiet (t.o.m. 1959)",164
"0301 Oslo kommune","Arbeiderpartiet",129456
"0301 Oslo kommune","Høyre",106385
"0301 Oslo kommune","Kristelig Folkeparti",15054
"0301 Oslo kommune","Venstre",16039
"0301 Oslo kommune","Norges Kommunistiske Parti",11407
"0301 Oslo kommune","Andre",249
"0401 Hamar (-1991)","Arbeiderpartiet",4634
"0401 Hamar (-1991)","Høyre",1738
"0401 Hamar (-1991)","Kristelig Folkeparti",494
"0401 Hamar (-1991)","Venstre",289
"0401 Hamar (-1991)","Norges Kommunistiske Parti",316
"0401 Hamar (-1991)","Bondepartiet (t.o.m. 1959)",192
"0401 Hamar (-1991)","Norsk Sosialdemokratisk parti",9
"0402 Kongsvinger","Arbeiderpartiet",729
"0402 Kongsvinger","Høyre",399
"0402 Kongsvinger","Kristelig Folkeparti",49
"0402 Kongsvinger","Venstre",113
"0402 Kongsvinger","Norges Kommunistiske Parti",41
"0402 Kongsvinger","Bondepartiet (t.o.m. 1959)",19
"0402 Kongsvinger","Norsk Sosialdemokratisk parti",3
"0411 Nes (-1963)","Arbeiderpartiet",1313
"0411 Nes (-1963)","Høyre",266
"0411 Nes (-1963)","Kristelig Folkeparti",70
"0411 Nes (-1963)","Venstre",52
"0411 Nes (-1963)","Norges Kommunistiske Parti",27
"0411 Nes (-1963)","Bondepartiet (t.o.m. 1959)",528
"0411 Nes (-1963)","Norsk Sosialdemokratisk parti",4
"0412 Ringsaker","Arbeiderpartiet",5183
"0412 Ringsaker","Høyre",852
"0412 Ringsaker","Kristelig Folkeparti",305
"0412 Ringsaker","Venstre",284
"0412 Ringsaker","Norges Kommunistiske Parti",318
"0412 Ringsaker","Bondepartiet (t.o.m. 1959)",1256
"0412 Ringsaker","Norsk Sosialdemokratisk parti",24
"0413 Furnes (-1963)","Arbeiderpartiet",2179
"0413 Furnes (-1963)","Høyre",542
"0413 Furnes (-1963)","Kristelig Folkeparti",156
"0413 Furnes (-1963)","Venstre",69
"0413 Furnes (-1963)","Norges Kommunistiske Parti",105
"0413 Furnes (-1963)","Bondepartiet (t.o.m. 1959)",530
"0413 Furnes (-1963)","Norsk Sosialdemokratisk parti",12
"0414 Vang (-1991)","Arbeiderpartiet",2871
"0414 Vang (-1991)","Høyre",332
"0414 Vang (-1991)","Kristelig Folkeparti",76
"0414 Vang (-1991)","Venstre",83
"0414 Vang (-1991)","Norges Kommunistiske Parti",263
"0414 Vang (-1991)","Bondepartiet (t.o.m. 1959)",525
"0414 Vang (-1991)","Norsk Sosialdemokratisk parti",8
"0415 Løten","Arbeiderpartiet",2271
"0415 Løten","Høyre",323
"0415 Løten","Kristelig Folkeparti",93
"0415 Løten","Venstre",20
"0415 Løten","Norges Kommunistiske Parti",367
"0415 Løten","Bondepartiet (t.o.m. 1959)",483
"0415 Løten","Norsk Sosialdemokratisk parti",9
"0416 Romedal (-1963)","Arbeiderpartiet",2068
"0416 Romedal (-1963)","Høyre",240
"0416 Romedal (-1963)","Kristelig Folkeparti",229
"0416 Romedal (-1963)","Venstre",40
"0416 Romedal (-1963)","Norges Kommunistiske Parti",410
"0416 Romedal (-1963)","Bondepartiet (t.o.m. 1959)",387
"0417 Stange","Arbeiderpartiet",3469
"0417 Stange","Høyre",521
"0417 Stange","Kristelig Folkeparti",162
"0417 Stange","Venstre",71
"0417 Stange","Norges Kommunistiske Parti",240
"0417 Stange","Bondepartiet (t.o.m. 1959)",631
"0417 Stange","Norsk Sosialdemokratisk parti",1
"0418 Nord-Odal","Arbeiderpartiet",1912
"0418 Nord-Odal","Høyre",92
"0418 Nord-Odal","Kristelig Folkeparti",204
"0418 Nord-Odal","Venstre",17
"0418 Nord-Odal","Norges Kommunistiske Parti",442
"0418 Nord-Odal","Bondepartiet (t.o.m. 1959)",258
"0418 Nord-Odal","Norsk Sosialdemokratisk parti",6
"0419 Sør-Odal","Arbeiderpartiet",2891
"0419 Sør-Odal","Høyre",286
"0419 Sør-Odal","Kristelig Folkeparti",165
"0419 Sør-Odal","Venstre",46
"0419 Sør-Odal","Norges Kommunistiske Parti",299
"0419 Sør-Odal","Bondepartiet (t.o.m. 1959)",529
"0419 Sør-Odal","Norsk Sosialdemokratisk parti",11
"0420 Eidskog","Arbeiderpartiet",2395
"0420 Eidskog","Høyre",346
"0420 Eidskog","Kristelig Folkeparti",175
"0420 Eidskog","Venstre",55
"0420 Eidskog","Norges Kommunistiske Parti",222
"0420 Eidskog","Bondepartiet (t.o.m. 1959)",425
"0420 Eidskog","Norsk Sosialdemokratisk parti",20
"0421 Vinger (-1963)","Arbeiderpartiet",2108
"0421 Vinger (-1963)","Høyre",272
"0421 Vinger (-1963)","Kristelig Folkeparti",105
"0421 Vinger (-1963)","Venstre",83
"0421 Vinger (-1963)","Norges Kommunistiske Parti",273
"0421 Vinger (-1963)","Bondepartiet (t.o.m. 1959)",290
"0421 Vinger (-1963)","Norsk Sosialdemokratisk parti",14
"0422 Brandval (-1963)","Arbeiderpartiet",1538
"0422 Brandval (-1963)","Høyre",154
"0422 Brandval (-1963)","Kristelig Folkeparti",124
"0422 Brandval (-1963)","Venstre",60
"0422 Brandval (-1963)","Norges Kommunistiske Parti",264
"0422 Brandval (-1963)","Bondepartiet (t.o.m. 1959)",254
"0422 Brandval (-1963)","Norsk Sosialdemokratisk parti",3
"0423 Grue","Arbeiderpartiet",2429
"0423 Grue","Høyre",289
"0423 Grue","Kristelig Folkeparti",139
"0423 Grue","Venstre",56
"0423 Grue","Norges Kommunistiske Parti",295
"0423 Grue","Bondepartiet (t.o.m. 1959)",543
"0424 Hof (-1962)","Arbeiderpartiet",951
"0424 Hof (-1962)","Høyre",62
"0424 Hof (-1962)","Kristelig Folkeparti",138
"0424 Hof (-1962)","Venstre",14
"0424 Hof (-1962)","Norges Kommunistiske Parti",171
"0424 Hof (-1962)","Bondepartiet (t.o.m. 1959)",326
"0424 Hof (-1962)","Norsk Sosialdemokratisk parti",6
"0425 Åsnes","Arbeiderpartiet",1785
"0425 Åsnes","Høyre",259
"0425 Åsnes","Kristelig Folkeparti",137
"0425 Åsnes","Venstre",11
"0425 Åsnes","Norges Kommunistiske Parti",815
"0425 Åsnes","Bondepartiet (t.o.m. 1959)",399
"0425 Åsnes","Norsk Sosialdemokratisk parti",5
"0426 Våler (Hedm.)","Arbeiderpartiet",1176
"0426 Våler (Hedm.)","Høyre",213
"0426 Våler (Hedm.)","Kristelig Folkeparti",129
"0426 Våler (Hedm.)","Venstre",21
"0426 Våler (Hedm.)","Norges Kommunistiske Parti",486
"0426 Våler (Hedm.)","Bondepartiet (t.o.m. 1959)",383
"0426 Våler (Hedm.)","Norsk Sosialdemokratisk parti",9
"0427 Elverum","Arbeiderpartiet",3548
"0427 Elverum","Høyre",965
