"kommune","parti","stemmer"
"0121 Rømskog","Høyre",38
"0121 Rømskog","Kristelig Folkeparti",84
"0121 Rømskog","Venstre",6
"0121 Rømskog","Norges Kommunistiske Parti",7
"0121 Rømskog","Bondepartiet (t.o.m. 1959)",28
"0122 Trøgstad","Arbeiderpartiet",670
"0122 Trøgstad","Høyre",214
"0122 Trøgstad","Kristelig Folkeparti",373
"0122 Trøgstad","Venstre",66
"0122 Trøgstad","Norges Kommunistiske Parti",15
"0122 Trøgstad","Bondepartiet (t.o.m. 1959)",769
"0123 Spydeberg","Arbeiderpartiet",634
"0123 Spydeberg","Høyre",159
"0123 Spydeberg","Kristelig Folkeparti",152
"0123 Spydeberg","Venstre",107
"0123 Spydeberg","Norges Kommunistiske Parti",25
"0123 Spydeberg","Bondepartiet (t.o.m. 1959)",488
"0124 Askim","Arbeiderpartiet",2673
"0124 Askim","Høyre",807
"0124 Askim","Kristelig Folkeparti",526
"0124 Askim","Venstre",411
"0124 Askim","Norges Kommunistiske Parti",105
"0124 Askim","Bondepartiet (t.o.m. 1959)",466
"0125 Eidsberg","Arbeiderpartiet",1259
"0125 Eidsberg","Høyre",372
"0125 Eidsberg","Kristelig Folkeparti",587
"0125 Eidsberg","Venstre",129
"0125 Eidsberg","Norges Kommunistiske Parti",49
"0125 Eidsberg","Bondepartiet (t.o.m. 1959)",889
"0126 Mysen (1921-1960)","Arbeiderpartiet",691
"0126 Mysen (1921-1960)","Høyre",433
"0126 Mysen (1921-1960)","Kristelig Folkeparti",225
"0126 Mysen (1921-1960)","Venstre",100
"0126 Mysen (1921-1960)","Norges Kommunistiske Parti",24
"0126 Mysen (1921-1960)","Bondepartiet (t.o.m. 1959)",22
"0127 Skiptvet","Arbeiderpartiet",543
"0127 Skiptvet","Høyre",80
"0127 Skiptvet","Kristelig Folkeparti",218
"0127 Skiptvet","Venstre",103
"0127 Skiptvet","Norges Kommunistiske Parti",3
"0127 Skiptvet","Bondepartiet (t.o.m. 1959)",376
"0128 Rakkestad","Arbeiderpartiet",1201
"0128 Rakkestad","Høyre",284
"0128 Rakkestad","Kristelig Folkeparti",817
"0128 Rakkestad","Venstre",67
"0128 Rakkestad","Norges Kommunistiske Parti",26
"0128 Rakkestad","Bondepartiet (t.o.m. 1959)",662
"0129 Degernes (1917-1963)","Arbeiderpartiet",213
"0129 Degernes (1917-1963)","Høyre",46
"0129 Degernes (1917-1963)","Kristelig Folkeparti",276
"0129 Degernes (1917-1963)","Venstre",22
"0129 Degernes (1917-1963)","Norges Kommunistiske Parti",1
"0129 Degernes (1917-1963)","Bondepartiet (t.o.m. 1959)",380
"0130 Tune (-1991)","Arbeiderpartiet",3914
"0130 Tune (-1991)","Høyre",540
"0130 Tune (-1991)","Kristelig Folkeparti",769
"0130 Tune (-1991)","Venstre",205
"0130 Tune (-1991)","Norges Kommunistiske Parti",301
"0130 Tune (-1991)","Bondepartiet (t.o.m. 1959)",267
"0131 Rolvsøy (1911-1993)","Arbeiderpartiet",1211
"0131 Rolvsøy (1911-1993)","Høyre",125
"0131 Rolvsøy (1911-1993)","Kristelig Folkeparti",240
"0131 Rolvsøy (1911-1993)","Venstre",29
"0131 Rolvsøy (1911-1993)","Norges Kommunistiske Parti",59
"0131 Rolvsøy (1911-1993)","Bondepartiet (t.o.m. 1959)",132
"0132 Glemmen (-1963)","Arbeiderpartiet",5115
"0132 Glemmen (-1963)","Høyre",1723
"0132 Glemmen (-1963)","Kristelig Folkeparti",981
"0132 Glemmen (-1963)","Venstre",223
"0132 Glemmen (-1963)","Norges Kommunistiske Parti",368
"0132 Glemmen (-1963)","Bondepartiet (t.o.m. 1959)",86
"0133 Kråkerøy (1908-1993)","Arbeiderpartiet",1630
"0133 Kråkerøy (1908-1993)","Høyre",533
"0133 Kråkerøy (1908-1993)","Kristelig Folkeparti",403
"0133 Kråkerøy (1908-1993)","Venstre",34
"0133 Kråkerøy (1908-1993)","Norges Kommunistiske Parti",98
"0133 Kråkerøy (1908-1993)","Bondepartiet (t.o.m. 1959)",43
"0134 Onsøy (-1993)","Arbeiderpartiet",2472
"0134 Onsøy (-1993)","Høyre",967
"0134 Onsøy (-1993)","Kristelig Folkeparti",824
"0134 Onsøy (-1993)","Venstre",113
"0134 Onsøy (-1993)","Norges Kommunistiske Parti",135
"0134 Onsøy (-1993)","Bondepartiet (t.o.m. 1959)",347
"0135 Råde","Arbeiderpartiet",759
"0135 Råde","Høyre",266
"0135 Råde","Kristelig Folkeparti",378
"0135 Råde","Venstre",27
"0135 Råde","Norges Kommunistiske Parti",39
"0135 Råde","Bondepartiet (t.o.m. 1959)",372
"0136 Rygge","Arbeiderpartiet",1171
"0136 Rygge","Høyre",483
"0136 Rygge","Kristelig Folkeparti",330
"0136 Rygge","Venstre",158
"0136 Rygge","Norges Kommunistiske Parti",64
"0136 Rygge","Bondepartiet (t.o.m. 1959)",457
"0137 Våler (Østf.)","Arbeiderpartiet",418
"0137 Våler (Østf.)","Høyre",151
"0137 Våler (Østf.)","Kristelig Folkeparti",149
"0137 Våler (Østf.)","Venstre",32
"0137 Våler (Østf.)","Norges Kommunistiske Parti",5
"0137 Våler (Østf.)","Bondepartiet (t.o.m. 1959)",372
"0138 Hobøl","Arbeiderpartiet",611
"0138 Hobøl","Høyre",145
"0138 Hobøl","Kristelig Folkeparti",174
"0138 Hobøl","Venstre",24
"0138 Hobøl","Norges Kommunistiske Parti",56
"0138 Hobøl","Bondepartiet (t.o.m. 1959)",442
"0201 Son (-1963)","Arbeiderpartiet",203
"0201 Son (-1963)","Høyre",77
"0201 Son (-1963)","Kristelig Folkeparti",27
"0201 Son (-1963)","Venstre",9
"0201 Son (-1963)","Norges Kommunistiske Parti",11
"0201 Son (-1963)","Bondepartiet (t.o.m. 1959)",6
"0203 Drøbak (-1961)","Arbeiderpartiet",673
"0203 Drøbak (-1961)","Høyre",459
"0203 Drøbak (-1961)","Kristelig Folkeparti",47
"0203 Drøbak (-1961)","Venstre",80
"0203 Drøbak (-1961)","Norges Kommunistiske Parti",9
"0203 Drøbak (-1961)","Bondepartiet (t.o.m. 1959)",18
"0211 Vestby","Arbeiderpartiet",1012
"0211 Vestby","Høyre",423
"0211 Vestby","Kristelig Folkeparti",114
"0211 Vestby","Venstre",61
"0211 Vestby","Norges Kommunistiske Parti",56
"0211 Vestby","Bondepartiet (t.o.m. 1959)",577
"0212 Kråkstad (-1963)","Arbeiderpartiet",360
"0212 Kråkstad (-1963)","Høyre",128
"0212 Kråkstad (-1963)","Kristelig Folkeparti",56
"0212 Kråkstad (-1963)","Venstre",65
"0212 Kråkstad (-1963)","Norges Kommunistiske Parti",24
"0212 Kråkstad (-1963)","Bondepartiet (t.o.m. 1959)",249
"0213 Ski","Arbeiderpartiet",1635
"0213 Ski","Høyre",683
"0213 Ski","Kristelig Folkeparti",299
"0213 Ski","Venstre",270
"0213 Ski","Norges Kommunistiske Parti",186
"0213 Ski","Bondepartiet (t.o.m. 1959)",300
"0214 Ås","Arbeiderpartiet",1187
"0214 Ås","Høyre",401
"0214 Ås","Kristelig Folkeparti",197
"0214 Ås","Venstre",197
"0214 Ås","Norges Kommunistiske Parti",33
"0214 Ås","Bondepartiet (t.o.m. 1959)",636
"0215 Frogn","Arbeiderpartiet",599
"0215 Frogn","Høyre",340
"0215 Frogn","Kristelig Folkeparti",102
"0215 Frogn","Venstre",65
"0215 Frogn","Norges Kommunistiske Parti",21
"0215 Frogn","Bondepartiet (t.o.m. 1959)",369
"0216 Nesodden","Arbeiderpartiet",1163
"0216 Nesodden","Høyre",599
"0216 Nesodden","Kristelig Folkeparti",238
"0216 Nesodden","Venstre",136
"0216 Nesodden","Norges Kommunistiske Parti",124
"0216 Nesodden","Bondepartiet (t.o.m. 1959)",160
"0217 Oppegård","Arbeiderpartiet",1618
"0217 Oppegård","Høyre",964
"0217 Oppegård","Kristelig Folkeparti",241
"0217 Oppegård","Venstre",354
"0217 Oppegård","Norges Kommunistiske Parti",202
"0217 Oppegård","Bondepartiet (t.o.m. 1959)",38
"0219 Bærum","Arbeiderpartiet",8780
"0219 Bærum","Høyre",9456
"0219 Bærum","Kristelig Folkeparti",1027
"0219 Bærum","Venstre",1951
"0219 Bærum","Norges Kommunistiske Parti",1156
"0219 Bærum","Bondepartiet (t.o.m. 1959)",474
"0219 Bærum","Andre",3
"0220 Asker","Arbeiderpartiet",3481
"0220 Asker","Høyre",2511
"0220 Asker","Kristelig Folkeparti",575
"0220 Asker","Venstre",582
"0220 Asker","Norges Kommunistiske Parti",380
"0220 Asker","Bondepartiet (t.o.m. 1959)",384
"0221u Søndre Høland (1924-1965)","Arbeiderpartiet",537
"0221u Søndre Høland (1924-1965)","Høyre",126
"0221u Søndre Høland (1924-1965)","Kristelig Folkeparti",175
"0221u Søndre Høland (1924-1965)","Venstre",38
"0221u Søndre Høland (1924-1965)","Norges Kommunistiske Parti",26
"0221u Søndre Høland (1924-1965)","Bondepartiet (t.o.m. 1959)",403
"0222 Nordre Høland (1924-1965)","Arbeiderpartiet",1043
"0222 Nordre Høland (1924-1965)","Høyre",174
"0222 Nordre Høland (1924-1965)","Kristelig Folkeparti",304
"0222 Nordre Høland (1924-1965)","Venstre",25
"0222 Nordre Høland (1924-1965)","Norges Kommunistiske Parti",47
"0222 Nordre Høland (1924-1965)","Bondepartiet (t.o.m. 1959)",459
"0223 Setskog (-1965)","Arbeiderpartiet",291
"0223 Setskog (-1965)","Høyre",53
"0223 Setskog (-1965)","Kristelig Folkeparti",87
"0223 Setskog (-1965)","Venstre",10
"0223 Setskog (-1965)","Norges Kommunistiske Parti",7
"0223 Setskog (-1965)","Bondepartiet (t.o.m. 1959)",45
"0224 Aurskog (-1965)","Arbeiderpartiet",1039
"0224 Aurskog (-1965)","Høyre",152
"0224 Aurskog (-1965)","Kristelig Folkeparti",191
"0224 Aurskog (-1965)","Venstre",31
"0224 Aurskog (-1965)","Norges Kommunistiske Parti",88
"0224 Aurskog (-1965)","Bondepartiet (t.o.m. 1959)",297
"0225 Blaker (1919-1961)","Arbeiderpartiet",596
"0225 Blaker (1919-1961)","Høyre",104
"0225 Blaker (1919-1961)","Kristelig Folkeparti",97
"0225 Blaker (1919-1961)","Venstre",62
"0225 Blaker (1919-1961)","Norges Kommunistiske Parti",107
"0225 Blaker (1919-1961)","Bondepartiet (t.o.m. 1959)",295
"0226 Sørum","Arbeiderpartiet",919
"0226 Sørum","Høyre",234
"0226 Sørum","Kristelig Folkeparti",227
"0226 Sørum","Venstre",91
"0226 Sørum","Norges Kommunistiske Parti",41
"0226 Sørum","Bondepartiet (t.o.m. 1959)",616
"0227 Fet","Arbeiderpartiet",1388
"0227 Fet","Høyre",213
"0227 Fet","Kristelig Folkeparti",177
"0227 Fet","Venstre",75
"0227 Fet","Norges Kommunistiske Parti",139
"0227 Fet","Bondepartiet (t.o.m. 1959)",345
"0228 Rælingen","Arbeiderpartiet",1073
"0228 Rælingen","Høyre",216
"0228 Rælingen","Kristelig Folkeparti",142
"0228 Rælingen","Venstre",71
"0228 Rælingen","Norges Kommunistiske Parti",235
"0228 Rælingen","Bondepartiet (t.o.m. 1959)",108
"0229 Enebakk","Arbeiderpartiet",906
"0229 Enebakk","Høyre",181
"0229 Enebakk","Kristelig Folkeparti",220
"0229 Enebakk","Venstre",70
"0229 Enebakk","Norges Kommunistiske Parti",69
"0229 Enebakk","Bondepartiet (t.o.m. 1959)",373
"0230 Lørenskog","Arbeiderpartiet",2696
"0230 Lørenskog","Høyre",427
"0230 Lørenskog","Kristelig Folkeparti",254
"0230 Lørenskog","Venstre",252
"0230 Lørenskog","Norges Kommunistiske Parti",578
"0230 Lørenskog","Bondepartiet (t.o.m. 1959)",180
"0231 Skedsmo","Arbeiderpartiet",3342
"0231 Skedsmo","Høyre",783
"0231 Skedsmo","Kristelig Folkeparti",442
"0231 Skedsmo","Venstre",396
"0231 Skedsmo","Norges Kommunistiske Parti",545
"0231 Skedsmo","Bondepartiet (t.o.m. 1959)",319
"0232 Lillestrøm (1908-1961)","Arbeiderpartiet",3212
"0232 Lillestrøm (1908-1961)","Høyre",850
"0232 Lillestrøm (1908-1961)","Kristelig Folkeparti",340
"0232 Lillestrøm (1908-1961)","Venstre",470
"0232 Lillestrøm (1908-1961)","Norges Kommunistiske Parti",590
"0232 Lillestrøm (1908-1961)","Bondepartiet (t.o.m. 1959)",23
"0233 Nittedal","Arbeiderpartiet",1996
"0233 Nittedal","Høyre",478
"0233 Nittedal","Kristelig Folkeparti",165
"0233 Nittedal","Venstre",89
"0233 Nittedal","Norges Kommunistiske Parti",254
"0233 Nittedal","Bondepartiet (t.o.m. 1959)",348
"0234 Gjerdrum","Arbeiderpartiet",356
"0234 Gjerdrum","Høyre",69
"0234 Gjerdrum","Kristelig Folkeparti",159
"0234 Gjerdrum","Venstre",11
"0234 Gjerdrum","Norges Kommunistiske Parti",7
"0234 Gjerdrum","Bondepartiet (t.o.m. 1959)",361
"0235 Ullensaker","Arbeiderpartiet",2569
"0235 Ullensaker","Høyre",664
"0235 Ullensaker","Kristelig Folkeparti",354
"0235 Ullensaker","Venstre",187
"0235 Ullensaker","Norges Kommunistiske Parti",156
"0235 Ullensaker","Bondepartiet (t.o.m. 1959)",1142
"0236 Nes (Ak.)","Arbeiderpartiet",3505
"0236 Nes (Ak.)","Høyre",546
"0236 Nes (Ak.)","Kristelig Folkeparti",412
"0236 Nes (Ak.)","Venstre",158
"0236 Nes (Ak.)","Norges Kommunistiske Parti",346
"0236 Nes (Ak.)","Bondepartiet (t.o.m. 1959)",1193
"0237 Eidsvoll","Arbeiderpartiet",3733
"0237 Eidsvoll","Høyre",662
"0237 Eidsvoll","Kristelig Folkeparti",522
"0237 Eidsvoll","Venstre",189
"0237 Eidsvoll","Norges Kommunistiske Parti",415
"0237 Eidsvoll","Bondepartiet (t.o.m. 1959)",984
"0238 Nannestad","Arbeiderpartiet",1397
"0238 Nannestad","Høyre",160
"0238 Nannestad","Kristelig Folkeparti",318
"0238 Nannestad","Venstre",42
"0238 Nannestad","Norges Kommunistiske Parti",118
"0238 Nannestad","Bondepartiet (t.o.m. 1959)",755
"0238 Nannestad","Andre",1
"0239 Hurdal","Arbeiderpartiet",617
"0239 Hurdal","Høyre",48
"0239 Hurdal","Kristelig Folkeparti",292
"0239 Hurdal","Venstre",108
"0239 Hurdal","Norges Kommunistiske Parti",7
"0239 Hurdal","Bondepartiet (t.o.m. 1959)",134
"0240 Feiring (-1963)","Arbeiderpartiet",317
"0240 Feiring (-1963)","Høyre",26
"0240 Feiring (-1963)","Kristelig Folkeparti",91
"0240 Feiring (-1963)","Venstre",10
"0240 Feiring (-1963)","Norges Kommunistiske Parti",11
"0240 Feiring (-1963)","Bondepartiet (t.o.m. 1959)",164
"0301 Oslo kommune","Arbeiderpartiet",119784
"0301 Oslo kommune","Høyre",105817
"0301 Oslo kommune","Kristelig Folkeparti",16961
"0301 Oslo kommune","Venstre",18195
"0301 Oslo kommune","Norges Kommunistiske Parti",17639
"0301 Oslo kommune","Andre",11
"0401 Hamar (-1991)","Arbeiderpartiet",4598
"0401 Hamar (-1991)","Høyre",1929
"0401 Hamar (-1991)","Venstre",524
"0401 Hamar (-1991)","Norges Kommunistiske Parti",465
"0401 Hamar (-1991)","Bondepartiet (t.o.m. 1959)",129
"0402 Kongsvinger","Arbeiderpartiet",688
"0402 Kongsvinger","Høyre",453
"0402 Kongsvinger","Venstre",133
"0402 Kongsvinger","Norges Kommunistiske Parti",50
"0402 Kongsvinger","Bondepartiet (t.o.m. 1959)",19
"0411 Nes (-1963)","Arbeiderpartiet",1461
"0411 Nes (-1963)","Høyre",273
"0411 Nes (-1963)","Venstre",62
"0411 Nes (-1963)","Norges Kommunistiske Parti",30
"0411 Nes (-1963)","Bondepartiet (t.o.m. 1959)",508
"0412 Ringsaker","Arbeiderpartiet",5382
"0412 Ringsaker","Høyre",988
"0412 Ringsaker","Venstre",305
"0412 Ringsaker","Norges Kommunistiske Parti",351
"0412 Ringsaker","Bondepartiet (t.o.m. 1959)",1297
"0413 Furnes (-1963)","Arbeiderpartiet",2194
"0413 Furnes (-1963)","Høyre",692
"0413 Furnes (-1963)","Venstre",86
"0413 Furnes (-1963)","Norges Kommunistiske Parti",110
"0413 Furnes (-1963)","Bondepartiet (t.o.m. 1959)",494
"0413 Furnes (-1963)","Andre",2
"0414 Vang (-1991)","Arbeiderpartiet",2788
"0414 Vang (-1991)","Høyre",374
"0414 Vang (-1991)","Venstre",96
"0414 Vang (-1991)","Norges Kommunistiske Parti",290
"0414 Vang (-1991)","Bondepartiet (t.o.m. 1959)",527
"0415 Løten","Arbeiderpartiet",2290
"0415 Løten","Høyre",354
"0415 Løten","Venstre",37
"0415 Løten","Norges Kommunistiske Parti",498
"0415 Løten","Bondepartiet (t.o.m. 1959)",499
"0416 Romedal (-1963)","Arbeiderpartiet",2218
"0416 Romedal (-1963)","Høyre",298
"0416 Romedal (-1963)","Venstre",57
"0416 Romedal (-1963)","Norges Kommunistiske Parti",498
"0416 Romedal (-1963)","Bondepartiet (t.o.m. 1959)",388
"0417 Stange","Arbeiderpartiet",3599
"0417 Stange","Høyre",571
"0417 Stange","Venstre",87
"0417 Stange","Norges Kommunistiske Parti",292
"0417 Stange","Bondepartiet (t.o.m. 1959)",620
"0418 Nord-Odal","Arbeiderpartiet",2017
"0418 Nord-Odal","Høyre",124
"0418 Nord-Odal","Venstre",50
"0418 Nord-Odal","Norges Kommunistiske Parti",596
"0418 Nord-Odal","Bondepartiet (t.o.m. 1959)",302
"0419 Sør-Odal","Arbeiderpartiet",3005
"0419 Sør-Odal","Høyre",325
"0419 Sør-Odal","Venstre",89
"0419 Sør-Odal","Norges Kommunistiske Parti",441
"0419 Sør-Odal","Bondepartiet (t.o.m. 1959)",549
"0420 Eidskog","Arbeiderpartiet",2343
"0420 Eidskog","Høyre",447
"0420 Eidskog","Venstre",81
"0420 Eidskog","Norges Kommunistiske Parti",375
"0420 Eidskog","Bondepartiet (t.o.m. 1959)",473
"0421 Vinger (-1963)","Arbeiderpartiet",2025
"0421 Vinger (-1963)","Høyre",281
"0421 Vinger (-1963)","Venstre",139
"0421 Vinger (-1963)","Norges Kommunistiske Parti",335
"0421 Vinger (-1963)","Bondepartiet (t.o.m. 1959)",266
"0422 Brandval (-1963)","Arbeiderpartiet",1629
"0422 Brandval (-1963)","Høyre",184
"0422 Brandval (-1963)","Venstre",78
"0422 Brandval (-1963)","Norges Kommunistiske Parti",336
"0422 Brandval (-1963)","Bondepartiet (t.o.m. 1959)",282
"0423 Grue","Arbeiderpartiet",2534
"0423 Grue","Høyre",313
"0423 Grue","Venstre",102
"0423 Grue","Norges Kommunistiske Parti",362
"0423 Grue","Bondepartiet (t.o.m. 1959)",597
"0423 Grue","Andre",1
"0424 Hof (-1962)","Arbeiderpartiet",1054
"0424 Hof (-1962)","Høyre",79
"0424 Hof (-1962)","Venstre",17
"0424 Hof (-1962)","Norges Kommunistiske Parti",205
"0424 Hof (-1962)","Bondepartiet (t.o.m. 1959)",379
"0425 Åsnes","Arbeiderpartiet",1819
"0425 Åsnes","Høyre",271
"0425 Åsnes","Venstre",30
"0425 Åsnes","Norges Kommunistiske Parti",1022
"0425 Åsnes","Bondepartiet (t.o.m. 1959)",404
"0426 Våler (Hedm.)","Arbeiderpartiet",1112
"0426 Våler (Hedm.)","Høyre",204
"0426 Våler (Hedm.)","Venstre",23
"0426 Våler (Hedm.)","Norges Kommunistiske Parti",646
"0426 Våler (Hedm.)","Bondepartiet (t.o.m. 1959)",439
"0427 Elverum","Arbeiderpartiet",3672
"0427 Elverum","Høyre",971
"0427 Elverum","Venstre",215
"0427 Elverum","Norges Kommunistiske Parti",955
"0427 Elverum","Bondepartiet (t.o.m. 1959)",983
"0427 Elverum","Andre",1
"0428 Trysil","Arbeiderpartiet",2367
"0428 Trysil","Høyre",269
"0428 Trysil","Venstre",259
"0428 Trysil","Norges Kommunistiske Parti",398
"0428 Trysil","Bondepartiet (t.o.m. 1959)",875
"0429 Åmot","Arbeiderpartiet",1307
"0429 Åmot","Høyre",274
"0429 Åmot","Venstre",54
"0429 Åmot","Norges Kommunistiske Parti",956
"0429 Åmot","Bondepartiet (t.o.m. 1959)",412
"0430 Stor-Elvdal","Arbeiderpartiet",1444
"0430 Stor-Elvdal","Høyre",186
"0430 Stor-Elvdal","Venstre",31
"0430 Stor-Elvdal","Norges Kommunistiske Parti",398
"0430 Stor-Elvdal","Bondepartiet (t.o.m. 1959)",314
"0431 Sollia (-1964)","Arbeiderpartiet",137
"0431 Sollia (-1964)","Høyre",17
"0431 Sollia (-1964)","Venstre",12
"0431 Sollia (-1964)","Norges Kommunistiske Parti",1
"0431 Sollia (-1964)","Bondepartiet (t.o.m. 1959)",118
"0432u Ytre Rendal (-1964)","Arbeiderpartiet",821
"0432u Ytre Rendal (-1964)","Høyre",26
"0432u Ytre Rendal (-1964)","Venstre",20
"0432u Ytre Rendal (-1964)","Norges Kommunistiske Parti",90
"0432u Ytre Rendal (-1964)","Bondepartiet (t.o.m. 1959)",176
"0433 Øvre Rendal (-1964)","Arbeiderpartiet",596
"0433 Øvre Rendal (-1964)","Høyre",80
"0433 Øvre Rendal (-1964)","Venstre",31
"0433 Øvre Rendal (-1964)","Norges Kommunistiske Parti",60
"0433 Øvre Rendal (-1964)","Bondepartiet (t.o.m. 1959)",304
"0434 Engerdal","Arbeiderpartiet",472
"0434 Engerdal","Høyre",79
"0434 Engerdal","Venstre",148
"0434 Engerdal","Norges Kommunistiske Parti",18
"0434 Engerdal","Bondepartiet (t.o.m. 1959)",224
"0435u Os (1926-1965)","Arbeiderpartiet",463
"0435u Os (1926-1965)","Høyre",24
"0435u Os (1926-1965)","Venstre",97
"0435u Os (1926-1965)","Norges Kommunistiske Parti",15
"0435u Os (1926-1965)","Bondepartiet (t.o.m. 1959)",408
"0436 Tolga","Arbeiderpartiet",341
"0436 Tolga","Høyre",38
"0436 Tolga","Venstre",53
"0436 Tolga","Norges Kommunistiske Parti",11
"0436 Tolga","Bondepartiet (t.o.m. 1959)",625
"0437 Tynset","Arbeiderpartiet",1016
"0437 Tynset","Høyre",106
"0437 Tynset","Venstre",133
"0437 Tynset","Norges Kommunistiske Parti",89
"0437 Tynset","Bondepartiet (t.o.m. 1959)",1070
"0438 Alvdal","Arbeiderpartiet",716
"0438 Alvdal","Høyre",61
"0438 Alvdal","Venstre",133
"0438 Alvdal","Norges Kommunistiske Parti",18
"0438 Alvdal","Bondepartiet (t.o.m. 1959)",640
"0439 Folldal","Arbeiderpartiet",717
"0439 Folldal","Høyre",50
"0439 Folldal","Venstre",62
"0439 Folldal","Norges Kommunistiske Parti",43
"0439 Folldal","Bondepartiet (t.o.m. 1959)",459
"0440 Kvikne (-1965)","Arbeiderpartiet",240
"0440 Kvikne (-1965)","Høyre",24
"0440 Kvikne (-1965)","Venstre",67
"0440 Kvikne (-1965)","Norges Kommunistiske Parti",23
"0440 Kvikne (-1965)","Bondepartiet (t.o.m. 1959)",304
"0501 Lillehammer","Arbeiderpartiet",2087
"0501 Lillehammer","Høyre",1264
"0501 Lillehammer","Kristelig Folkeparti",207
"0501 Lillehammer","Venstre",190
"0501 Lillehammer","Norges Kommunistiske Parti",235
