"kommune","parti","stemmer"
"0129 Degernes (1917-1963)","Fellesliste Høyre",49
"0130 Tune (-1991)","Arbeiderpartiet",3588
"0130 Tune (-1991)","Kristelig Folkeparti",778
"0130 Tune (-1991)","Norges Kommunistiske Parti",412
"0130 Tune (-1991)","Samfunnspartiet",46
"0130 Tune (-1991)","Fellesliste Venstre",150
"0130 Tune (-1991)","Fellesliste Bondepartiet",191
"0130 Tune (-1991)","Fellesliste Høyre",483
"0131 Rolvsøy (1911-1993)","Arbeiderpartiet",1032
"0131 Rolvsøy (1911-1993)","Kristelig Folkeparti",221
"0131 Rolvsøy (1911-1993)","Norges Kommunistiske Parti",76
"0131 Rolvsøy (1911-1993)","Fellesliste Venstre",10
"0131 Rolvsøy (1911-1993)","Fellesliste Bondepartiet",126
"0131 Rolvsøy (1911-1993)","Fellesliste Høyre",130
"0132 Glemmen (-1963)","Arbeiderpartiet",4916
"0132 Glemmen (-1963)","Kristelig Folkeparti",889
"0132 Glemmen (-1963)","Norges Kommunistiske Parti",377
"0132 Glemmen (-1963)","Samfunnspartiet",87
"0132 Glemmen (-1963)","Fellesliste Venstre",273
"0132 Glemmen (-1963)","Fellesliste Bondepartiet",152
"0132 Glemmen (-1963)","Fellesliste Høyre",1442
"0133 Kråkerøy (1908-1993)","Arbeiderpartiet",1479
"0133 Kråkerøy (1908-1993)","Kristelig Folkeparti",396
"0133 Kråkerøy (1908-1993)","Norges Kommunistiske Parti",115
"0133 Kråkerøy (1908-1993)","Samfunnspartiet",51
"0133 Kråkerøy (1908-1993)","Fellesliste Venstre",84
"0133 Kråkerøy (1908-1993)","Fellesliste Bondepartiet",77
"0133 Kråkerøy (1908-1993)","Fellesliste Høyre",429
"0134 Onsøy (-1993)","Arbeiderpartiet",2284
"0134 Onsøy (-1993)","Kristelig Folkeparti",800
"0134 Onsøy (-1993)","Norges Kommunistiske Parti",189
"0134 Onsøy (-1993)","Samfunnspartiet",26
"0134 Onsøy (-1993)","Fellesliste Venstre",142
"0134 Onsøy (-1993)","Fellesliste Bondepartiet",476
"0134 Onsøy (-1993)","Fellesliste Høyre",845
"0135 Råde","Arbeiderpartiet",707
"0135 Råde","Kristelig Folkeparti",383
"0135 Råde","Norges Kommunistiske Parti",31
"0135 Råde","Samfunnspartiet",2
"0135 Råde","Fellesliste Venstre",62
"0135 Råde","Fellesliste Bondepartiet",359
"0135 Råde","Fellesliste Høyre",232
"0136 Rygge","Arbeiderpartiet",1052
"0136 Rygge","Kristelig Folkeparti",357
"0136 Rygge","Norges Kommunistiske Parti",56
"0136 Rygge","Samfunnspartiet",15
"0136 Rygge","Fellesliste Venstre",110
"0136 Rygge","Fellesliste Bondepartiet",490
"0136 Rygge","Fellesliste Høyre",347
"0137 Våler (Østf.)","Arbeiderpartiet",411
"0137 Våler (Østf.)","Kristelig Folkeparti",153
"0137 Våler (Østf.)","Norges Kommunistiske Parti",13
"0137 Våler (Østf.)","Samfunnspartiet",15
"0137 Våler (Østf.)","Fellesliste Venstre",50
"0137 Våler (Østf.)","Fellesliste Bondepartiet",384
"0137 Våler (Østf.)","Fellesliste Høyre",172
"0138 Hobøl","Arbeiderpartiet",562
"0138 Hobøl","Kristelig Folkeparti",196
"0138 Hobøl","Norges Kommunistiske Parti",74
"0138 Hobøl","Samfunnspartiet",12
"0138 Hobøl","Fellesliste Venstre",17
"0138 Hobøl","Fellesliste Bondepartiet",464
"0138 Hobøl","Fellesliste Høyre",119
"0201 Son (-1963)","Arbeiderpartiet",188
"0201 Son (-1963)","Høyre",97
"0201 Son (-1963)","Kristelig Folkeparti",16
"0201 Son (-1963)","Venstre",12
"0201 Son (-1963)","Norges Kommunistiske Parti",16
"0201 Son (-1963)","Samfunnspartiet",2
"0201 Son (-1963)","Bondepartiet (t.o.m. 1959)",11
"0203 Drøbak (-1961)","Arbeiderpartiet",637
"0203 Drøbak (-1961)","Høyre",516
"0203 Drøbak (-1961)","Kristelig Folkeparti",49
"0203 Drøbak (-1961)","Venstre",85
"0203 Drøbak (-1961)","Norges Kommunistiske Parti",3
"0211 Vestby","Arbeiderpartiet",973
"0211 Vestby","Høyre",456
"0211 Vestby","Kristelig Folkeparti",112
"0211 Vestby","Venstre",56
"0211 Vestby","Norges Kommunistiske Parti",57
"0211 Vestby","Samfunnspartiet",2
"0211 Vestby","Bondepartiet (t.o.m. 1959)",575
"0212 Kråkstad (-1963)","Arbeiderpartiet",359
"0212 Kråkstad (-1963)","Høyre",121
"0212 Kråkstad (-1963)","Kristelig Folkeparti",46
"0212 Kråkstad (-1963)","Venstre",60
"0212 Kråkstad (-1963)","Norges Kommunistiske Parti",13
"0212 Kråkstad (-1963)","Samfunnspartiet",3
"0212 Kråkstad (-1963)","Bondepartiet (t.o.m. 1959)",243
"0213 Ski","Arbeiderpartiet",1431
"0213 Ski","Høyre",677
"0213 Ski","Kristelig Folkeparti",249
"0213 Ski","Venstre",216
"0213 Ski","Norges Kommunistiske Parti",200
"0213 Ski","Samfunnspartiet",28
"0213 Ski","Bondepartiet (t.o.m. 1959)",269
"0214 Ås","Arbeiderpartiet",1132
"0214 Ås","Høyre",368
"0214 Ås","Kristelig Folkeparti",166
"0214 Ås","Venstre",144
"0214 Ås","Norges Kommunistiske Parti",42
"0214 Ås","Samfunnspartiet",21
"0214 Ås","Bondepartiet (t.o.m. 1959)",613
"0215 Frogn","Arbeiderpartiet",528
"0215 Frogn","Høyre",335
"0215 Frogn","Kristelig Folkeparti",106
"0215 Frogn","Venstre",30
"0215 Frogn","Norges Kommunistiske Parti",19
"0215 Frogn","Samfunnspartiet",3
"0215 Frogn","Bondepartiet (t.o.m. 1959)",364
"0216 Nesodden","Arbeiderpartiet",1105
"0216 Nesodden","Høyre",498
"0216 Nesodden","Kristelig Folkeparti",196
"0216 Nesodden","Venstre",98
"0216 Nesodden","Norges Kommunistiske Parti",155
"0216 Nesodden","Samfunnspartiet",3
"0216 Nesodden","Bondepartiet (t.o.m. 1959)",143
"0217 Oppegård","Arbeiderpartiet",1509
"0217 Oppegård","Høyre",867
"0217 Oppegård","Kristelig Folkeparti",243
"0217 Oppegård","Venstre",324
"0217 Oppegård","Norges Kommunistiske Parti",266
"0217 Oppegård","Samfunnspartiet",11
"0217 Oppegård","Bondepartiet (t.o.m. 1959)",28
"0219 Bærum","Arbeiderpartiet",7974
"0219 Bærum","Høyre",8368
"0219 Bærum","Kristelig Folkeparti",942
"0219 Bærum","Venstre",1514
"0219 Bærum","Norges Kommunistiske Parti",1445
"0219 Bærum","Samfunnspartiet",55
"0219 Bærum","Bondepartiet (t.o.m. 1959)",396
"0220 Asker","Arbeiderpartiet",3282
"0220 Asker","Høyre",2419
"0220 Asker","Kristelig Folkeparti",534
"0220 Asker","Venstre",472
"0220 Asker","Norges Kommunistiske Parti",505
"0220 Asker","Samfunnspartiet",27
"0220 Asker","Bondepartiet (t.o.m. 1959)",317
"0221u Søndre Høland (1924-1965)","Arbeiderpartiet",556
"0221u Søndre Høland (1924-1965)","Høyre",116
"0221u Søndre Høland (1924-1965)","Kristelig Folkeparti",190
"0221u Søndre Høland (1924-1965)","Venstre",35
"0221u Søndre Høland (1924-1965)","Norges Kommunistiske Parti",41
"0221u Søndre Høland (1924-1965)","Samfunnspartiet",1
"0221u Søndre Høland (1924-1965)","Bondepartiet (t.o.m. 1959)",416
"0222 Nordre Høland (1924-1965)","Arbeiderpartiet",1040
"0222 Nordre Høland (1924-1965)","Høyre",171
"0222 Nordre Høland (1924-1965)","Kristelig Folkeparti",286
"0222 Nordre Høland (1924-1965)","Venstre",47
"0222 Nordre Høland (1924-1965)","Norges Kommunistiske Parti",66
"0222 Nordre Høland (1924-1965)","Bondepartiet (t.o.m. 1959)",449
"0223 Setskog (-1965)","Arbeiderpartiet",265
"0223 Setskog (-1965)","Høyre",59
"0223 Setskog (-1965)","Kristelig Folkeparti",70
"0223 Setskog (-1965)","Venstre",26
"0223 Setskog (-1965)","Norges Kommunistiske Parti",15
"0223 Setskog (-1965)","Bondepartiet (t.o.m. 1959)",39
"0224 Aurskog (-1965)","Arbeiderpartiet",1039
"0224 Aurskog (-1965)","Høyre",116
"0224 Aurskog (-1965)","Kristelig Folkeparti",176
"0224 Aurskog (-1965)","Venstre",28
"0224 Aurskog (-1965)","Norges Kommunistiske Parti",132
"0224 Aurskog (-1965)","Samfunnspartiet",3
"0224 Aurskog (-1965)","Bondepartiet (t.o.m. 1959)",251
"0225 Blaker (1919-1961)","Arbeiderpartiet",552
"0225 Blaker (1919-1961)","Høyre",106
"0225 Blaker (1919-1961)","Kristelig Folkeparti",121
"0225 Blaker (1919-1961)","Venstre",35
"0225 Blaker (1919-1961)","Norges Kommunistiske Parti",123
"0225 Blaker (1919-1961)","Samfunnspartiet",6
"0225 Blaker (1919-1961)","Bondepartiet (t.o.m. 1959)",270
"0226 Sørum","Arbeiderpartiet",855
"0226 Sørum","Høyre",220
"0226 Sørum","Kristelig Folkeparti",203
"0226 Sørum","Venstre",71
"0226 Sørum","Norges Kommunistiske Parti",58
"0226 Sørum","Samfunnspartiet",1
"0226 Sørum","Bondepartiet (t.o.m. 1959)",623
"0227 Fet","Arbeiderpartiet",1302
"0227 Fet","Høyre",196
"0227 Fet","Kristelig Folkeparti",156
"0227 Fet","Venstre",70
"0227 Fet","Norges Kommunistiske Parti",168
"0227 Fet","Samfunnspartiet",7
"0227 Fet","Bondepartiet (t.o.m. 1959)",358
"0228 Rælingen","Arbeiderpartiet",955
"0228 Rælingen","Høyre",238
"0228 Rælingen","Kristelig Folkeparti",126
"0228 Rælingen","Venstre",53
"0228 Rælingen","Norges Kommunistiske Parti",274
"0228 Rælingen","Samfunnspartiet",5
"0228 Rælingen","Bondepartiet (t.o.m. 1959)",101
"0229 Enebakk","Arbeiderpartiet",892
"0229 Enebakk","Høyre",182
"0229 Enebakk","Kristelig Folkeparti",217
"0229 Enebakk","Venstre",70
"0229 Enebakk","Norges Kommunistiske Parti",96
"0229 Enebakk","Samfunnspartiet",1
"0229 Enebakk","Bondepartiet (t.o.m. 1959)",390
"0230 Lørenskog","Arbeiderpartiet",2386
"0230 Lørenskog","Høyre",373
"0230 Lørenskog","Kristelig Folkeparti",185
"0230 Lørenskog","Venstre",222
"0230 Lørenskog","Norges Kommunistiske Parti",658
"0230 Lørenskog","Samfunnspartiet",15
"0230 Lørenskog","Bondepartiet (t.o.m. 1959)",167
"0231 Skedsmo","Arbeiderpartiet",3073
"0231 Skedsmo","Høyre",727
"0231 Skedsmo","Kristelig Folkeparti",397
"0231 Skedsmo","Venstre",306
"0231 Skedsmo","Norges Kommunistiske Parti",586
"0231 Skedsmo","Samfunnspartiet",14
"0231 Skedsmo","Bondepartiet (t.o.m. 1959)",311
"0232 Lillestrøm (1908-1961)","Arbeiderpartiet",3062
"0232 Lillestrøm (1908-1961)","Høyre",811
"0232 Lillestrøm (1908-1961)","Kristelig Folkeparti",314
"0232 Lillestrøm (1908-1961)","Venstre",285
"0232 Lillestrøm (1908-1961)","Norges Kommunistiske Parti",580
"0232 Lillestrøm (1908-1961)","Samfunnspartiet",19
"0232 Lillestrøm (1908-1961)","Bondepartiet (t.o.m. 1959)",10
"0233 Nittedal","Arbeiderpartiet",1703
"0233 Nittedal","Høyre",443
"0233 Nittedal","Kristelig Folkeparti",178
"0233 Nittedal","Venstre",62
"0233 Nittedal","Norges Kommunistiske Parti",271
"0233 Nittedal","Samfunnspartiet",17
"0233 Nittedal","Bondepartiet (t.o.m. 1959)",332
"0234 Gjerdrum","Arbeiderpartiet",311
"0234 Gjerdrum","Høyre",78
"0234 Gjerdrum","Kristelig Folkeparti",149
"0234 Gjerdrum","Venstre",13
"0234 Gjerdrum","Norges Kommunistiske Parti",12
"0234 Gjerdrum","Samfunnspartiet",1
"0234 Gjerdrum","Bondepartiet (t.o.m. 1959)",389
"0235 Ullensaker","Arbeiderpartiet",2305
"0235 Ullensaker","Høyre",607
"0235 Ullensaker","Kristelig Folkeparti",339
"0235 Ullensaker","Venstre",143
"0235 Ullensaker","Norges Kommunistiske Parti",209
"0235 Ullensaker","Samfunnspartiet",7
"0235 Ullensaker","Bondepartiet (t.o.m. 1959)",1115
"0236 Nes (Ak.)","Arbeiderpartiet",3283
"0236 Nes (Ak.)","Høyre",501
"0236 Nes (Ak.)","Kristelig Folkeparti",387
"0236 Nes (Ak.)","Venstre",121
"0236 Nes (Ak.)","Norges Kommunistiske Parti",454
"0236 Nes (Ak.)","Samfunnspartiet",47
"0236 Nes (Ak.)","Bondepartiet (t.o.m. 1959)",1181
"0237 Eidsvoll","Arbeiderpartiet",3633
"0237 Eidsvoll","Høyre",637
"0237 Eidsvoll","Kristelig Folkeparti",470
"0237 Eidsvoll","Venstre",168
"0237 Eidsvoll","Norges Kommunistiske Parti",555
"0237 Eidsvoll","Samfunnspartiet",4
"0237 Eidsvoll","Bondepartiet (t.o.m. 1959)",987
"0238 Nannestad","Arbeiderpartiet",1391
"0238 Nannestad","Høyre",158
"0238 Nannestad","Kristelig Folkeparti",280
"0238 Nannestad","Venstre",37
"0238 Nannestad","Norges Kommunistiske Parti",127
"0238 Nannestad","Bondepartiet (t.o.m. 1959)",748
"0239 Hurdal","Arbeiderpartiet",621
"0239 Hurdal","Høyre",46
"0239 Hurdal","Kristelig Folkeparti",272
"0239 Hurdal","Venstre",150
"0239 Hurdal","Norges Kommunistiske Parti",4
"0239 Hurdal","Samfunnspartiet",4
"0239 Hurdal","Bondepartiet (t.o.m. 1959)",92
"0240 Feiring (-1963)","Arbeiderpartiet",297
"0240 Feiring (-1963)","Høyre",26
"0240 Feiring (-1963)","Kristelig Folkeparti",86
"0240 Feiring (-1963)","Venstre",7
"0240 Feiring (-1963)","Norges Kommunistiske Parti",17
"0240 Feiring (-1963)","Bondepartiet (t.o.m. 1959)",147
"0301 Oslo kommune","Arbeiderpartiet",119741
"0301 Oslo kommune","Høyre",99179
"0301 Oslo kommune","Kristelig Folkeparti",14792
"0301 Oslo kommune","Venstre",19017
"0301 Oslo kommune","Norges Kommunistiske Parti",21535
"0301 Oslo kommune","Samfunnspartiet",827
"0301 Oslo kommune","Andre",2
"0401 Hamar (-1991)","Arbeiderpartiet",4231
"0401 Hamar (-1991)","Høyre",1597
"0401 Hamar (-1991)","Venstre",1056
"0401 Hamar (-1991)","Norges Kommunistiske Parti",562
"0401 Hamar (-1991)","Samfunnspartiet",9
"0402 Kongsvinger","Arbeiderpartiet",668
"0402 Kongsvinger","Høyre",366
"0402 Kongsvinger","Venstre",218
"0402 Kongsvinger","Norges Kommunistiske Parti",56
"0402 Kongsvinger","Samfunnspartiet",1
"0411 Nes (-1963)","Arbeiderpartiet",1434
"0411 Nes (-1963)","Norges Kommunistiske Parti",58
"0411 Nes (-1963)","Samfunnspartiet",7
"0411 Nes (-1963)","Fellesliste Venstre",105
"0411 Nes (-1963)","Fellesliste Bondepartiet",427
"0411 Nes (-1963)","Fellesliste Høyre",313
"0412 Ringsaker","Arbeiderpartiet",5199
"0412 Ringsaker","Norges Kommunistiske Parti",285
"0412 Ringsaker","Samfunnspartiet",178
"0412 Ringsaker","Fellesliste Venstre",282
"0412 Ringsaker","Fellesliste Bondepartiet",1405
"0412 Ringsaker","Fellesliste Høyre",955
"0413 Furnes (-1963)","Arbeiderpartiet",1947
"0413 Furnes (-1963)","Norges Kommunistiske Parti",73
"0413 Furnes (-1963)","Samfunnspartiet",15
"0413 Furnes (-1963)","Fellesliste Venstre",97
"0413 Furnes (-1963)","Fellesliste Bondepartiet",468
"0413 Furnes (-1963)","Fellesliste Høyre",653
"0413 Furnes (-1963)","Andre",2
"0414 Vang (-1991)","Arbeiderpartiet",2521
"0414 Vang (-1991)","Norges Kommunistiske Parti",276
"0414 Vang (-1991)","Samfunnspartiet",11
"0414 Vang (-1991)","Fellesliste Venstre",129
"0414 Vang (-1991)","Fellesliste Bondepartiet",314
"0414 Vang (-1991)","Fellesliste Høyre",491
"0415 Løten","Arbeiderpartiet",2320
"0415 Løten","Norges Kommunistiske Parti",476
"0415 Løten","Samfunnspartiet",33
"0415 Løten","Fellesliste Venstre",27
"0415 Løten","Fellesliste Bondepartiet",440
"0415 Løten","Fellesliste Høyre",405
"0416 Romedal (-1963)","Arbeiderpartiet",2178
"0416 Romedal (-1963)","Norges Kommunistiske Parti",519
"0416 Romedal (-1963)","Samfunnspartiet",15
"0416 Romedal (-1963)","Fellesliste Venstre",97
"0416 Romedal (-1963)","Fellesliste Bondepartiet",286
"0416 Romedal (-1963)","Fellesliste Høyre",315
"0417 Stange","Arbeiderpartiet",3366
"0417 Stange","Norges Kommunistiske Parti",300
"0417 Stange","Samfunnspartiet",14
"0417 Stange","Fellesliste Venstre",99
"0417 Stange","Fellesliste Bondepartiet",504
"0417 Stange","Fellesliste Høyre",608
"0418 Nord-Odal","Arbeiderpartiet",1948
"0418 Nord-Odal","Norges Kommunistiske Parti",685
"0418 Nord-Odal","Samfunnspartiet",13
"0418 Nord-Odal","Fellesliste Venstre",64
"0418 Nord-Odal","Fellesliste Bondepartiet",288
"0418 Nord-Odal","Fellesliste Høyre",104
"0419 Sør-Odal","Arbeiderpartiet",2960
"0419 Sør-Odal","Norges Kommunistiske Parti",545
"0419 Sør-Odal","Samfunnspartiet",15
"0419 Sør-Odal","Fellesliste Venstre",124
"0419 Sør-Odal","Fellesliste Bondepartiet",538
"0419 Sør-Odal","Fellesliste Høyre",251
"0420 Eidskog","Arbeiderpartiet",2381
"0420 Eidskog","Norges Kommunistiske Parti",451
"0420 Eidskog","Samfunnspartiet",6
"0420 Eidskog","Fellesliste Venstre",241
"0420 Eidskog","Fellesliste Bondepartiet",392
"0420 Eidskog","Fellesliste Høyre",279
"0421 Vinger (-1963)","Arbeiderpartiet",1932
"0421 Vinger (-1963)","Norges Kommunistiske Parti",374
"0421 Vinger (-1963)","Samfunnspartiet",4
"0421 Vinger (-1963)","Fellesliste Venstre",310
"0421 Vinger (-1963)","Fellesliste Bondepartiet",143
"0421 Vinger (-1963)","Fellesliste Høyre",161
"0422 Brandval (-1963)","Arbeiderpartiet",1624
"0422 Brandval (-1963)","Norges Kommunistiske Parti",369
"0422 Brandval (-1963)","Samfunnspartiet",7
"0422 Brandval (-1963)","Fellesliste Venstre",186
"0422 Brandval (-1963)","Fellesliste Bondepartiet",233
"0422 Brandval (-1963)","Fellesliste Høyre",134
"0423 Grue","Arbeiderpartiet",2540
"0423 Grue","Norges Kommunistiske Parti",435
"0423 Grue","Samfunnspartiet",13
"0423 Grue","Fellesliste Venstre",252
"0423 Grue","Fellesliste Bondepartiet",509
"0423 Grue","Fellesliste Høyre",217
"0424 Hof (-1962)","Arbeiderpartiet",1113
"0424 Hof (-1962)","Norges Kommunistiske Parti",228
"0424 Hof (-1962)","Samfunnspartiet",5
"0424 Hof (-1962)","Fellesliste Venstre",61
"0424 Hof (-1962)","Fellesliste Bondepartiet",416
"0424 Hof (-1962)","Fellesliste Høyre",48
"0425 Åsnes","Arbeiderpartiet",1785
"0425 Åsnes","Norges Kommunistiske Parti",1114
"0425 Åsnes","Samfunnspartiet",12
"0425 Åsnes","Fellesliste Venstre",50
"0425 Åsnes","Fellesliste Bondepartiet",398
"0425 Åsnes","Fellesliste Høyre",232
"0426 Våler (Hedm.)","Arbeiderpartiet",1116
"0426 Våler (Hedm.)","Norges Kommunistiske Parti",681
"0426 Våler (Hedm.)","Samfunnspartiet",11
"0426 Våler (Hedm.)","Fellesliste Venstre",47
"0426 Våler (Hedm.)","Fellesliste Bondepartiet",347
"0426 Våler (Hedm.)","Fellesliste Høyre",182
"0427 Elverum","Arbeiderpartiet",3586
"0427 Elverum","Norges Kommunistiske Parti",1111
"0427 Elverum","Samfunnspartiet",23
"0427 Elverum","Fellesliste Venstre",204
"0427 Elverum","Fellesliste Bondepartiet",736
"0427 Elverum","Fellesliste Høyre",1018
"0428 Trysil","Arbeiderpartiet",2462
