"kommune","parti","stemmer"
"0133 Kråkerøy (1908-1993)","Norges Kommunistiske Parti",274
"0133 Kråkerøy (1908-1993)","Bondepartiet (t.o.m. 1959)",53
"0134 Onsøy (-1993)","Arbeiderpartiet",1609
"0134 Onsøy (-1993)","Høyre",639
"0134 Onsøy (-1993)","Kristelig Folkeparti",921
"0134 Onsøy (-1993)","Venstre",108
"0134 Onsøy (-1993)","Norges Kommunistiske Parti",347
"0134 Onsøy (-1993)","Bondepartiet (t.o.m. 1959)",334
"0135 Råde","Arbeiderpartiet",381
"0135 Råde","Høyre",195
"0135 Råde","Kristelig Folkeparti",438
"0135 Råde","Venstre",52
"0135 Råde","Norges Kommunistiske Parti",49
"0135 Råde","Bondepartiet (t.o.m. 1959)",280
"0136 Rygge","Arbeiderpartiet",712
"0136 Rygge","Høyre",303
"0136 Rygge","Kristelig Folkeparti",284
"0136 Rygge","Venstre",97
"0136 Rygge","Norges Kommunistiske Parti",157
"0136 Rygge","Bondepartiet (t.o.m. 1959)",397
"0137 Våler (Østf.)","Arbeiderpartiet",250
"0137 Våler (Østf.)","Høyre",148
"0137 Våler (Østf.)","Kristelig Folkeparti",190
"0137 Våler (Østf.)","Venstre",43
"0137 Våler (Østf.)","Norges Kommunistiske Parti",32
"0137 Våler (Østf.)","Bondepartiet (t.o.m. 1959)",307
"0138 Hobøl","Arbeiderpartiet",477
"0138 Hobøl","Høyre",90
"0138 Hobøl","Kristelig Folkeparti",272
"0138 Hobøl","Venstre",13
"0138 Hobøl","Norges Kommunistiske Parti",100
"0138 Hobøl","Bondepartiet (t.o.m. 1959)",326
"0201 Son (-1963)","Arbeiderpartiet",157
"0201 Son (-1963)","Høyre",72
"0201 Son (-1963)","Kristelig Folkeparti",27
"0201 Son (-1963)","Venstre",8
"0201 Son (-1963)","Norges Kommunistiske Parti",27
"0203 Drøbak (-1961)","Arbeiderpartiet",507
"0203 Drøbak (-1961)","Høyre",437
"0203 Drøbak (-1961)","Kristelig Folkeparti",30
"0203 Drøbak (-1961)","Venstre",97
"0203 Drøbak (-1961)","Norges Kommunistiske Parti",32
"0211 Vestby","Arbeiderpartiet",671
"0211 Vestby","Høyre",409
"0211 Vestby","Kristelig Folkeparti",174
"0211 Vestby","Venstre",31
"0211 Vestby","Norges Kommunistiske Parti",90
"0211 Vestby","Bondepartiet (t.o.m. 1959)",382
"0212 Kråkstad (-1963)","Arbeiderpartiet",269
"0212 Kråkstad (-1963)","Høyre",117
"0212 Kråkstad (-1963)","Kristelig Folkeparti",96
"0212 Kråkstad (-1963)","Venstre",34
"0212 Kråkstad (-1963)","Norges Kommunistiske Parti",25
"0212 Kråkstad (-1963)","Bondepartiet (t.o.m. 1959)",172
"0213 Ski","Arbeiderpartiet",1114
"0213 Ski","Høyre",433
"0213 Ski","Kristelig Folkeparti",326
"0213 Ski","Venstre",114
"0213 Ski","Norges Kommunistiske Parti",288
"0213 Ski","Bondepartiet (t.o.m. 1959)",214
"0214 Ås","Arbeiderpartiet",897
"0214 Ås","Høyre",271
"0214 Ås","Kristelig Folkeparti",201
"0214 Ås","Venstre",133
"0214 Ås","Norges Kommunistiske Parti",81
"0214 Ås","Bondepartiet (t.o.m. 1959)",521
"0215 Frogn","Arbeiderpartiet",458
"0215 Frogn","Høyre",236
"0215 Frogn","Kristelig Folkeparti",105
"0215 Frogn","Venstre",24
"0215 Frogn","Norges Kommunistiske Parti",17
"0215 Frogn","Bondepartiet (t.o.m. 1959)",330
"0216 Nesodden","Arbeiderpartiet",849
"0216 Nesodden","Høyre",396
"0216 Nesodden","Kristelig Folkeparti",148
"0216 Nesodden","Venstre",64
"0216 Nesodden","Norges Kommunistiske Parti",228
"0216 Nesodden","Bondepartiet (t.o.m. 1959)",111
"0217 Oppegård","Arbeiderpartiet",1230
"0217 Oppegård","Høyre",596
"0217 Oppegård","Kristelig Folkeparti",274
"0217 Oppegård","Venstre",142
"0217 Oppegård","Norges Kommunistiske Parti",386
"0217 Oppegård","Bondepartiet (t.o.m. 1959)",29
"0218 Aker (-1947)","Arbeiderpartiet",24154
"0218 Aker (-1947)","Høyre",24274
"0218 Aker (-1947)","Kristelig Folkeparti",7081
"0218 Aker (-1947)","Venstre",4146
"0218 Aker (-1947)","Norges Kommunistiske Parti",8545
"0218 Aker (-1947)","Bondepartiet (t.o.m. 1959)",270
"0219 Bærum","Arbeiderpartiet",5986
"0219 Bærum","Høyre",5855
"0219 Bærum","Kristelig Folkeparti",1400
"0219 Bærum","Venstre",1105
"0219 Bærum","Norges Kommunistiske Parti",2221
"0219 Bærum","Bondepartiet (t.o.m. 1959)",269
"0220 Asker","Arbeiderpartiet",2156
"0220 Asker","Høyre",1638
"0220 Asker","Kristelig Folkeparti",756
"0220 Asker","Venstre",229
"0220 Asker","Norges Kommunistiske Parti",878
"0220 Asker","Bondepartiet (t.o.m. 1959)",282
"0221u Søndre Høland (1924-1965)","Arbeiderpartiet",417
"0221u Søndre Høland (1924-1965)","Høyre",72
"0221u Søndre Høland (1924-1965)","Kristelig Folkeparti",218
"0221u Søndre Høland (1924-1965)","Venstre",52
"0221u Søndre Høland (1924-1965)","Norges Kommunistiske Parti",73
"0221u Søndre Høland (1924-1965)","Bondepartiet (t.o.m. 1959)",305
"0222 Nordre Høland (1924-1965)","Arbeiderpartiet",794
"0222 Nordre Høland (1924-1965)","Høyre",108
"0222 Nordre Høland (1924-1965)","Kristelig Folkeparti",333
"0222 Nordre Høland (1924-1965)","Venstre",37
"0222 Nordre Høland (1924-1965)","Norges Kommunistiske Parti",116
"0222 Nordre Høland (1924-1965)","Bondepartiet (t.o.m. 1959)",367
"0223 Setskog (-1965)","Arbeiderpartiet",252
"0223 Setskog (-1965)","Høyre",31
"0223 Setskog (-1965)","Kristelig Folkeparti",99
"0223 Setskog (-1965)","Venstre",19
"0223 Setskog (-1965)","Norges Kommunistiske Parti",3
"0223 Setskog (-1965)","Bondepartiet (t.o.m. 1959)",29
"0224 Aurskog (-1965)","Arbeiderpartiet",818
"0224 Aurskog (-1965)","Høyre",80
"0224 Aurskog (-1965)","Kristelig Folkeparti",145
"0224 Aurskog (-1965)","Venstre",62
"0224 Aurskog (-1965)","Norges Kommunistiske Parti",218
"0224 Aurskog (-1965)","Bondepartiet (t.o.m. 1959)",142
"0225 Blaker (1919-1961)","Arbeiderpartiet",477
"0225 Blaker (1919-1961)","Høyre",73
"0225 Blaker (1919-1961)","Kristelig Folkeparti",93
"0225 Blaker (1919-1961)","Venstre",65
"0225 Blaker (1919-1961)","Norges Kommunistiske Parti",169
"0225 Blaker (1919-1961)","Bondepartiet (t.o.m. 1959)",219
"0226 Sørum","Arbeiderpartiet",692
"0226 Sørum","Høyre",180
"0226 Sørum","Kristelig Folkeparti",192
"0226 Sørum","Venstre",40
"0226 Sørum","Norges Kommunistiske Parti",135
"0226 Sørum","Bondepartiet (t.o.m. 1959)",488
"0227 Fet","Arbeiderpartiet",1001
"0227 Fet","Høyre",162
"0227 Fet","Kristelig Folkeparti",255
"0227 Fet","Venstre",40
"0227 Fet","Norges Kommunistiske Parti",250
"0227 Fet","Bondepartiet (t.o.m. 1959)",278
"0228 Rælingen","Arbeiderpartiet",672
"0228 Rælingen","Høyre",164
"0228 Rælingen","Kristelig Folkeparti",159
"0228 Rælingen","Venstre",23
"0228 Rælingen","Norges Kommunistiske Parti",362
"0228 Rælingen","Bondepartiet (t.o.m. 1959)",62
"0229 Enebakk","Arbeiderpartiet",707
"0229 Enebakk","Høyre",166
"0229 Enebakk","Kristelig Folkeparti",235
"0229 Enebakk","Venstre",58
"0229 Enebakk","Norges Kommunistiske Parti",149
"0229 Enebakk","Bondepartiet (t.o.m. 1959)",256
"0230 Lørenskog","Arbeiderpartiet",1631
"0230 Lørenskog","Høyre",199
"0230 Lørenskog","Kristelig Folkeparti",253
"0230 Lørenskog","Venstre",100
"0230 Lørenskog","Norges Kommunistiske Parti",876
"0230 Lørenskog","Bondepartiet (t.o.m. 1959)",127
"0231 Skedsmo","Arbeiderpartiet",2217
"0231 Skedsmo","Høyre",483
"0231 Skedsmo","Kristelig Folkeparti",506
"0231 Skedsmo","Venstre",153
"0231 Skedsmo","Norges Kommunistiske Parti",849
"0231 Skedsmo","Bondepartiet (t.o.m. 1959)",274
"0232 Lillestrøm (1908-1961)","Arbeiderpartiet",2368
"0232 Lillestrøm (1908-1961)","Høyre",550
"0232 Lillestrøm (1908-1961)","Kristelig Folkeparti",422
"0232 Lillestrøm (1908-1961)","Venstre",139
"0232 Lillestrøm (1908-1961)","Norges Kommunistiske Parti",940
"0232 Lillestrøm (1908-1961)","Bondepartiet (t.o.m. 1959)",8
"0233 Nittedal","Arbeiderpartiet",1236
"0233 Nittedal","Høyre",307
"0233 Nittedal","Kristelig Folkeparti",226
"0233 Nittedal","Venstre",27
"0233 Nittedal","Norges Kommunistiske Parti",366
"0233 Nittedal","Bondepartiet (t.o.m. 1959)",252
"0234 Gjerdrum","Arbeiderpartiet",239
"0234 Gjerdrum","Høyre",43
"0234 Gjerdrum","Kristelig Folkeparti",157
"0234 Gjerdrum","Venstre",4
"0234 Gjerdrum","Norges Kommunistiske Parti",44
"0234 Gjerdrum","Bondepartiet (t.o.m. 1959)",360
"0235 Ullensaker","Arbeiderpartiet",1597
"0235 Ullensaker","Høyre",410
"0235 Ullensaker","Kristelig Folkeparti",384
"0235 Ullensaker","Venstre",69
"0235 Ullensaker","Norges Kommunistiske Parti",363
"0235 Ullensaker","Bondepartiet (t.o.m. 1959)",947
"0236 Nes (Ak.)","Arbeiderpartiet",2139
"0236 Nes (Ak.)","Høyre",438
"0236 Nes (Ak.)","Kristelig Folkeparti",520
"0236 Nes (Ak.)","Venstre",60
"0236 Nes (Ak.)","Norges Kommunistiske Parti",1044
"0236 Nes (Ak.)","Bondepartiet (t.o.m. 1959)",880
"0237 Eidsvoll","Arbeiderpartiet",2962
"0237 Eidsvoll","Høyre",446
"0237 Eidsvoll","Kristelig Folkeparti",603
"0237 Eidsvoll","Venstre",118
"0237 Eidsvoll","Norges Kommunistiske Parti",933
"0237 Eidsvoll","Bondepartiet (t.o.m. 1959)",806
"0238 Nannestad","Arbeiderpartiet",984
"0238 Nannestad","Høyre",131
"0238 Nannestad","Kristelig Folkeparti",404
"0238 Nannestad","Venstre",29
"0238 Nannestad","Norges Kommunistiske Parti",261
"0238 Nannestad","Bondepartiet (t.o.m. 1959)",590
"0239 Hurdal","Arbeiderpartiet",495
"0239 Hurdal","Høyre",41
"0239 Hurdal","Kristelig Folkeparti",298
"0239 Hurdal","Venstre",92
"0239 Hurdal","Norges Kommunistiske Parti",46
"0239 Hurdal","Bondepartiet (t.o.m. 1959)",73
"0240 Feiring (-1963)","Arbeiderpartiet",289
"0240 Feiring (-1963)","Høyre",37
"0240 Feiring (-1963)","Kristelig Folkeparti",89
"0240 Feiring (-1963)","Venstre",7
"0240 Feiring (-1963)","Norges Kommunistiske Parti",32
"0240 Feiring (-1963)","Bondepartiet (t.o.m. 1959)",134
"0301 Oslo kommune","Arbeiderpartiet",68670
"0301 Oslo kommune","Høyre",51084
"0301 Oslo kommune","Kristelig Folkeparti",16456
"0301 Oslo kommune","Venstre",6389
"0301 Oslo kommune","Norges Kommunistiske Parti",28301
"0401 Hamar (-1991)","Arbeiderpartiet",1763
"0401 Hamar (-1991)","Høyre",1128
"0401 Hamar (-1991)","Venstre",374
"0401 Hamar (-1991)","Norges Kommunistiske Parti",444
"0402 Kongsvinger","Arbeiderpartiet",541
"0402 Kongsvinger","Høyre",317
"0402 Kongsvinger","Venstre",166
"0402 Kongsvinger","Norges Kommunistiske Parti",92
"0411 Nes (-1963)","Arbeiderpartiet",1230
"0411 Nes (-1963)","Høyre",269
"0411 Nes (-1963)","Venstre",91
"0411 Nes (-1963)","Norges Kommunistiske Parti",61
"0411 Nes (-1963)","Bondepartiet (t.o.m. 1959)",340
"0412 Ringsaker","Arbeiderpartiet",3899
"0412 Ringsaker","Høyre",821
"0412 Ringsaker","Venstre",244
"0412 Ringsaker","Norges Kommunistiske Parti",732
"0412 Ringsaker","Bondepartiet (t.o.m. 1959)",1121
"0413 Furnes (-1963)","Arbeiderpartiet",1856
"0413 Furnes (-1963)","Høyre",621
"0413 Furnes (-1963)","Venstre",93
"0413 Furnes (-1963)","Norges Kommunistiske Parti",153
"0413 Furnes (-1963)","Bondepartiet (t.o.m. 1959)",413
"0414 Vang (-1991)","Arbeiderpartiet",3338
"0414 Vang (-1991)","Høyre",697
"0414 Vang (-1991)","Venstre",184
"0414 Vang (-1991)","Norges Kommunistiske Parti",958
"0414 Vang (-1991)","Bondepartiet (t.o.m. 1959)",415
"0415 Løten","Arbeiderpartiet",1740
"0415 Løten","Høyre",387
"0415 Løten","Venstre",26
"0415 Løten","Norges Kommunistiske Parti",719
"0415 Løten","Bondepartiet (t.o.m. 1959)",390
"0416 Romedal (-1963)","Arbeiderpartiet",1630
"0416 Romedal (-1963)","Høyre",277
"0416 Romedal (-1963)","Venstre",86
"0416 Romedal (-1963)","Norges Kommunistiske Parti",670
"0416 Romedal (-1963)","Bondepartiet (t.o.m. 1959)",233
"0417 Stange","Arbeiderpartiet",2577
"0417 Stange","Høyre",533
"0417 Stange","Venstre",87
"0417 Stange","Norges Kommunistiske Parti",655
"0417 Stange","Bondepartiet (t.o.m. 1959)",410
"0418 Nord-Odal","Arbeiderpartiet",1358
"0418 Nord-Odal","Høyre",82
"0418 Nord-Odal","Venstre",51
"0418 Nord-Odal","Norges Kommunistiske Parti",1045
"0418 Nord-Odal","Bondepartiet (t.o.m. 1959)",212
"0419 Sør-Odal","Arbeiderpartiet",2472
"0419 Sør-Odal","Høyre",222
"0419 Sør-Odal","Venstre",111
"0419 Sør-Odal","Norges Kommunistiske Parti",855
"0419 Sør-Odal","Bondepartiet (t.o.m. 1959)",442
"0420 Eidskog","Arbeiderpartiet",1639
"0420 Eidskog","Høyre",222
"0420 Eidskog","Venstre",193
"0420 Eidskog","Norges Kommunistiske Parti",895
"0420 Eidskog","Bondepartiet (t.o.m. 1959)",289
"0421 Vinger (-1963)","Arbeiderpartiet",1463
"0421 Vinger (-1963)","Høyre",153
"0421 Vinger (-1963)","Venstre",296
"0421 Vinger (-1963)","Norges Kommunistiske Parti",543
"0421 Vinger (-1963)","Bondepartiet (t.o.m. 1959)",126
"0422 Brandval (-1963)","Arbeiderpartiet",1121
"0422 Brandval (-1963)","Høyre",116
"0422 Brandval (-1963)","Venstre",163
"0422 Brandval (-1963)","Norges Kommunistiske Parti",641
"0422 Brandval (-1963)","Bondepartiet (t.o.m. 1959)",188
"0423 Grue","Arbeiderpartiet",2065
"0423 Grue","Høyre",187
"0423 Grue","Venstre",220
"0423 Grue","Norges Kommunistiske Parti",579
"0423 Grue","Bondepartiet (t.o.m. 1959)",408
"0423 Grue","Andre",1
"0424 Hof (-1962)","Arbeiderpartiet",972
"0424 Hof (-1962)","Høyre",43
"0424 Hof (-1962)","Venstre",55
"0424 Hof (-1962)","Norges Kommunistiske Parti",300
"0424 Hof (-1962)","Bondepartiet (t.o.m. 1959)",347
"0425 Åsnes","Arbeiderpartiet",1472
"0425 Åsnes","Høyre",193
"0425 Åsnes","Venstre",42
"0425 Åsnes","Norges Kommunistiske Parti",1245
"0425 Åsnes","Bondepartiet (t.o.m. 1959)",308
"0426 Våler (Hedm.)","Arbeiderpartiet",940
"0426 Våler (Hedm.)","Høyre",154
"0426 Våler (Hedm.)","Venstre",40
"0426 Våler (Hedm.)","Norges Kommunistiske Parti",750
"0426 Våler (Hedm.)","Bondepartiet (t.o.m. 1959)",273
"0427 Elverum","Arbeiderpartiet",2875
"0427 Elverum","Høyre",776
"0427 Elverum","Venstre",157
"0427 Elverum","Norges Kommunistiske Parti",1593
"0427 Elverum","Bondepartiet (t.o.m. 1959)",521
"0428 Trysil","Arbeiderpartiet",2166
"0428 Trysil","Høyre",191
"0428 Trysil","Venstre",348
"0428 Trysil","Norges Kommunistiske Parti",472
"0428 Trysil","Bondepartiet (t.o.m. 1959)",446
"0429 Åmot","Arbeiderpartiet",1027
"0429 Åmot","Høyre",171
"0429 Åmot","Venstre",49
"0429 Åmot","Norges Kommunistiske Parti",970
"0429 Åmot","Bondepartiet (t.o.m. 1959)",270
"0430 Stor-Elvdal","Arbeiderpartiet",1169
"0430 Stor-Elvdal","Høyre",139
"0430 Stor-Elvdal","Venstre",36
"0430 Stor-Elvdal","Norges Kommunistiske Parti",660
"0430 Stor-Elvdal","Bondepartiet (t.o.m. 1959)",175
"0431 Sollia (-1964)","Arbeiderpartiet",116
"0431 Sollia (-1964)","Høyre",30
"0431 Sollia (-1964)","Venstre",4
"0431 Sollia (-1964)","Bondepartiet (t.o.m. 1959)",81
"0432u Ytre Rendal (-1964)","Arbeiderpartiet",711
"0432u Ytre Rendal (-1964)","Høyre",21
"0432u Ytre Rendal (-1964)","Venstre",20
"0432u Ytre Rendal (-1964)","Norges Kommunistiske Parti",149
"0432u Ytre Rendal (-1964)","Bondepartiet (t.o.m. 1959)",123
"0433 Øvre Rendal (-1964)","Arbeiderpartiet",492
"0433 Øvre Rendal (-1964)","Høyre",52
"0433 Øvre Rendal (-1964)","Venstre",42
"0433 Øvre Rendal (-1964)","Norges Kommunistiske Parti",87
"0433 Øvre Rendal (-1964)","Bondepartiet (t.o.m. 1959)",222
"0434 Engerdal","Arbeiderpartiet",429
"0434 Engerdal","Høyre",58
"0434 Engerdal","Venstre",130
"0434 Engerdal","Norges Kommunistiske Parti",5
"0434 Engerdal","Bondepartiet (t.o.m. 1959)",134
"0435u Os (1926-1965)","Arbeiderpartiet",364
"0435u Os (1926-1965)","Høyre",25
"0435u Os (1926-1965)","Venstre",222
"0435u Os (1926-1965)","Norges Kommunistiske Parti",50
"0435u Os (1926-1965)","Bondepartiet (t.o.m. 1959)",253
"0436 Tolga","Arbeiderpartiet",287
"0436 Tolga","Høyre",39
"0436 Tolga","Venstre",134
"0436 Tolga","Norges Kommunistiske Parti",30
"0436 Tolga","Bondepartiet (t.o.m. 1959)",410
"0437 Tynset","Arbeiderpartiet",860
"0437 Tynset","Høyre",94
"0437 Tynset","Venstre",174
"0437 Tynset","Norges Kommunistiske Parti",112
"0437 Tynset","Bondepartiet (t.o.m. 1959)",669
"0438 Alvdal","Arbeiderpartiet",592
"0438 Alvdal","Høyre",24
"0438 Alvdal","Venstre",258
"0438 Alvdal","Norges Kommunistiske Parti",13
"0438 Alvdal","Bondepartiet (t.o.m. 1959)",445
"0439 Folldal","Arbeiderpartiet",526
"0439 Folldal","Høyre",21
"0439 Folldal","Venstre",200
"0439 Folldal","Norges Kommunistiske Parti",94
"0439 Folldal","Bondepartiet (t.o.m. 1959)",314
"0440 Kvikne (-1965)","Arbeiderpartiet",222
"0440 Kvikne (-1965)","Høyre",45
"0440 Kvikne (-1965)","Venstre",135
"0440 Kvikne (-1965)","Norges Kommunistiske Parti",21
"0440 Kvikne (-1965)","Bondepartiet (t.o.m. 1959)",159
"0501 Lillehammer","Arbeiderpartiet",1874
"0501 Lillehammer","Høyre",1118
"0501 Lillehammer","Venstre",377
"0501 Lillehammer","Norges Kommunistiske Parti",375
"0502 Gjøvik","Arbeiderpartiet",1408
"0502 Gjøvik","Høyre",520
"0502 Gjøvik","Venstre",733
"0502 Gjøvik","Norges Kommunistiske Parti",561
"0511 Dovre","Arbeiderpartiet",814
"0511 Dovre","Høyre",35
"0511 Dovre","Venstre",95
"0511 Dovre","Norges Kommunistiske Parti",18
"0511 Dovre","Bondepartiet (t.o.m. 1959)",390
"0511 Dovre","Andre",1
"0512 Lesja","Arbeiderpartiet",551
"0512 Lesja","Høyre",45
