"kommune","parti","stemmer"
"0115 Skjeberg (-1991)","Det Liberale Folkepartiet",15
"0115 Skjeberg (-1991)","Andre",4
"0118 Aremark","Arbeiderpartiet",398
"0118 Aremark","Fremskrittspartiet",15
"0118 Aremark","Høyre",175
"0118 Aremark","Kristelig Folkeparti",160
"0118 Aremark","Senterpartiet",171
"0118 Aremark","Sosialistisk Venstreparti",13
"0118 Aremark","Venstre",8
"0118 Aremark","Rød valgallianse",3
"0119 Marker","Arbeiderpartiet",924
"0119 Marker","Fremskrittspartiet",38
"0119 Marker","Høyre",374
"0119 Marker","Kristelig Folkeparti",398
"0119 Marker","Senterpartiet",371
"0119 Marker","Sosialistisk Venstreparti",25
"0119 Marker","Venstre",20
"0119 Marker","Norges Kommunistiske Parti",1
"0119 Marker","Rød valgallianse",2
"0121 Rømskog","Arbeiderpartiet",218
"0121 Rømskog","Fremskrittspartiet",9
"0121 Rømskog","Høyre",46
"0121 Rømskog","Kristelig Folkeparti",118
"0121 Rømskog","Senterpartiet",71
"0121 Rømskog","Sosialistisk Venstreparti",6
"0121 Rømskog","Venstre",5
"0122 Trøgstad","Arbeiderpartiet",840
"0122 Trøgstad","Fremskrittspartiet",135
"0122 Trøgstad","Høyre",715
"0122 Trøgstad","Kristelig Folkeparti",348
"0122 Trøgstad","Senterpartiet",679
"0122 Trøgstad","Sosialistisk Venstreparti",43
"0122 Trøgstad","Venstre",44
"0122 Trøgstad","Norges Kommunistiske Parti",3
"0122 Trøgstad","Rød valgallianse",1
"0122 Trøgstad","Det Liberale Folkepartiet",2
"0122 Trøgstad","Andre",4
"0123 Spydeberg","Arbeiderpartiet",772
"0123 Spydeberg","Fremskrittspartiet",86
"0123 Spydeberg","Høyre",756
"0123 Spydeberg","Kristelig Folkeparti",200
"0123 Spydeberg","Senterpartiet",470
"0123 Spydeberg","Sosialistisk Venstreparti",57
"0123 Spydeberg","Venstre",45
"0123 Spydeberg","Norges Kommunistiske Parti",5
"0123 Spydeberg","Rød valgallianse",3
"0123 Spydeberg","Det Liberale Folkepartiet",6
"0123 Spydeberg","Andre",1
"0124 Askim","Arbeiderpartiet",3046
"0124 Askim","Fremskrittspartiet",320
"0124 Askim","Høyre",2317
"0124 Askim","Kristelig Folkeparti",499
"0124 Askim","Senterpartiet",533
"0124 Askim","Sosialistisk Venstreparti",245
"0124 Askim","Venstre",216
"0124 Askim","Norges Kommunistiske Parti",29
"0124 Askim","Rød valgallianse",34
"0124 Askim","Det Liberale Folkepartiet",22
"0124 Askim","Andre",22
"0125 Eidsberg","Arbeiderpartiet",2008
"0125 Eidsberg","Fremskrittspartiet",229
"0125 Eidsberg","Høyre",1476
"0125 Eidsberg","Kristelig Folkeparti",705
"0125 Eidsberg","Senterpartiet",902
"0125 Eidsberg","Sosialistisk Venstreparti",111
"0125 Eidsberg","Venstre",157
"0125 Eidsberg","Norges Kommunistiske Parti",2
"0125 Eidsberg","Rød valgallianse",9
"0125 Eidsberg","Det Liberale Folkepartiet",12
"0125 Eidsberg","Andre",11
"0127 Skiptvet","Arbeiderpartiet",650
"0127 Skiptvet","Fremskrittspartiet",64
"0127 Skiptvet","Høyre",338
"0127 Skiptvet","Kristelig Folkeparti",237
"0127 Skiptvet","Senterpartiet",358
"0127 Skiptvet","Sosialistisk Venstreparti",24
"0127 Skiptvet","Venstre",46
"0127 Skiptvet","Norges Kommunistiske Parti",6
"0127 Skiptvet","Rød valgallianse",5
"0127 Skiptvet","Det Liberale Folkepartiet",1
"0127 Skiptvet","Andre",4
"0128 Rakkestad","Arbeiderpartiet",1542
"0128 Rakkestad","Fremskrittspartiet",72
"0128 Rakkestad","Høyre",830
"0128 Rakkestad","Kristelig Folkeparti",790
"0128 Rakkestad","Senterpartiet",1086
"0128 Rakkestad","Sosialistisk Venstreparti",41
"0128 Rakkestad","Venstre",90
"0128 Rakkestad","Norges Kommunistiske Parti",1
"0128 Rakkestad","Rød valgallianse",7
"0128 Rakkestad","Det Liberale Folkepartiet",3
"0128 Rakkestad","Andre",32
"0130 Tune (-1991)","Arbeiderpartiet",5821
"0130 Tune (-1991)","Fremskrittspartiet",369
"0130 Tune (-1991)","Høyre",2879
"0130 Tune (-1991)","Kristelig Folkeparti",1057
"0130 Tune (-1991)","Senterpartiet",387
"0130 Tune (-1991)","Sosialistisk Venstreparti",448
"0130 Tune (-1991)","Venstre",283
"0130 Tune (-1991)","Norges Kommunistiske Parti",32
"0130 Tune (-1991)","Rød valgallianse",48
"0130 Tune (-1991)","Det Liberale Folkepartiet",33
"0130 Tune (-1991)","Andre",16
"0131 Rolvsøy (1911-1993)","Arbeiderpartiet",1963
"0131 Rolvsøy (1911-1993)","Fremskrittspartiet",95
"0131 Rolvsøy (1911-1993)","Høyre",732
"0131 Rolvsøy (1911-1993)","Kristelig Folkeparti",334
"0131 Rolvsøy (1911-1993)","Senterpartiet",186
"0131 Rolvsøy (1911-1993)","Sosialistisk Venstreparti",101
"0131 Rolvsøy (1911-1993)","Venstre",62
"0131 Rolvsøy (1911-1993)","Norges Kommunistiske Parti",5
"0131 Rolvsøy (1911-1993)","Rød valgallianse",10
"0131 Rolvsøy (1911-1993)","Det Liberale Folkepartiet",6
"0131 Rolvsøy (1911-1993)","Andre",2
"0133 Kråkerøy (1908-1993)","Arbeiderpartiet",2270
"0133 Kråkerøy (1908-1993)","Fremskrittspartiet",143
"0133 Kråkerøy (1908-1993)","Høyre",1552
"0133 Kråkerøy (1908-1993)","Kristelig Folkeparti",372
"0133 Kråkerøy (1908-1993)","Senterpartiet",68
"0133 Kråkerøy (1908-1993)","Sosialistisk Venstreparti",181
"0133 Kråkerøy (1908-1993)","Venstre",200
"0133 Kråkerøy (1908-1993)","Norges Kommunistiske Parti",29
"0133 Kråkerøy (1908-1993)","Rød valgallianse",9
"0133 Kråkerøy (1908-1993)","Det Liberale Folkepartiet",9
"0133 Kråkerøy (1908-1993)","Andre",7
"0134 Onsøy (-1993)","Arbeiderpartiet",3149
"0134 Onsøy (-1993)","Fremskrittspartiet",284
"0134 Onsøy (-1993)","Høyre",2516
"0134 Onsøy (-1993)","Kristelig Folkeparti",867
"0134 Onsøy (-1993)","Senterpartiet",369
"0134 Onsøy (-1993)","Sosialistisk Venstreparti",160
"0134 Onsøy (-1993)","Venstre",269
"0134 Onsøy (-1993)","Norges Kommunistiske Parti",18
"0134 Onsøy (-1993)","Rød valgallianse",22
"0134 Onsøy (-1993)","Det Liberale Folkepartiet",4
"0134 Onsøy (-1993)","Andre",7
"0135 Råde","Arbeiderpartiet",1215
"0135 Råde","Fremskrittspartiet",159
"0135 Råde","Høyre",983
"0135 Råde","Kristelig Folkeparti",453
"0135 Råde","Senterpartiet",444
"0135 Råde","Sosialistisk Venstreparti",48
"0135 Råde","Venstre",63
"0135 Råde","Rød valgallianse",4
"0135 Råde","Det Liberale Folkepartiet",6
"0135 Råde","Andre",2
"0136 Rygge","Arbeiderpartiet",2320
"0136 Rygge","Fremskrittspartiet",418
"0136 Rygge","Høyre",2759
"0136 Rygge","Kristelig Folkeparti",413
"0136 Rygge","Senterpartiet",472
"0136 Rygge","Sosialistisk Venstreparti",269
"0136 Rygge","Venstre",199
"0136 Rygge","Norges Kommunistiske Parti",13
"0136 Rygge","Rød valgallianse",59
"0136 Rygge","Det Liberale Folkepartiet",53
"0136 Rygge","Andre",5
"0137 Våler (Østf.)","Arbeiderpartiet",467
"0137 Våler (Østf.)","Fremskrittspartiet",112
"0137 Våler (Østf.)","Høyre",676
"0137 Våler (Østf.)","Kristelig Folkeparti",159
"0137 Våler (Østf.)","Senterpartiet",336
"0137 Våler (Østf.)","Sosialistisk Venstreparti",60
"0137 Våler (Østf.)","Venstre",47
"0137 Våler (Østf.)","Norges Kommunistiske Parti",4
"0137 Våler (Østf.)","Rød valgallianse",9
"0137 Våler (Østf.)","Det Liberale Folkepartiet",10
"0137 Våler (Østf.)","Andre",2
"0138 Hobøl","Arbeiderpartiet",725
"0138 Hobøl","Fremskrittspartiet",104
"0138 Hobøl","Høyre",614
"0138 Hobøl","Kristelig Folkeparti",193
"0138 Hobøl","Senterpartiet",380
"0138 Hobøl","Sosialistisk Venstreparti",47
"0138 Hobøl","Venstre",47
"0138 Hobøl","Rød valgallianse",4
"0138 Hobøl","Det Liberale Folkepartiet",1
"0211 Vestby","Arbeiderpartiet",1698
"0211 Vestby","Fremskrittspartiet",417
"0211 Vestby","Høyre",2306
"0211 Vestby","Kristelig Folkeparti",234
"0211 Vestby","Senterpartiet",466
"0211 Vestby","Sosialistisk Venstreparti",294
"0211 Vestby","Venstre",159
"0211 Vestby","Norges Kommunistiske Parti",3
"0211 Vestby","Rød valgallianse",26
"0211 Vestby","Det Liberale Folkepartiet",41
"0211 Vestby","Andre",4
"0213 Ski","Arbeiderpartiet",3653
"0213 Ski","Fremskrittspartiet",978
"0213 Ski","Høyre",4887
"0213 Ski","Kristelig Folkeparti",614
"0213 Ski","Senterpartiet",505
"0213 Ski","Sosialistisk Venstreparti",785
"0213 Ski","Venstre",357
"0213 Ski","Norges Kommunistiske Parti",19
"0213 Ski","Rød valgallianse",63
"0213 Ski","Det Liberale Folkepartiet",139
"0213 Ski","Andre",7
"0214 Ås","Arbeiderpartiet",1812
"0214 Ås","Fremskrittspartiet",327
"0214 Ås","Høyre",2299
"0214 Ås","Kristelig Folkeparti",377
"0214 Ås","Senterpartiet",864
"0214 Ås","Sosialistisk Venstreparti",434
"0214 Ås","Venstre",408
"0214 Ås","Norges Kommunistiske Parti",12
"0214 Ås","Rød valgallianse",72
"0214 Ås","Det Liberale Folkepartiet",83
"0214 Ås","Andre",6
"0215 Frogn","Arbeiderpartiet",1478
"0215 Frogn","Fremskrittspartiet",413
"0215 Frogn","Høyre",2504
"0215 Frogn","Kristelig Folkeparti",163
"0215 Frogn","Senterpartiet",299
"0215 Frogn","Sosialistisk Venstreparti",254
"0215 Frogn","Venstre",193
"0215 Frogn","Norges Kommunistiske Parti",6
"0215 Frogn","Rød valgallianse",30
"0215 Frogn","Det Liberale Folkepartiet",55
"0215 Frogn","Andre",2
"0216 Nesodden","Arbeiderpartiet",1546
"0216 Nesodden","Fremskrittspartiet",414
"0216 Nesodden","Høyre",2485
"0216 Nesodden","Kristelig Folkeparti",337
"0216 Nesodden","Senterpartiet",149
"0216 Nesodden","Sosialistisk Venstreparti",633
"0216 Nesodden","Venstre",278
"0216 Nesodden","Norges Kommunistiske Parti",13
"0216 Nesodden","Rød valgallianse",80
"0216 Nesodden","Det Liberale Folkepartiet",56
"0216 Nesodden","Andre",8
"0217 Oppegård","Arbeiderpartiet",2654
"0217 Oppegård","Fremskrittspartiet",686
"0217 Oppegård","Høyre",5020
"0217 Oppegård","Kristelig Folkeparti",478
"0217 Oppegård","Senterpartiet",145
"0217 Oppegård","Sosialistisk Venstreparti",591
"0217 Oppegård","Venstre",353
"0217 Oppegård","Norges Kommunistiske Parti",17
"0217 Oppegård","Rød valgallianse",62
"0217 Oppegård","Det Liberale Folkepartiet",177
"0217 Oppegård","Andre",12
"0219 Bærum","Arbeiderpartiet",9991
"0219 Bærum","Fremskrittspartiet",3060
"0219 Bærum","Høyre",30367
"0219 Bærum","Kristelig Folkeparti",1909
"0219 Bærum","Senterpartiet",854
"0219 Bærum","Sosialistisk Venstreparti",2975
"0219 Bærum","Venstre",2068
"0219 Bærum","Norges Kommunistiske Parti",96
"0219 Bærum","Rød valgallianse",493
"0219 Bærum","Det Liberale Folkepartiet",1053
"0219 Bærum","Andre",25
"0220 Asker","Arbeiderpartiet",4744
"0220 Asker","Fremskrittspartiet",1507
"0220 Asker","Høyre",11551
"0220 Asker","Kristelig Folkeparti",1099
"0220 Asker","Senterpartiet",631
"0220 Asker","Sosialistisk Venstreparti",1501
"0220 Asker","Venstre",1104
"0220 Asker","Norges Kommunistiske Parti",34
"0220 Asker","Rød valgallianse",225
"0220 Asker","Det Liberale Folkepartiet",328
"0220 Asker","Andre",13
"0221 Aurskog-Høland","Arbeiderpartiet",3937
"0221 Aurskog-Høland","Fremskrittspartiet",281
"0221 Aurskog-Høland","Høyre",1428
"0221 Aurskog-Høland","Kristelig Folkeparti",687
"0221 Aurskog-Høland","Senterpartiet",988
"0221 Aurskog-Høland","Sosialistisk Venstreparti",239
"0221 Aurskog-Høland","Venstre",141
"0221 Aurskog-Høland","Norges Kommunistiske Parti",17
"0221 Aurskog-Høland","Rød valgallianse",14
"0221 Aurskog-Høland","Det Liberale Folkepartiet",42
"0221 Aurskog-Høland","Andre",1
"0226 Sørum","Arbeiderpartiet",2602
"0226 Sørum","Fremskrittspartiet",276
"0226 Sørum","Høyre",1536
"0226 Sørum","Kristelig Folkeparti",372
"0226 Sørum","Senterpartiet",732
"0226 Sørum","Sosialistisk Venstreparti",261
"0226 Sørum","Venstre",170
"0226 Sørum","Norges Kommunistiske Parti",16
"0226 Sørum","Rød valgallianse",18
"0226 Sørum","Det Liberale Folkepartiet",62
"0226 Sørum","Andre",3
"0227 Fet","Arbeiderpartiet",2228
"0227 Fet","Fremskrittspartiet",209
"0227 Fet","Høyre",1176
"0227 Fet","Kristelig Folkeparti",231
"0227 Fet","Senterpartiet",326
"0227 Fet","Sosialistisk Venstreparti",165
"0227 Fet","Venstre",148
"0227 Fet","Norges Kommunistiske Parti",14
"0227 Fet","Rød valgallianse",6
"0227 Fet","Det Liberale Folkepartiet",28
"0227 Fet","Andre",2
"0228 Rælingen","Arbeiderpartiet",3304
"0228 Rælingen","Fremskrittspartiet",428
"0228 Rælingen","Høyre",2365
"0228 Rælingen","Kristelig Folkeparti",349
"0228 Rælingen","Senterpartiet",185
"0228 Rælingen","Sosialistisk Venstreparti",475
"0228 Rælingen","Venstre",199
"0228 Rælingen","Norges Kommunistiske Parti",12
"0228 Rælingen","Rød valgallianse",59
"0228 Rælingen","Det Liberale Folkepartiet",74
"0228 Rælingen","Andre",6
"0229 Enebakk","Arbeiderpartiet",1434
"0229 Enebakk","Fremskrittspartiet",305
"0229 Enebakk","Høyre",1112
"0229 Enebakk","Kristelig Folkeparti",270
"0229 Enebakk","Senterpartiet",282
"0229 Enebakk","Sosialistisk Venstreparti",154
"0229 Enebakk","Venstre",115
"0229 Enebakk","Norges Kommunistiske Parti",3
"0229 Enebakk","Rød valgallianse",19
"0229 Enebakk","Det Liberale Folkepartiet",34
"0229 Enebakk","Andre",4
"0230 Lørenskog","Arbeiderpartiet",5546
"0230 Lørenskog","Fremskrittspartiet",895
"0230 Lørenskog","Høyre",4611
"0230 Lørenskog","Kristelig Folkeparti",604
"0230 Lørenskog","Senterpartiet",263
"0230 Lørenskog","Sosialistisk Venstreparti",978
"0230 Lørenskog","Venstre",411
"0230 Lørenskog","Norges Kommunistiske Parti",47
"0230 Lørenskog","Rød valgallianse",93
"0230 Lørenskog","Det Liberale Folkepartiet",114
"0230 Lørenskog","Andre",13
"0231 Skedsmo","Arbeiderpartiet",9121
"0231 Skedsmo","Fremskrittspartiet",983
"0231 Skedsmo","Høyre",6775
"0231 Skedsmo","Kristelig Folkeparti",898
"0231 Skedsmo","Senterpartiet",499
"0231 Skedsmo","Sosialistisk Venstreparti",1211
"0231 Skedsmo","Venstre",568
"0231 Skedsmo","Norges Kommunistiske Parti",123
"0231 Skedsmo","Rød valgallianse",150
"0231 Skedsmo","Det Liberale Folkepartiet",221
"0231 Skedsmo","Andre",13
"0233 Nittedal","Arbeiderpartiet",3206
"0233 Nittedal","Fremskrittspartiet",638
"0233 Nittedal","Høyre",2868
"0233 Nittedal","Kristelig Folkeparti",287
"0233 Nittedal","Senterpartiet",298
"0233 Nittedal","Sosialistisk Venstreparti",453
"0233 Nittedal","Venstre",287
"0233 Nittedal","Norges Kommunistiske Parti",18
"0233 Nittedal","Rød valgallianse",44
"0233 Nittedal","Det Liberale Folkepartiet",103
"0233 Nittedal","Andre",3
"0234 Gjerdrum","Arbeiderpartiet",734
"0234 Gjerdrum","Fremskrittspartiet",77
"0234 Gjerdrum","Høyre",550
"0234 Gjerdrum","Kristelig Folkeparti",157
"0234 Gjerdrum","Senterpartiet",319
"0234 Gjerdrum","Sosialistisk Venstreparti",48
"0234 Gjerdrum","Venstre",36
"0234 Gjerdrum","Norges Kommunistiske Parti",1
"0234 Gjerdrum","Rød valgallianse",5
"0234 Gjerdrum","Det Liberale Folkepartiet",9
"0235 Ullensaker","Arbeiderpartiet",3815
"0235 Ullensaker","Fremskrittspartiet",646
"0235 Ullensaker","Høyre",3419
"0235 Ullensaker","Kristelig Folkeparti",455
"0235 Ullensaker","Senterpartiet",861
"0235 Ullensaker","Sosialistisk Venstreparti",319
"0235 Ullensaker","Venstre",295
"0235 Ullensaker","Norges Kommunistiske Parti",9
"0235 Ullensaker","Rød valgallianse",60
"0235 Ullensaker","Det Liberale Folkepartiet",75
"0235 Ullensaker","Andre",8
"0236 Nes (Ak.)","Arbeiderpartiet",4905
"0236 Nes (Ak.)","Fremskrittspartiet",362
"0236 Nes (Ak.)","Høyre",1470
"0236 Nes (Ak.)","Kristelig Folkeparti",440
"0236 Nes (Ak.)","Senterpartiet",1162
"0236 Nes (Ak.)","Sosialistisk Venstreparti",349
"0236 Nes (Ak.)","Venstre",168
"0236 Nes (Ak.)","Norges Kommunistiske Parti",11
"0236 Nes (Ak.)","Rød valgallianse",19
"0236 Nes (Ak.)","Det Liberale Folkepartiet",72
"0236 Nes (Ak.)","Andre",7
"0237 Eidsvoll","Arbeiderpartiet",4901
"0237 Eidsvoll","Fremskrittspartiet",535
"0237 Eidsvoll","Høyre",2035
"0237 Eidsvoll","Kristelig Folkeparti",506
"0237 Eidsvoll","Senterpartiet",812
"0237 Eidsvoll","Sosialistisk Venstreparti",426
"0237 Eidsvoll","Venstre",250
"0237 Eidsvoll","Norges Kommunistiske Parti",26
"0237 Eidsvoll","Rød valgallianse",23
"0237 Eidsvoll","Det Liberale Folkepartiet",68
"0237 Eidsvoll","Andre",6
"0238 Nannestad","Arbeiderpartiet",2032
"0238 Nannestad","Fremskrittspartiet",214
"0238 Nannestad","Høyre",1084
"0238 Nannestad","Kristelig Folkeparti",333
"0238 Nannestad","Senterpartiet",532
"0238 Nannestad","Sosialistisk Venstreparti",149
"0238 Nannestad","Venstre",100
"0238 Nannestad","Norges Kommunistiske Parti",8
"0238 Nannestad","Rød valgallianse",11
"0238 Nannestad","Det Liberale Folkepartiet",45
"0238 Nannestad","Andre",4
"0239 Hurdal","Arbeiderpartiet",771
"0239 Hurdal","Fremskrittspartiet",46
"0239 Hurdal","Høyre",221
"0239 Hurdal","Kristelig Folkeparti",247
"0239 Hurdal","Senterpartiet",176
"0239 Hurdal","Sosialistisk Venstreparti",33
"0239 Hurdal","Venstre",73
"0239 Hurdal","Norges Kommunistiske Parti",3
"0239 Hurdal","Rød valgallianse",3
"0239 Hurdal","Det Liberale Folkepartiet",13
"0239 Hurdal","Andre",2
"0301 Oslo kommune","Arbeiderpartiet",101135
"0301 Oslo kommune","Fremskrittspartiet",21383
"0301 Oslo kommune","Høyre",129967
"0301 Oslo kommune","Kristelig Folkeparti",14669
"0301 Oslo kommune","Senterpartiet",1999
"0301 Oslo kommune","Sosialistisk Venstreparti",20662
"0301 Oslo kommune","Venstre",8473
"0301 Oslo kommune","Norges Kommunistiske Parti",1133
"0301 Oslo kommune","Rød valgallianse",5322
"0301 Oslo kommune","Det Liberale Folkepartiet",1044
"0301 Oslo kommune","Andre",1038
"0401 Hamar (-1991)","Arbeiderpartiet",5148
"0401 Hamar (-1991)","Fremskrittspartiet",292
"0401 Hamar (-1991)","Høyre",3170
"0401 Hamar (-1991)","Sosialistisk Venstreparti",888
"0401 Hamar (-1991)","Norges Kommunistiske Parti",17
"0401 Hamar (-1991)","Rød valgallianse",64
"0401 Hamar (-1991)","Det Liberale Folkepartiet",36
"0401 Hamar (-1991)","Borgerlige felleslister",1100
"0401 Hamar (-1991)","Andre",5
"0402 Kongsvinger","Arbeiderpartiet",6299
"0402 Kongsvinger","Fremskrittspartiet",291
"0402 Kongsvinger","Høyre",2046
"0402 Kongsvinger","Sosialistisk Venstreparti",786
"0402 Kongsvinger","Norges Kommunistiske Parti",49
"0402 Kongsvinger","Rød valgallianse",55
"0402 Kongsvinger","Det Liberale Folkepartiet",42
"0402 Kongsvinger","Borgerlige felleslister",1069
"0402 Kongsvinger","Andre",13
"0412 Ringsaker","Arbeiderpartiet",10855
"0412 Ringsaker","Fremskrittspartiet",528
"0412 Ringsaker","Høyre",3250
"0412 Ringsaker","Sosialistisk Venstreparti",1109
"0412 Ringsaker","Norges Kommunistiske Parti",31
"0412 Ringsaker","Rød valgallianse",48
"0412 Ringsaker","Det Liberale Folkepartiet",50
"0412 Ringsaker","Borgerlige felleslister",3082
"0412 Ringsaker","Andre",47
"0414 Vang (-1991)","Arbeiderpartiet",3527
"0414 Vang (-1991)","Fremskrittspartiet",160
"0414 Vang (-1991)","Høyre",1060
"0414 Vang (-1991)","Sosialistisk Venstreparti",404
"0414 Vang (-1991)","Norges Kommunistiske Parti",17
"0414 Vang (-1991)","Rød valgallianse",17
"0414 Vang (-1991)","Det Liberale Folkepartiet",14
"0414 Vang (-1991)","Borgerlige felleslister",646
"0414 Vang (-1991)","Andre",3
"0415 Løten","Arbeiderpartiet",2818
"0415 Løten","Fremskrittspartiet",80
"0415 Løten","Høyre",631
"0415 Løten","Sosialistisk Venstreparti",348
"0415 Løten","Norges Kommunistiske Parti",51
"0415 Løten","Rød valgallianse",19
"0415 Løten","Det Liberale Folkepartiet",7
"0415 Løten","Borgerlige felleslister",494
"0415 Løten","Andre",1
"0417 Stange","Arbeiderpartiet",7020
"0417 Stange","Fremskrittspartiet",294
"0417 Stange","Høyre",1713
"0417 Stange","Sosialistisk Venstreparti",796
"0417 Stange","Norges Kommunistiske Parti",67
"0417 Stange","Rød valgallianse",24
"0417 Stange","Det Liberale Folkepartiet",38
"0417 Stange","Borgerlige felleslister",1452
"0417 Stange","Andre",13
"0418 Nord-Odal","Arbeiderpartiet",2476
"0418 Nord-Odal","Fremskrittspartiet",40
"0418 Nord-Odal","Høyre",321
"0418 Nord-Odal","Sosialistisk Venstreparti",348
"0418 Nord-Odal","Norges Kommunistiske Parti",24
"0418 Nord-Odal","Rød valgallianse",4
"0418 Nord-Odal","Det Liberale Folkepartiet",3
"0418 Nord-Odal","Borgerlige felleslister",302
"0418 Nord-Odal","Andre",8
"0419 Sør-Odal","Arbeiderpartiet",3113
"0419 Sør-Odal","Fremskrittspartiet",105
"0419 Sør-Odal","Høyre",654
"0419 Sør-Odal","Sosialistisk Venstreparti",360
"0419 Sør-Odal","Norges Kommunistiske Parti",9
"0419 Sør-Odal","Rød valgallianse",13
"0419 Sør-Odal","Det Liberale Folkepartiet",7
"0419 Sør-Odal","Borgerlige felleslister",543
"0419 Sør-Odal","Andre",8
"0420 Eidskog","Arbeiderpartiet",2640
"0420 Eidskog","Fremskrittspartiet",57
"0420 Eidskog","Høyre",524
"0420 Eidskog","Sosialistisk Venstreparti",222
"0420 Eidskog","Norges Kommunistiske Parti",14
"0420 Eidskog","Rød valgallianse",1
"0420 Eidskog","Det Liberale Folkepartiet",9
"0420 Eidskog","Borgerlige felleslister",561
"0420 Eidskog","Andre",7
"0423 Grue","Arbeiderpartiet",2541
"0423 Grue","Fremskrittspartiet",62
"0423 Grue","Høyre",564
"0423 Grue","Sosialistisk Venstreparti",294
"0423 Grue","Norges Kommunistiske Parti",18
"0423 Grue","Rød valgallianse",5
"0423 Grue","Det Liberale Folkepartiet",6
"0423 Grue","Borgerlige felleslister",579
"0423 Grue","Andre",6
