"kommune","parti","stemmer"
"0119 Marker","Sosialistisk Venstreparti",36
"0119 Marker","Venstre",40
"0119 Marker","Miljøpartiet de Grønne",7
"0119 Marker","Pensjonistpartiet",8
"0119 Marker","Kystpartiet",1
"0119 Marker","Kristent Samlingsparti",9
"0119 Marker","Rødt",5
"0119 Marker","Demokratene i Norge",2
"0121 Rømskog","Arbeiderpartiet",154
"0121 Rømskog","Fremskrittspartiet",73
"0121 Rømskog","Høyre",17
"0121 Rømskog","Kristelig Folkeparti",118
"0121 Rømskog","Senterpartiet",49
"0121 Rømskog","Sosialistisk Venstreparti",7
"0121 Rømskog","Venstre",3
"0121 Rømskog","Miljøpartiet de Grønne",1
"0121 Rømskog","Pensjonistpartiet",1
"0121 Rømskog","Kristent Samlingsparti",2
"0121 Rømskog","Rødt",1
"0121 Rømskog","Andre",1
"0122 Trøgstad","Arbeiderpartiet",805
"0122 Trøgstad","Fremskrittspartiet",763
"0122 Trøgstad","Høyre",374
"0122 Trøgstad","Kristelig Folkeparti",181
"0122 Trøgstad","Senterpartiet",486
"0122 Trøgstad","Sosialistisk Venstreparti",72
"0122 Trøgstad","Venstre",65
"0122 Trøgstad","Miljøpartiet de Grønne",6
"0122 Trøgstad","Pensjonistpartiet",8
"0122 Trøgstad","Kystpartiet",2
"0122 Trøgstad","Rødt",11
"0122 Trøgstad","Demokratene i Norge",1
"0122 Trøgstad","Andre",1
"0123 Spydeberg","Arbeiderpartiet",873
"0123 Spydeberg","Fremskrittspartiet",772
"0123 Spydeberg","Høyre",477
"0123 Spydeberg","Kristelig Folkeparti",235
"0123 Spydeberg","Senterpartiet",404
"0123 Spydeberg","Sosialistisk Venstreparti",117
"0123 Spydeberg","Venstre",90
"0123 Spydeberg","Miljøpartiet de Grønne",3
"0123 Spydeberg","Pensjonistpartiet",18
"0123 Spydeberg","Kystpartiet",1
"0123 Spydeberg","Kristent Samlingsparti",4
"0123 Spydeberg","Rødt",13
"0123 Spydeberg","Andre",1
"0124 Askim","Arbeiderpartiet",2828
"0124 Askim","Fremskrittspartiet",2188
"0124 Askim","Høyre",1250
"0124 Askim","Kristelig Folkeparti",460
"0124 Askim","Senterpartiet",424
"0124 Askim","Sosialistisk Venstreparti",283
"0124 Askim","Venstre",200
"0124 Askim","Miljøpartiet de Grønne",18
"0124 Askim","Pensjonistpartiet",49
"0124 Askim","Kystpartiet",6
"0124 Askim","Kristent Samlingsparti",8
"0124 Askim","Rødt",59
"0124 Askim","Demokratene i Norge",4
"0124 Askim","Andre",9
"0125 Eidsberg","Arbeiderpartiet",1803
"0125 Eidsberg","Fremskrittspartiet",1560
"0125 Eidsberg","Høyre",812
"0125 Eidsberg","Kristelig Folkeparti",385
"0125 Eidsberg","Senterpartiet",645
"0125 Eidsberg","Sosialistisk Venstreparti",206
"0125 Eidsberg","Venstre",188
"0125 Eidsberg","Miljøpartiet de Grønne",9
"0125 Eidsberg","Pensjonistpartiet",26
"0125 Eidsberg","Kystpartiet",7
"0125 Eidsberg","Kristent Samlingsparti",12
"0125 Eidsberg","Rødt",14
"0125 Eidsberg","Demokratene i Norge",3
"0125 Eidsberg","Andre",3
"0127 Skiptvet","Arbeiderpartiet",573
"0127 Skiptvet","Fremskrittspartiet",532
"0127 Skiptvet","Høyre",192
"0127 Skiptvet","Kristelig Folkeparti",159
"0127 Skiptvet","Senterpartiet",283
"0127 Skiptvet","Sosialistisk Venstreparti",47
"0127 Skiptvet","Venstre",27
"0127 Skiptvet","Miljøpartiet de Grønne",4
"0127 Skiptvet","Pensjonistpartiet",10
"0127 Skiptvet","Kystpartiet",3
"0127 Skiptvet","Kristent Samlingsparti",2
"0127 Skiptvet","Rødt",5
"0128 Rakkestad","Arbeiderpartiet",1317
"0128 Rakkestad","Fremskrittspartiet",879
"0128 Rakkestad","Høyre",428
"0128 Rakkestad","Kristelig Folkeparti",474
"0128 Rakkestad","Senterpartiet",724
"0128 Rakkestad","Sosialistisk Venstreparti",82
"0128 Rakkestad","Venstre",114
"0128 Rakkestad","Miljøpartiet de Grønne",3
"0128 Rakkestad","Pensjonistpartiet",17
"0128 Rakkestad","Kystpartiet",2
"0128 Rakkestad","Kristent Samlingsparti",19
"0128 Rakkestad","Rødt",7
"0128 Rakkestad","Andre",3
"0135 Råde","Arbeiderpartiet",1287
"0135 Råde","Fremskrittspartiet",1229
"0135 Råde","Høyre",648
"0135 Råde","Kristelig Folkeparti",359
"0135 Råde","Senterpartiet",312
"0135 Råde","Sosialistisk Venstreparti",116
"0135 Råde","Venstre",99
"0135 Råde","Miljøpartiet de Grønne",8
"0135 Råde","Pensjonistpartiet",22
"0135 Råde","Kystpartiet",6
"0135 Råde","Kristent Samlingsparti",9
"0135 Råde","Rødt",19
"0135 Råde","Andre",3
"0136 Rygge","Arbeiderpartiet",2869
"0136 Rygge","Fremskrittspartiet",2313
"0136 Rygge","Høyre",1588
"0136 Rygge","Kristelig Folkeparti",268
"0136 Rygge","Senterpartiet",264
"0136 Rygge","Sosialistisk Venstreparti",371
"0136 Rygge","Venstre",203
"0136 Rygge","Miljøpartiet de Grønne",17
"0136 Rygge","Pensjonistpartiet",52
"0136 Rygge","Kystpartiet",8
"0136 Rygge","Kristent Samlingsparti",4
"0136 Rygge","Rødt",41
"0136 Rygge","Demokratene i Norge",16
"0136 Rygge","Andre",8
"0137 Våler (Østf.)","Arbeiderpartiet",684
"0137 Våler (Østf.)","Fremskrittspartiet",832
"0137 Våler (Østf.)","Høyre",406
"0137 Våler (Østf.)","Kristelig Folkeparti",150
"0137 Våler (Østf.)","Senterpartiet",268
"0137 Våler (Østf.)","Sosialistisk Venstreparti",70
"0137 Våler (Østf.)","Venstre",49
"0137 Våler (Østf.)","Miljøpartiet de Grønne",5
"0137 Våler (Østf.)","Pensjonistpartiet",11
"0137 Våler (Østf.)","Kystpartiet",6
"0137 Våler (Østf.)","Kristent Samlingsparti",7
"0137 Våler (Østf.)","Rødt",12
"0137 Våler (Østf.)","Andre",3
"0138 Hobøl","Arbeiderpartiet",799
"0138 Hobøl","Fremskrittspartiet",768
"0138 Hobøl","Høyre",366
"0138 Hobøl","Kristelig Folkeparti",174
"0138 Hobøl","Senterpartiet",222
"0138 Hobøl","Sosialistisk Venstreparti",106
"0138 Hobøl","Venstre",108
"0138 Hobøl","Miljøpartiet de Grønne",6
"0138 Hobøl","Pensjonistpartiet",13
"0138 Hobøl","Kystpartiet",4
"0138 Hobøl","Kristent Samlingsparti",6
"0138 Hobøl","Rødt",19
"0138 Hobøl","Andre",1
"0211 Vestby","Arbeiderpartiet",2708
"0211 Vestby","Fremskrittspartiet",2107
"0211 Vestby","Høyre",1558
"0211 Vestby","Kristelig Folkeparti",230
"0211 Vestby","Senterpartiet",347
"0211 Vestby","Sosialistisk Venstreparti",530
"0211 Vestby","Venstre",363
"0211 Vestby","Miljøpartiet de Grønne",33
"0211 Vestby","Pensjonistpartiet",45
"0211 Vestby","Kystpartiet",4
"0211 Vestby","Kristent Samlingsparti",5
"0211 Vestby","Rødt",71
"0211 Vestby","Demokratene i Norge",4
"0211 Vestby","Andre",2
"0213 Ski","Arbeiderpartiet",5679
"0213 Ski","Fremskrittspartiet",3823
"0213 Ski","Høyre",3367
"0213 Ski","Kristelig Folkeparti",542
"0213 Ski","Senterpartiet",431
"0213 Ski","Sosialistisk Venstreparti",1063
"0213 Ski","Venstre",713
"0213 Ski","Miljøpartiet de Grønne",47
"0213 Ski","Pensjonistpartiet",133
"0213 Ski","Kystpartiet",12
"0213 Ski","Kristent Samlingsparti",15
"0213 Ski","Rødt",161
"0213 Ski","Demokratene i Norge",13
"0213 Ski","Andre",4
"0214 Ås","Arbeiderpartiet",2957
"0214 Ås","Fremskrittspartiet",1815
"0214 Ås","Høyre",1504
"0214 Ås","Kristelig Folkeparti",343
"0214 Ås","Senterpartiet",684
"0214 Ås","Sosialistisk Venstreparti",848
"0214 Ås","Venstre",465
"0214 Ås","Miljøpartiet de Grønne",44
"0214 Ås","Pensjonistpartiet",29
"0214 Ås","Kystpartiet",4
"0214 Ås","Kristent Samlingsparti",3
"0214 Ås","Rødt",95
"0214 Ås","Demokratene i Norge",4
"0214 Ås","Andre",3
"0215 Frogn","Arbeiderpartiet",2620
"0215 Frogn","Fremskrittspartiet",2220
"0215 Frogn","Høyre",2262
"0215 Frogn","Kristelig Folkeparti",171
"0215 Frogn","Senterpartiet",226
"0215 Frogn","Sosialistisk Venstreparti",530
"0215 Frogn","Venstre",451
"0215 Frogn","Miljøpartiet de Grønne",42
"0215 Frogn","Pensjonistpartiet",83
"0215 Frogn","Kystpartiet",8
"0215 Frogn","Kristent Samlingsparti",5
"0215 Frogn","Rødt",68
"0215 Frogn","Demokratene i Norge",5
"0216 Nesodden","Arbeiderpartiet",3225
"0216 Nesodden","Fremskrittspartiet",1824
"0216 Nesodden","Høyre",1716
"0216 Nesodden","Kristelig Folkeparti",348
"0216 Nesodden","Senterpartiet",162
"0216 Nesodden","Sosialistisk Venstreparti",1427
"0216 Nesodden","Venstre",666
"0216 Nesodden","Miljøpartiet de Grønne",142
"0216 Nesodden","Pensjonistpartiet",44
"0216 Nesodden","Kystpartiet",7
"0216 Nesodden","Kristent Samlingsparti",9
"0216 Nesodden","Rødt",280
"0216 Nesodden","Demokratene i Norge",10
"0216 Nesodden","Andre",4
"0217 Oppegård","Arbeiderpartiet",4720
"0217 Oppegård","Fremskrittspartiet",3173
"0217 Oppegård","Høyre",4375
"0217 Oppegård","Kristelig Folkeparti",563
"0217 Oppegård","Senterpartiet",172
"0217 Oppegård","Sosialistisk Venstreparti",938
"0217 Oppegård","Venstre",790
"0217 Oppegård","Miljøpartiet de Grønne",63
"0217 Oppegård","Pensjonistpartiet",60
"0217 Oppegård","Kystpartiet",1
"0217 Oppegård","Kristent Samlingsparti",6
"0217 Oppegård","Rødt",119
"0217 Oppegård","Demokratene i Norge",3
"0217 Oppegård","Andre",2
"0219 Bærum","Arbeiderpartiet",16367
"0219 Bærum","Fremskrittspartiet",13033
"0219 Bærum","Høyre",22495
"0219 Bærum","Kristelig Folkeparti",1565
"0219 Bærum","Senterpartiet",743
"0219 Bærum","Sosialistisk Venstreparti",3465
"0219 Bærum","Venstre",4713
"0219 Bærum","Miljøpartiet de Grønne",250
"0219 Bærum","Pensjonistpartiet",286
"0219 Bærum","Kystpartiet",23
"0219 Bærum","Kristent Samlingsparti",44
"0219 Bærum","Rødt",489
"0219 Bærum","Demokratene i Norge",18
"0219 Bærum","Andre",23
"0220 Asker","Arbeiderpartiet",8193
"0220 Asker","Fremskrittspartiet",6823
"0220 Asker","Høyre",9671
"0220 Asker","Kristelig Folkeparti",913
"0220 Asker","Senterpartiet",540
"0220 Asker","Sosialistisk Venstreparti",1857
"0220 Asker","Venstre",2170
"0220 Asker","Miljøpartiet de Grønne",113
"0220 Asker","Pensjonistpartiet",132
"0220 Asker","Kystpartiet",9
"0220 Asker","Kristent Samlingsparti",26
"0220 Asker","Rødt",194
"0220 Asker","Demokratene i Norge",19
"0220 Asker","Andre",3
"0221 Aurskog-Høland","Arbeiderpartiet",3402
"0221 Aurskog-Høland","Fremskrittspartiet",2094
"0221 Aurskog-Høland","Høyre",814
"0221 Aurskog-Høland","Kristelig Folkeparti",431
"0221 Aurskog-Høland","Senterpartiet",772
"0221 Aurskog-Høland","Sosialistisk Venstreparti",271
"0221 Aurskog-Høland","Venstre",163
"0221 Aurskog-Høland","Miljøpartiet de Grønne",21
"0221 Aurskog-Høland","Pensjonistpartiet",26
"0221 Aurskog-Høland","Kystpartiet",10
"0221 Aurskog-Høland","Kristent Samlingsparti",11
"0221 Aurskog-Høland","Rødt",37
"0221 Aurskog-Høland","Demokratene i Norge",8
"0221 Aurskog-Høland","Andre",3
"0226 Sørum","Arbeiderpartiet",3333
"0226 Sørum","Fremskrittspartiet",2056
"0226 Sørum","Høyre",1438
"0226 Sørum","Kristelig Folkeparti",358
"0226 Sørum","Senterpartiet",617
"0226 Sørum","Sosialistisk Venstreparti",422
"0226 Sørum","Venstre",243
"0226 Sørum","Miljøpartiet de Grønne",29
"0226 Sørum","Pensjonistpartiet",36
"0226 Sørum","Kystpartiet",7
"0226 Sørum","Kristent Samlingsparti",9
"0226 Sørum","Rødt",52
"0226 Sørum","Demokratene i Norge",4
"0226 Sørum","Andre",1
"0227 Fet","Arbeiderpartiet",2359
"0227 Fet","Fremskrittspartiet",1553
"0227 Fet","Høyre",904
"0227 Fet","Kristelig Folkeparti",183
"0227 Fet","Senterpartiet",393
"0227 Fet","Sosialistisk Venstreparti",239
"0227 Fet","Venstre",197
"0227 Fet","Miljøpartiet de Grønne",21
"0227 Fet","Pensjonistpartiet",24
"0227 Fet","Kristent Samlingsparti",7
"0227 Fet","Rødt",43
"0227 Fet","Demokratene i Norge",3
"0227 Fet","Andre",1
"0228 Rælingen","Arbeiderpartiet",3709
"0228 Rælingen","Fremskrittspartiet",2195
"0228 Rælingen","Høyre",1429
"0228 Rælingen","Kristelig Folkeparti",293
"0228 Rælingen","Senterpartiet",163
"0228 Rælingen","Sosialistisk Venstreparti",438
"0228 Rælingen","Venstre",261
"0228 Rælingen","Miljøpartiet de Grønne",33
"0228 Rælingen","Pensjonistpartiet",43
"0228 Rælingen","Kystpartiet",2
"0228 Rælingen","Kristent Samlingsparti",27
"0228 Rælingen","Rødt",59
"0228 Rælingen","Demokratene i Norge",15
"0228 Rælingen","Andre",5
"0229 Enebakk","Arbeiderpartiet",1830
"0229 Enebakk","Fremskrittspartiet",1846
"0229 Enebakk","Høyre",911
"0229 Enebakk","Kristelig Folkeparti",232
"0229 Enebakk","Senterpartiet",273
"0229 Enebakk","Sosialistisk Venstreparti",246
"0229 Enebakk","Venstre",125
"0229 Enebakk","Miljøpartiet de Grønne",24
"0229 Enebakk","Pensjonistpartiet",35
"0229 Enebakk","Kystpartiet",2
"0229 Enebakk","Kristent Samlingsparti",12
"0229 Enebakk","Rødt",38
"0229 Enebakk","Demokratene i Norge",2
"0229 Enebakk","Andre",1
"0230 Lørenskog","Arbeiderpartiet",7272
"0230 Lørenskog","Fremskrittspartiet",4807
"0230 Lørenskog","Høyre",3270
"0230 Lørenskog","Kristelig Folkeparti",521
"0230 Lørenskog","Senterpartiet",266
"0230 Lørenskog","Sosialistisk Venstreparti",906
"0230 Lørenskog","Venstre",677
"0230 Lørenskog","Miljøpartiet de Grønne",43
"0230 Lørenskog","Pensjonistpartiet",84
"0230 Lørenskog","Kystpartiet",13
"0230 Lørenskog","Kristent Samlingsparti",25
"0230 Lørenskog","Rødt",220
"0230 Lørenskog","Demokratene i Norge",8
"0230 Lørenskog","Andre",4
"0231 Skedsmo","Arbeiderpartiet",10652
"0231 Skedsmo","Fremskrittspartiet",6680
"0231 Skedsmo","Høyre",4794
"0231 Skedsmo","Kristelig Folkeparti",734
"0231 Skedsmo","Senterpartiet",491
"0231 Skedsmo","Sosialistisk Venstreparti",1245
"0231 Skedsmo","Venstre",934
"0231 Skedsmo","Miljøpartiet de Grønne",93
"0231 Skedsmo","Pensjonistpartiet",177
"0231 Skedsmo","Kystpartiet",20
"0231 Skedsmo","Kristent Samlingsparti",32
"0231 Skedsmo","Rødt",203
"0231 Skedsmo","Demokratene i Norge",8
"0231 Skedsmo","Andre",3
"0233 Nittedal","Arbeiderpartiet",4483
"0233 Nittedal","Fremskrittspartiet",3110
"0233 Nittedal","Høyre",2122
"0233 Nittedal","Kristelig Folkeparti",300
"0233 Nittedal","Senterpartiet",293
"0233 Nittedal","Sosialistisk Venstreparti",726
"0233 Nittedal","Venstre",465
"0233 Nittedal","Miljøpartiet de Grønne",49
"0233 Nittedal","Pensjonistpartiet",65
"0233 Nittedal","Kystpartiet",6
"0233 Nittedal","Kristent Samlingsparti",11
"0233 Nittedal","Rødt",116
"0233 Nittedal","Demokratene i Norge",3
"0233 Nittedal","Andre",5
"0234 Gjerdrum","Arbeiderpartiet",1107
"0234 Gjerdrum","Fremskrittspartiet",740
"0234 Gjerdrum","Høyre",614
"0234 Gjerdrum","Kristelig Folkeparti",156
"0234 Gjerdrum","Senterpartiet",226
"0234 Gjerdrum","Sosialistisk Venstreparti",117
"0234 Gjerdrum","Venstre",144
"0234 Gjerdrum","Miljøpartiet de Grønne",10
"0234 Gjerdrum","Pensjonistpartiet",9
"0234 Gjerdrum","Kystpartiet",3
"0234 Gjerdrum","Kristent Samlingsparti",5
"0234 Gjerdrum","Rødt",14
"0234 Gjerdrum","Demokratene i Norge",1
"0234 Gjerdrum","Andre",2
"0235 Ullensaker","Arbeiderpartiet",5422
"0235 Ullensaker","Fremskrittspartiet",4924
"0235 Ullensaker","Høyre",2636
"0235 Ullensaker","Kristelig Folkeparti",362
"0235 Ullensaker","Senterpartiet",671
"0235 Ullensaker","Sosialistisk Venstreparti",502
"0235 Ullensaker","Venstre",381
"0235 Ullensaker","Miljøpartiet de Grønne",28
"0235 Ullensaker","Pensjonistpartiet",104
"0235 Ullensaker","Kystpartiet",8
"0235 Ullensaker","Kristent Samlingsparti",13
"0235 Ullensaker","Rødt",125
"0235 Ullensaker","Demokratene i Norge",5
"0235 Ullensaker","Andre",6
"0236 Nes (Ak.)","Arbeiderpartiet",4185
"0236 Nes (Ak.)","Fremskrittspartiet",2946
"0236 Nes (Ak.)","Høyre",1242
"0236 Nes (Ak.)","Kristelig Folkeparti",337
"0236 Nes (Ak.)","Senterpartiet",824
"0236 Nes (Ak.)","Sosialistisk Venstreparti",448
"0236 Nes (Ak.)","Venstre",274
"0236 Nes (Ak.)","Miljøpartiet de Grønne",36
"0236 Nes (Ak.)","Pensjonistpartiet",56
"0236 Nes (Ak.)","Kystpartiet",4
"0236 Nes (Ak.)","Kristent Samlingsparti",9
"0236 Nes (Ak.)","Rødt",60
"0236 Nes (Ak.)","Demokratene i Norge",3
"0236 Nes (Ak.)","Andre",6
"0237 Eidsvoll","Arbeiderpartiet",4331
"0237 Eidsvoll","Fremskrittspartiet",3342
"0237 Eidsvoll","Høyre",1497
"0237 Eidsvoll","Kristelig Folkeparti",369
"0237 Eidsvoll","Senterpartiet",591
"0237 Eidsvoll","Sosialistisk Venstreparti",544
"0237 Eidsvoll","Venstre",260
"0237 Eidsvoll","Miljøpartiet de Grønne",32
"0237 Eidsvoll","Pensjonistpartiet",86
"0237 Eidsvoll","Kystpartiet",6
"0237 Eidsvoll","Kristent Samlingsparti",23
"0237 Eidsvoll","Rødt",80
"0237 Eidsvoll","Demokratene i Norge",25
"0237 Eidsvoll","Andre",25
"0238 Nannestad","Arbeiderpartiet",2179
"0238 Nannestad","Fremskrittspartiet",1808
"0238 Nannestad","Høyre",741
"0238 Nannestad","Kristelig Folkeparti",222
"0238 Nannestad","Senterpartiet",422
"0238 Nannestad","Sosialistisk Venstreparti",206
"0238 Nannestad","Venstre",163
"0238 Nannestad","Miljøpartiet de Grønne",14
"0238 Nannestad","Pensjonistpartiet",29
"0238 Nannestad","Kystpartiet",4
"0238 Nannestad","Kristent Samlingsparti",8
"0238 Nannestad","Rødt",33
"0238 Nannestad","Demokratene i Norge",3
"0239 Hurdal","Arbeiderpartiet",508
"0239 Hurdal","Fremskrittspartiet",381
"0239 Hurdal","Høyre",145
"0239 Hurdal","Kristelig Folkeparti",135
"0239 Hurdal","Senterpartiet",128
"0239 Hurdal","Sosialistisk Venstreparti",72
"0239 Hurdal","Venstre",70
"0239 Hurdal","Miljøpartiet de Grønne",14
"0239 Hurdal","Pensjonistpartiet",9
"0239 Hurdal","Kristent Samlingsparti",2
"0239 Hurdal","Rødt",9
"0301 Oslo kommune","Arbeiderpartiet",113103
"0301 Oslo kommune","Fremskrittspartiet",56953
"0301 Oslo kommune","Høyre",69999
"0301 Oslo kommune","Kristelig Folkeparti",8786
"0301 Oslo kommune","Senterpartiet",3126
"0301 Oslo kommune","Sosialistisk Venstreparti",33205
"0301 Oslo kommune","Venstre",20784
"0301 Oslo kommune","Miljøpartiet de Grønne",1828
"0301 Oslo kommune","Norges Kommunistiske Parti",115
"0301 Oslo kommune","Pensjonistpartiet",1146
"0301 Oslo kommune","Det Liberale Folkepartiet",170
"0301 Oslo kommune","Kystpartiet",145
"0301 Oslo kommune","Kristent Samlingsparti",292
"0301 Oslo kommune","Rødt",12917
"0301 Oslo kommune","Demokratene i Norge",157
"0301 Oslo kommune","Andre",390
"0402 Kongsvinger","Arbeiderpartiet",4289
"0402 Kongsvinger","Fremskrittspartiet",2340
"0402 Kongsvinger","Høyre",1031
"0402 Kongsvinger","Kristelig Folkeparti",206
"0402 Kongsvinger","Senterpartiet",407
"0402 Kongsvinger","Sosialistisk Venstreparti",628
"0402 Kongsvinger","Venstre",199
"0402 Kongsvinger","Miljøpartiet de Grønne",24
"0402 Kongsvinger","Pensjonistpartiet",397
"0402 Kongsvinger","Det Liberale Folkepartiet",7
"0402 Kongsvinger","Kystpartiet",7
"0402 Kongsvinger","Rødt",61
"0402 Kongsvinger","Demokratene i Norge",7
"0403 Hamar","Arbeiderpartiet",8331
"0403 Hamar","Fremskrittspartiet",2418
"0403 Hamar","Høyre",2433
"0403 Hamar","Kristelig Folkeparti",479
"0403 Hamar","Senterpartiet",770
"0403 Hamar","Sosialistisk Venstreparti",1598
"0403 Hamar","Venstre",525
"0403 Hamar","Miljøpartiet de Grønne",72
"0403 Hamar","Pensjonistpartiet",322
"0403 Hamar","Det Liberale Folkepartiet",10
"0403 Hamar","Kystpartiet",23
"0403 Hamar","Rødt",138
"0403 Hamar","Demokratene i Norge",17
"0412 Ringsaker","Arbeiderpartiet",8848
"0412 Ringsaker","Fremskrittspartiet",2696
"0412 Ringsaker","Høyre",1817
"0412 Ringsaker","Kristelig Folkeparti",426
"0412 Ringsaker","Senterpartiet",1776
"0412 Ringsaker","Sosialistisk Venstreparti",937
"0412 Ringsaker","Venstre",516
"0412 Ringsaker","Miljøpartiet de Grønne",56
"0412 Ringsaker","Pensjonistpartiet",224
"0412 Ringsaker","Det Liberale Folkepartiet",9
"0412 Ringsaker","Kystpartiet",20
"0412 Ringsaker","Rødt",66
"0412 Ringsaker","Demokratene i Norge",6
"0415 Løten","Arbeiderpartiet",2130
"0415 Løten","Fremskrittspartiet",716
"0415 Løten","Høyre",330
"0415 Løten","Kristelig Folkeparti",87
"0415 Løten","Senterpartiet",451
"0415 Løten","Sosialistisk Venstreparti",241
"0415 Løten","Venstre",68
"0415 Løten","Miljøpartiet de Grønne",7
"0415 Løten","Pensjonistpartiet",71
"0415 Løten","Det Liberale Folkepartiet",3
"0415 Løten","Kystpartiet",2
"0415 Løten","Rødt",15
"0415 Løten","Demokratene i Norge",1
"0417 Stange","Arbeiderpartiet",5591
"0417 Stange","Fremskrittspartiet",1741
"0417 Stange","Høyre",996
"0417 Stange","Kristelig Folkeparti",421
"0417 Stange","Senterpartiet",1152
"0417 Stange","Sosialistisk Venstreparti",706
"0417 Stange","Venstre",302
"0417 Stange","Miljøpartiet de Grønne",40
"0417 Stange","Pensjonistpartiet",179
"0417 Stange","Det Liberale Folkepartiet",8
"0417 Stange","Kystpartiet",2
"0417 Stange","Rødt",56
"0417 Stange","Demokratene i Norge",2
"0418 Nord-Odal","Arbeiderpartiet",1631
"0418 Nord-Odal","Fremskrittspartiet",628
"0418 Nord-Odal","Høyre",171
"0418 Nord-Odal","Kristelig Folkeparti",71
"0418 Nord-Odal","Senterpartiet",222
"0418 Nord-Odal","Sosialistisk Venstreparti",179
"0418 Nord-Odal","Venstre",34
"0418 Nord-Odal","Miljøpartiet de Grønne",4
"0418 Nord-Odal","Pensjonistpartiet",40
"0418 Nord-Odal","Kystpartiet",1
"0418 Nord-Odal","Rødt",16
"0418 Nord-Odal","Demokratene i Norge",1
"0419 Sør-Odal","Arbeiderpartiet",2030
"0419 Sør-Odal","Fremskrittspartiet",1132
"0419 Sør-Odal","Høyre",420
"0419 Sør-Odal","Kristelig Folkeparti",64
"0419 Sør-Odal","Senterpartiet",402
"0419 Sør-Odal","Sosialistisk Venstreparti",246
"0419 Sør-Odal","Venstre",67
