"kommune","parti","stemmer"
"0118 Aremark","Sosialistisk Folkeparti (1961-1969)",21
"0118 Aremark","Fellesliste Venstre",14
"0118 Aremark","Fellesliste Senterpartiet",188
"0119 Marker","Arbeiderpartiet",941
"0119 Marker","Høyre",246
"0119 Marker","Kristelig Folkeparti",312
"0119 Marker","Norges Kommunistiske Parti",3
"0119 Marker","Sosialistisk Folkeparti (1961-1969)",51
"0119 Marker","Fellesliste Venstre",29
"0119 Marker","Fellesliste Senterpartiet",430
"0121 Rømskog","Arbeiderpartiet",171
"0121 Rømskog","Høyre",35
"0121 Rømskog","Kristelig Folkeparti",103
"0121 Rømskog","Norges Kommunistiske Parti",1
"0121 Rømskog","Sosialistisk Folkeparti (1961-1969)",17
"0121 Rømskog","Fellesliste Venstre",9
"0121 Rømskog","Fellesliste Senterpartiet",67
"0122 Trøgstad","Arbeiderpartiet",756
"0122 Trøgstad","Høyre",314
"0122 Trøgstad","Kristelig Folkeparti",319
"0122 Trøgstad","Norges Kommunistiske Parti",4
"0122 Trøgstad","Sosialistisk Folkeparti (1961-1969)",35
"0122 Trøgstad","Fellesliste Venstre",52
"0122 Trøgstad","Fellesliste Senterpartiet",771
"0123 Spydeberg","Arbeiderpartiet",661
"0123 Spydeberg","Høyre",184
"0123 Spydeberg","Kristelig Folkeparti",150
"0123 Spydeberg","Norges Kommunistiske Parti",13
"0123 Spydeberg","Sosialistisk Folkeparti (1961-1969)",41
"0123 Spydeberg","Fellesliste Venstre",62
"0123 Spydeberg","Fellesliste Senterpartiet",506
"0124 Askim","Arbeiderpartiet",2826
"0124 Askim","Høyre",871
"0124 Askim","Kristelig Folkeparti",369
"0124 Askim","Norges Kommunistiske Parti",38
"0124 Askim","Sosialistisk Folkeparti (1961-1969)",332
"0124 Askim","Fellesliste Venstre",455
"0124 Askim","Fellesliste Senterpartiet",686
"0125 Eidsberg","Arbeiderpartiet",2156
"0125 Eidsberg","Høyre",926
"0125 Eidsberg","Kristelig Folkeparti",671
"0125 Eidsberg","Norges Kommunistiske Parti",9
"0125 Eidsberg","Sosialistisk Folkeparti (1961-1969)",198
"0125 Eidsberg","Fellesliste Venstre",163
"0125 Eidsberg","Fellesliste Senterpartiet",1006
"0127 Skiptvet","Arbeiderpartiet",559
"0127 Skiptvet","Høyre",112
"0127 Skiptvet","Kristelig Folkeparti",221
"0127 Skiptvet","Norges Kommunistiske Parti",4
"0127 Skiptvet","Sosialistisk Folkeparti (1961-1969)",31
"0127 Skiptvet","Fellesliste Venstre",53
"0127 Skiptvet","Fellesliste Senterpartiet",365
"0128 Rakkestad","Arbeiderpartiet",1370
"0128 Rakkestad","Høyre",418
"0128 Rakkestad","Kristelig Folkeparti",919
"0128 Rakkestad","Norges Kommunistiske Parti",4
"0128 Rakkestad","Sosialistisk Folkeparti (1961-1969)",93
"0128 Rakkestad","Fellesliste Venstre",58
"0128 Rakkestad","Fellesliste Senterpartiet",1131
"0130 Tune (-1991)","Arbeiderpartiet",4786
"0130 Tune (-1991)","Høyre",1156
"0130 Tune (-1991)","Kristelig Folkeparti",728
"0130 Tune (-1991)","Norges Kommunistiske Parti",97
"0130 Tune (-1991)","Sosialistisk Folkeparti (1961-1969)",777
"0130 Tune (-1991)","Fellesliste Venstre",294
"0130 Tune (-1991)","Fellesliste Senterpartiet",406
"0131 Rolvsøy (1911-1993)","Arbeiderpartiet",1428
"0131 Rolvsøy (1911-1993)","Høyre",226
"0131 Rolvsøy (1911-1993)","Kristelig Folkeparti",232
"0131 Rolvsøy (1911-1993)","Norges Kommunistiske Parti",32
"0131 Rolvsøy (1911-1993)","Sosialistisk Folkeparti (1961-1969)",190
"0131 Rolvsøy (1911-1993)","Fellesliste Venstre",45
"0131 Rolvsøy (1911-1993)","Fellesliste Senterpartiet",159
"0133 Kråkerøy (1908-1993)","Arbeiderpartiet",2052
"0133 Kråkerøy (1908-1993)","Høyre",905
"0133 Kråkerøy (1908-1993)","Kristelig Folkeparti",324
"0133 Kråkerøy (1908-1993)","Norges Kommunistiske Parti",66
"0133 Kråkerøy (1908-1993)","Sosialistisk Folkeparti (1961-1969)",275
"0133 Kråkerøy (1908-1993)","Fellesliste Venstre",79
"0133 Kråkerøy (1908-1993)","Fellesliste Senterpartiet",83
"0134 Onsøy (-1993)","Arbeiderpartiet",2973
"0134 Onsøy (-1993)","Høyre",1422
"0134 Onsøy (-1993)","Kristelig Folkeparti",708
"0134 Onsøy (-1993)","Norges Kommunistiske Parti",41
"0134 Onsøy (-1993)","Sosialistisk Folkeparti (1961-1969)",346
"0134 Onsøy (-1993)","Fellesliste Venstre",137
"0134 Onsøy (-1993)","Fellesliste Senterpartiet",435
"0135 Råde","Arbeiderpartiet",953
"0135 Råde","Høyre",364
"0135 Råde","Kristelig Folkeparti",382
"0135 Råde","Norges Kommunistiske Parti",11
"0135 Råde","Sosialistisk Folkeparti (1961-1969)",104
"0135 Råde","Fellesliste Venstre",22
"0135 Råde","Fellesliste Senterpartiet",364
"0136 Rygge","Arbeiderpartiet",1909
"0136 Rygge","Høyre",1288
"0136 Rygge","Kristelig Folkeparti",278
"0136 Rygge","Norges Kommunistiske Parti",12
"0136 Rygge","Sosialistisk Folkeparti (1961-1969)",309
"0136 Rygge","Fellesliste Venstre",224
"0136 Rygge","Fellesliste Senterpartiet",566
"0137 Våler (Østf.)","Arbeiderpartiet",400
"0137 Våler (Østf.)","Høyre",220
"0137 Våler (Østf.)","Kristelig Folkeparti",133
"0137 Våler (Østf.)","Norges Kommunistiske Parti",7
"0137 Våler (Østf.)","Sosialistisk Folkeparti (1961-1969)",40
"0137 Våler (Østf.)","Fellesliste Venstre",94
"0137 Våler (Østf.)","Fellesliste Senterpartiet",397
"0138 Hobøl","Arbeiderpartiet",682
"0138 Hobøl","Høyre",192
"0138 Hobøl","Kristelig Folkeparti",135
"0138 Hobøl","Norges Kommunistiske Parti",5
"0138 Hobøl","Sosialistisk Folkeparti (1961-1969)",88
"0138 Hobøl","Fellesliste Venstre",47
"0138 Hobøl","Fellesliste Senterpartiet",429
"0211 Vestby","Arbeiderpartiet",1337
"0211 Vestby","Høyre",601
"0211 Vestby","Kristelig Folkeparti",121
"0211 Vestby","Senterpartiet",586
"0211 Vestby","Venstre",142
"0211 Vestby","Norges Kommunistiske Parti",17
"0211 Vestby","Sosialistisk Folkeparti (1961-1969)",154
"0213 Ski","Arbeiderpartiet",2690
"0213 Ski","Høyre",1403
"0213 Ski","Kristelig Folkeparti",342
"0213 Ski","Senterpartiet",677
"0213 Ski","Venstre",712
"0213 Ski","Norges Kommunistiske Parti",70
"0213 Ski","Sosialistisk Folkeparti (1961-1969)",607
"0214 Ås","Arbeiderpartiet",1484
"0214 Ås","Høyre",643
"0214 Ås","Kristelig Folkeparti",189
"0214 Ås","Senterpartiet",983
"0214 Ås","Venstre",587
"0214 Ås","Norges Kommunistiske Parti",23
"0214 Ås","Sosialistisk Folkeparti (1961-1969)",185
"0215 Frogn","Arbeiderpartiet",1458
"0215 Frogn","Høyre",971
"0215 Frogn","Kristelig Folkeparti",159
"0215 Frogn","Senterpartiet",434
"0215 Frogn","Venstre",265
"0215 Frogn","Norges Kommunistiske Parti",15
"0215 Frogn","Sosialistisk Folkeparti (1961-1969)",160
"0216 Nesodden","Arbeiderpartiet",1490
"0216 Nesodden","Høyre",1193
"0216 Nesodden","Kristelig Folkeparti",233
"0216 Nesodden","Senterpartiet",196
"0216 Nesodden","Venstre",571
"0216 Nesodden","Norges Kommunistiske Parti",46
"0216 Nesodden","Sosialistisk Folkeparti (1961-1969)",339
"0217 Oppegård","Arbeiderpartiet",2141
"0217 Oppegård","Høyre",1844
"0217 Oppegård","Kristelig Folkeparti",254
"0217 Oppegård","Senterpartiet",68
"0217 Oppegård","Venstre",663
"0217 Oppegård","Norges Kommunistiske Parti",44
"0217 Oppegård","Sosialistisk Folkeparti (1961-1969)",423
"0219 Bærum","Arbeiderpartiet",10784
"0219 Bærum","Høyre",17887
"0219 Bærum","Kristelig Folkeparti",1094
"0219 Bærum","Senterpartiet",788
"0219 Bærum","Venstre",5126
"0219 Bærum","Norges Kommunistiske Parti",418
"0219 Bærum","Sosialistisk Folkeparti (1961-1969)",1849
"0220 Asker","Arbeiderpartiet",4300
"0220 Asker","Høyre",4643
"0220 Asker","Kristelig Folkeparti",532
"0220 Asker","Senterpartiet",592
"0220 Asker","Venstre",1700
"0220 Asker","Norges Kommunistiske Parti",102
"0220 Asker","Sosialistisk Folkeparti (1961-1969)",873
"0221 Aurskog-Høland","Arbeiderpartiet",542
"0221 Aurskog-Høland","Høyre",119
"0221 Aurskog-Høland","Kristelig Folkeparti",145
"0221 Aurskog-Høland","Senterpartiet",378
"0221 Aurskog-Høland","Venstre",61
"0221 Aurskog-Høland","Norges Kommunistiske Parti",9
"0221 Aurskog-Høland","Sosialistisk Folkeparti (1961-1969)",19
"0222 Nordre Høland (1924-1965)","Arbeiderpartiet",1251
"0222 Nordre Høland (1924-1965)","Høyre",186
"0222 Nordre Høland (1924-1965)","Kristelig Folkeparti",234
"0222 Nordre Høland (1924-1965)","Senterpartiet",516
"0222 Nordre Høland (1924-1965)","Venstre",154
"0222 Nordre Høland (1924-1965)","Norges Kommunistiske Parti",3
"0222 Nordre Høland (1924-1965)","Sosialistisk Folkeparti (1961-1969)",69
"0223 Setskog (-1965)","Arbeiderpartiet",321
"0223 Setskog (-1965)","Høyre",36
"0223 Setskog (-1965)","Kristelig Folkeparti",46
"0223 Setskog (-1965)","Senterpartiet",66
"0223 Setskog (-1965)","Venstre",14
"0223 Setskog (-1965)","Sosialistisk Folkeparti (1961-1969)",18
"0224 Aurskog (-1965)","Arbeiderpartiet",1064
"0224 Aurskog (-1965)","Høyre",120
"0224 Aurskog (-1965)","Kristelig Folkeparti",134
"0224 Aurskog (-1965)","Senterpartiet",365
"0224 Aurskog (-1965)","Venstre",105
"0224 Aurskog (-1965)","Norges Kommunistiske Parti",12
"0224 Aurskog (-1965)","Sosialistisk Folkeparti (1961-1969)",112
"0226 Sørum","Arbeiderpartiet",1879
"0226 Sørum","Høyre",371
"0226 Sørum","Kristelig Folkeparti",294
"0226 Sørum","Senterpartiet",979
"0226 Sørum","Venstre",296
"0226 Sørum","Norges Kommunistiske Parti",26
"0226 Sørum","Sosialistisk Folkeparti (1961-1969)",275
"0227 Fet","Arbeiderpartiet",1799
"0227 Fet","Høyre",376
"0227 Fet","Kristelig Folkeparti",170
"0227 Fet","Senterpartiet",434
"0227 Fet","Venstre",311
"0227 Fet","Norges Kommunistiske Parti",38
"0227 Fet","Sosialistisk Folkeparti (1961-1969)",261
"0228 Rælingen","Arbeiderpartiet",1934
"0228 Rælingen","Høyre",560
"0228 Rælingen","Kristelig Folkeparti",153
"0228 Rælingen","Senterpartiet",178
"0228 Rælingen","Venstre",425
"0228 Rælingen","Norges Kommunistiske Parti",86
"0228 Rælingen","Sosialistisk Folkeparti (1961-1969)",389
"0229 Enebakk","Arbeiderpartiet",931
"0229 Enebakk","Høyre",165
"0229 Enebakk","Kristelig Folkeparti",138
"0229 Enebakk","Senterpartiet",353
"0229 Enebakk","Venstre",144
"0229 Enebakk","Norges Kommunistiske Parti",10
"0229 Enebakk","Sosialistisk Folkeparti (1961-1969)",157
"0230 Lørenskog","Arbeiderpartiet",3841
"0230 Lørenskog","Høyre",1245
"0230 Lørenskog","Kristelig Folkeparti",284
"0230 Lørenskog","Senterpartiet",257
"0230 Lørenskog","Venstre",806
"0230 Lørenskog","Norges Kommunistiske Parti",174
"0230 Lørenskog","Sosialistisk Folkeparti (1961-1969)",869
"0231 Skedsmo","Arbeiderpartiet",8500
"0231 Skedsmo","Høyre",2703
"0231 Skedsmo","Kristelig Folkeparti",612
"0231 Skedsmo","Senterpartiet",543
"0231 Skedsmo","Venstre",1867
"0231 Skedsmo","Norges Kommunistiske Parti",401
"0231 Skedsmo","Sosialistisk Folkeparti (1961-1969)",1355
"0233 Nittedal","Arbeiderpartiet",2570
"0233 Nittedal","Høyre",786
"0233 Nittedal","Kristelig Folkeparti",120
"0233 Nittedal","Senterpartiet",363
"0233 Nittedal","Venstre",471
"0233 Nittedal","Norges Kommunistiske Parti",76
"0233 Nittedal","Sosialistisk Folkeparti (1961-1969)",448
"0234 Gjerdrum","Arbeiderpartiet",509
"0234 Gjerdrum","Høyre",173
"0234 Gjerdrum","Kristelig Folkeparti",121
"0234 Gjerdrum","Senterpartiet",375
"0234 Gjerdrum","Venstre",32
"0234 Gjerdrum","Norges Kommunistiske Parti",7
"0234 Gjerdrum","Sosialistisk Folkeparti (1961-1969)",53
"0235 Ullensaker","Arbeiderpartiet",3234
"0235 Ullensaker","Høyre",1235
"0235 Ullensaker","Kristelig Folkeparti",285
"0235 Ullensaker","Senterpartiet",1186
"0235 Ullensaker","Venstre",594
"0235 Ullensaker","Norges Kommunistiske Parti",34
"0235 Ullensaker","Sosialistisk Folkeparti (1961-1969)",318
"0236 Nes (Ak.)","Arbeiderpartiet",3975
"0236 Nes (Ak.)","Høyre",546
"0236 Nes (Ak.)","Kristelig Folkeparti",310
"0236 Nes (Ak.)","Senterpartiet",1208
"0236 Nes (Ak.)","Venstre",396
"0236 Nes (Ak.)","Norges Kommunistiske Parti",77
"0236 Nes (Ak.)","Sosialistisk Folkeparti (1961-1969)",295
"0237 Eidsvoll","Arbeiderpartiet",4560
"0237 Eidsvoll","Høyre",749
"0237 Eidsvoll","Kristelig Folkeparti",388
"0237 Eidsvoll","Senterpartiet",1110
"0237 Eidsvoll","Venstre",431
"0237 Eidsvoll","Norges Kommunistiske Parti",130
"0237 Eidsvoll","Sosialistisk Folkeparti (1961-1969)",439
"0238 Nannestad","Arbeiderpartiet",1661
"0238 Nannestad","Høyre",286
"0238 Nannestad","Kristelig Folkeparti",272
"0238 Nannestad","Senterpartiet",712
"0238 Nannestad","Venstre",161
"0238 Nannestad","Norges Kommunistiske Parti",53
"0238 Nannestad","Sosialistisk Folkeparti (1961-1969)",164
"0239 Hurdal","Arbeiderpartiet",627
"0239 Hurdal","Høyre",37
"0239 Hurdal","Kristelig Folkeparti",238
"0239 Hurdal","Senterpartiet",164
"0239 Hurdal","Venstre",209
"0239 Hurdal","Norges Kommunistiske Parti",8
"0239 Hurdal","Sosialistisk Folkeparti (1961-1969)",35
"0301 Oslo kommune","Arbeiderpartiet",122953
"0301 Oslo kommune","Høyre",118279
"0301 Oslo kommune","Kristelig Folkeparti",15566
"0301 Oslo kommune","Venstre",20704
"0301 Oslo kommune","Norges Kommunistiske Parti",4523
"0301 Oslo kommune","Sosialistisk Folkeparti (1961-1969)",23930
"0301 Oslo kommune","Andre",163
"0401 Hamar (-1991)","Arbeiderpartiet",4784
"0401 Hamar (-1991)","Høyre",2373
"0401 Hamar (-1991)","Senterpartiet",582
"0401 Hamar (-1991)","Venstre",452
"0401 Hamar (-1991)","Norges Kommunistiske Parti",219
"0401 Hamar (-1991)","Sosialistisk Folkeparti (1961-1969)",408
"0402 Kongsvinger","Arbeiderpartiet",5031
"0402 Kongsvinger","Høyre",845
"0402 Kongsvinger","Senterpartiet",938
"0402 Kongsvinger","Venstre",314
"0402 Kongsvinger","Norges Kommunistiske Parti",410
"0402 Kongsvinger","Sosialistisk Folkeparti (1961-1969)",333
"0412 Ringsaker","Arbeiderpartiet",9724
"0412 Ringsaker","Høyre",2023
"0412 Ringsaker","Senterpartiet",3002
"0412 Ringsaker","Venstre",483
"0412 Ringsaker","Norges Kommunistiske Parti",347
"0412 Ringsaker","Sosialistisk Folkeparti (1961-1969)",580
"0414 Vang (-1991)","Arbeiderpartiet",3077
"0414 Vang (-1991)","Høyre",502
"0414 Vang (-1991)","Senterpartiet",695
"0414 Vang (-1991)","Venstre",109
"0414 Vang (-1991)","Norges Kommunistiske Parti",167
"0414 Vang (-1991)","Sosialistisk Folkeparti (1961-1969)",264
"0415 Løten","Arbeiderpartiet",2285
"0415 Løten","Høyre",337
"0415 Løten","Senterpartiet",623
"0415 Løten","Venstre",23
"0415 Løten","Norges Kommunistiske Parti",406
"0415 Løten","Sosialistisk Folkeparti (1961-1969)",153
"0417 Stange","Arbeiderpartiet",5921
"0417 Stange","Høyre",936
"0417 Stange","Senterpartiet",1380
"0417 Stange","Venstre",112
"0417 Stange","Norges Kommunistiske Parti",515
"0417 Stange","Sosialistisk Folkeparti (1961-1969)",521
"0418 Nord-Odal","Arbeiderpartiet",2150
"0418 Nord-Odal","Høyre",145
"0418 Nord-Odal","Senterpartiet",327
"0418 Nord-Odal","Venstre",46
"0418 Nord-Odal","Norges Kommunistiske Parti",297
"0418 Nord-Odal","Sosialistisk Folkeparti (1961-1969)",212
"0419 Sør-Odal","Arbeiderpartiet",2976
"0419 Sør-Odal","Høyre",295
"0419 Sør-Odal","Senterpartiet",652
"0419 Sør-Odal","Venstre",80
"0419 Sør-Odal","Norges Kommunistiske Parti",221
"0419 Sør-Odal","Sosialistisk Folkeparti (1961-1969)",168
"0420 Eidskog","Arbeiderpartiet",2696
"0420 Eidskog","Høyre",288
"0420 Eidskog","Senterpartiet",531
"0420 Eidskog","Venstre",132
"0420 Eidskog","Norges Kommunistiske Parti",156
"0420 Eidskog","Sosialistisk Folkeparti (1961-1969)",176
"0423 Grue","Arbeiderpartiet",2507
"0423 Grue","Høyre",288
"0423 Grue","Senterpartiet",686
"0423 Grue","Venstre",74
"0423 Grue","Norges Kommunistiske Parti",218
"0423 Grue","Sosialistisk Folkeparti (1961-1969)",230
"0423 Grue","Andre",1
"0425 Åsnes","Arbeiderpartiet",2992
"0425 Åsnes","Høyre",286
"0425 Åsnes","Senterpartiet",1085
"0425 Åsnes","Venstre",38
"0425 Åsnes","Norges Kommunistiske Parti",597
"0425 Åsnes","Sosialistisk Folkeparti (1961-1969)",485
"0426 Våler (Hedm.)","Arbeiderpartiet",1473
"0426 Våler (Hedm.)","Høyre",329
"0426 Våler (Hedm.)","Senterpartiet",471
"0426 Våler (Hedm.)","Venstre",19
"0426 Våler (Hedm.)","Norges Kommunistiske Parti",323
"0426 Våler (Hedm.)","Sosialistisk Folkeparti (1961-1969)",219
"0427 Elverum","Arbeiderpartiet",3822
"0427 Elverum","Høyre",1075
"0427 Elverum","Senterpartiet",1732
"0427 Elverum","Venstre",174
"0427 Elverum","Norges Kommunistiske Parti",519
"0427 Elverum","Sosialistisk Folkeparti (1961-1969)",667
"0428 Trysil","Arbeiderpartiet",2257
"0428 Trysil","Høyre",227
"0428 Trysil","Senterpartiet",1381
"0428 Trysil","Venstre",120
"0428 Trysil","Norges Kommunistiske Parti",295
"0428 Trysil","Sosialistisk Folkeparti (1961-1969)",202
"0429 Åmot","Arbeiderpartiet",1416
"0429 Åmot","Høyre",249
"0429 Åmot","Senterpartiet",565
"0429 Åmot","Venstre",29
"0429 Åmot","Norges Kommunistiske Parti",619
"0429 Åmot","Sosialistisk Folkeparti (1961-1969)",270
"0430 Stor-Elvdal","Arbeiderpartiet",1509
"0430 Stor-Elvdal","Høyre",192
"0430 Stor-Elvdal","Senterpartiet",464
"0430 Stor-Elvdal","Venstre",22
"0430 Stor-Elvdal","Norges Kommunistiske Parti",206
"0430 Stor-Elvdal","Sosialistisk Folkeparti (1961-1969)",164
"0432 Rendalen","Arbeiderpartiet",1187
"0432 Rendalen","Høyre",85
"0432 Rendalen","Senterpartiet",621
"0432 Rendalen","Venstre",25
"0432 Rendalen","Norges Kommunistiske Parti",94
"0432 Rendalen","Sosialistisk Folkeparti (1961-1969)",113
"0434 Engerdal","Arbeiderpartiet",475
"0434 Engerdal","Høyre",103
"0434 Engerdal","Senterpartiet",343
"0434 Engerdal","Venstre",82
"0434 Engerdal","Norges Kommunistiske Parti",6
"0434 Engerdal","Sosialistisk Folkeparti (1961-1969)",23
"0435 Tolga-Os (1966-1975)","Arbeiderpartiet",461
"0435 Tolga-Os (1966-1975)","Høyre",21
"0435 Tolga-Os (1966-1975)","Senterpartiet",570
"0435 Tolga-Os (1966-1975)","Venstre",56
"0435 Tolga-Os (1966-1975)","Norges Kommunistiske Parti",8
"0435 Tolga-Os (1966-1975)","Sosialistisk Folkeparti (1961-1969)",18
"0436 Tolga","Arbeiderpartiet",329
"0436 Tolga","Høyre",27
"0436 Tolga","Senterpartiet",684
"0436 Tolga","Venstre",59
"0436 Tolga","Norges Kommunistiske Parti",12
"0436 Tolga","Sosialistisk Folkeparti (1961-1969)",19
"0437 Tynset","Arbeiderpartiet",861
"0437 Tynset","Høyre",144
"0437 Tynset","Senterpartiet",1254
"0437 Tynset","Venstre",81
"0437 Tynset","Norges Kommunistiske Parti",34
"0437 Tynset","Sosialistisk Folkeparti (1961-1969)",71
"0438 Alvdal","Arbeiderpartiet",666
"0438 Alvdal","Høyre",33
"0438 Alvdal","Senterpartiet",747
"0438 Alvdal","Venstre",91
"0438 Alvdal","Norges Kommunistiske Parti",9
"0438 Alvdal","Sosialistisk Folkeparti (1961-1969)",16
"0439 Folldal","Arbeiderpartiet",687
"0439 Folldal","Høyre",27
"0439 Folldal","Senterpartiet",525
"0439 Folldal","Venstre",18
"0439 Folldal","Norges Kommunistiske Parti",11
"0439 Folldal","Sosialistisk Folkeparti (1961-1969)",24
"0440 Kvikne (-1965)","Arbeiderpartiet",198
"0440 Kvikne (-1965)","Høyre",23
"0440 Kvikne (-1965)","Senterpartiet",315
"0440 Kvikne (-1965)","Venstre",27
"0440 Kvikne (-1965)","Norges Kommunistiske Parti",14
"0440 Kvikne (-1965)","Sosialistisk Folkeparti (1961-1969)",8
"0501 Lillehammer","Arbeiderpartiet",5621
"0501 Lillehammer","Høyre",2703
"0501 Lillehammer","Kristelig Folkeparti",454
"0501 Lillehammer","Senterpartiet",1204
"0501 Lillehammer","Venstre",549
"0501 Lillehammer","Norges Kommunistiske Parti",158
"0501 Lillehammer","Sosialistisk Folkeparti (1961-1969)",705
"0502 Gjøvik","Arbeiderpartiet",8171
"0502 Gjøvik","Høyre",2022
"0502 Gjøvik","Kristelig Folkeparti",698
"0502 Gjøvik","Senterpartiet",1507
"0502 Gjøvik","Venstre",721
"0502 Gjøvik","Norges Kommunistiske Parti",155
"0502 Gjøvik","Sosialistisk Folkeparti (1961-1969)",697
"0511 Dovre","Arbeiderpartiet",894
"0511 Dovre","Høyre",125
"0511 Dovre","Kristelig Folkeparti",33
"0511 Dovre","Senterpartiet",463
"0511 Dovre","Venstre",64
"0511 Dovre","Norges Kommunistiske Parti",3
"0511 Dovre","Sosialistisk Folkeparti (1961-1969)",53
"0512 Lesja","Arbeiderpartiet",583
"0512 Lesja","Høyre",122
"0512 Lesja","Kristelig Folkeparti",70
"0512 Lesja","Senterpartiet",706
"0512 Lesja","Venstre",26
"0512 Lesja","Norges Kommunistiske Parti",1
"0512 Lesja","Sosialistisk Folkeparti (1961-1969)",14
"0513 Skjåk","Arbeiderpartiet",666
"0513 Skjåk","Høyre",64
"0513 Skjåk","Kristelig Folkeparti",19
"0513 Skjåk","Senterpartiet",433
"0513 Skjåk","Venstre",104
"0513 Skjåk","Norges Kommunistiske Parti",2
"0513 Skjåk","Sosialistisk Folkeparti (1961-1969)",56
"0514 Lom","Arbeiderpartiet",744
"0514 Lom","Høyre",76
"0514 Lom","Kristelig Folkeparti",52
"0514 Lom","Senterpartiet",535
"0514 Lom","Venstre",46
"0514 Lom","Sosialistisk Folkeparti (1961-1969)",39
"0515 Vågå","Arbeiderpartiet",1370
"0515 Vågå","Høyre",107
"0515 Vågå","Kristelig Folkeparti",30
"0515 Vågå","Senterpartiet",633
"0515 Vågå","Venstre",95
"0515 Vågå","Norges Kommunistiske Parti",2
"0515 Vågå","Sosialistisk Folkeparti (1961-1969)",69
"0517 Sel","Arbeiderpartiet",1921
