"kommune","parti","stemmer"
"0106 Fredrikstad","Høyre",11065
"0106 Fredrikstad","Kristelig Folkeparti",2192
"0106 Fredrikstad","Senterpartiet",720
"0106 Fredrikstad","Sosialistisk Venstreparti",1067
"0106 Fredrikstad","Venstre",1576
"0106 Fredrikstad","Miljøpartiet de Grønne",1018
"0106 Fredrikstad","Pensjonistpartiet",333
"0106 Fredrikstad","Kystpartiet",23
"0106 Fredrikstad","Kristent Samlingsparti",29
"0106 Fredrikstad","Rødt",308
"0106 Fredrikstad","Demokratene i Norge",21
"0106 Fredrikstad","De Kristne",253
"0106 Fredrikstad","Piratpartiet",158
"0111 Hvaler","Arbeiderpartiet",895
"0111 Hvaler","Fremskrittspartiet",624
"0111 Hvaler","Høyre",791
"0111 Hvaler","Kristelig Folkeparti",100
"0111 Hvaler","Senterpartiet",46
"0111 Hvaler","Sosialistisk Venstreparti",83
"0111 Hvaler","Venstre",111
"0111 Hvaler","Miljøpartiet de Grønne",61
"0111 Hvaler","Pensjonistpartiet",6
"0111 Hvaler","Kystpartiet",1
"0111 Hvaler","Kristent Samlingsparti",7
"0111 Hvaler","Rødt",23
"0111 Hvaler","Demokratene i Norge",2
"0111 Hvaler","De Kristne",12
"0111 Hvaler","Piratpartiet",6
"0118 Aremark","Arbeiderpartiet",259
"0118 Aremark","Fremskrittspartiet",136
"0118 Aremark","Høyre",147
"0118 Aremark","Kristelig Folkeparti",88
"0118 Aremark","Senterpartiet",195
"0118 Aremark","Sosialistisk Venstreparti",17
"0118 Aremark","Venstre",28
"0118 Aremark","Miljøpartiet de Grønne",23
"0118 Aremark","Pensjonistpartiet",7
"0118 Aremark","Kystpartiet",1
"0118 Aremark","Kristent Samlingsparti",2
"0118 Aremark","De Kristne",14
"0118 Aremark","Piratpartiet",1
"0119 Marker","Arbeiderpartiet",800
"0119 Marker","Fremskrittspartiet",314
"0119 Marker","Høyre",373
"0119 Marker","Kristelig Folkeparti",274
"0119 Marker","Senterpartiet",309
"0119 Marker","Sosialistisk Venstreparti",12
"0119 Marker","Venstre",29
"0119 Marker","Miljøpartiet de Grønne",35
"0119 Marker","Pensjonistpartiet",3
"0119 Marker","Kristent Samlingsparti",3
"0119 Marker","Rødt",9
"0119 Marker","Demokratene i Norge",2
"0119 Marker","De Kristne",17
"0119 Marker","Piratpartiet",2
"0121 Rømskog","Arbeiderpartiet",154
"0121 Rømskog","Fremskrittspartiet",52
"0121 Rømskog","Høyre",45
"0121 Rømskog","Kristelig Folkeparti",101
"0121 Rømskog","Senterpartiet",65
"0121 Rømskog","Sosialistisk Venstreparti",4
"0121 Rømskog","Venstre",4
"0121 Rømskog","Miljøpartiet de Grønne",3
"0121 Rømskog","Pensjonistpartiet",1
"0121 Rømskog","Kristent Samlingsparti",1
"0121 Rømskog","De Kristne",7
"0122 Trøgstad","Arbeiderpartiet",731
"0122 Trøgstad","Fremskrittspartiet",653
"0122 Trøgstad","Høyre",724
"0122 Trøgstad","Kristelig Folkeparti",162
"0122 Trøgstad","Senterpartiet",513
"0122 Trøgstad","Sosialistisk Venstreparti",41
"0122 Trøgstad","Venstre",87
"0122 Trøgstad","Miljøpartiet de Grønne",28
"0122 Trøgstad","Pensjonistpartiet",6
"0122 Trøgstad","Kristent Samlingsparti",1
"0122 Trøgstad","Rødt",15
"0122 Trøgstad","Demokratene i Norge",3
"0122 Trøgstad","De Kristne",18
"0122 Trøgstad","Piratpartiet",9
"0123 Spydeberg","Arbeiderpartiet",861
"0123 Spydeberg","Fremskrittspartiet",639
"0123 Spydeberg","Høyre",862
"0123 Spydeberg","Kristelig Folkeparti",255
"0123 Spydeberg","Senterpartiet",273
"0123 Spydeberg","Sosialistisk Venstreparti",89
"0123 Spydeberg","Venstre",124
"0123 Spydeberg","Miljøpartiet de Grønne",55
"0123 Spydeberg","Pensjonistpartiet",11
"0123 Spydeberg","Kristent Samlingsparti",1
"0123 Spydeberg","Rødt",18
"0123 Spydeberg","Demokratene i Norge",5
"0123 Spydeberg","De Kristne",9
"0123 Spydeberg","Piratpartiet",7
"0124 Askim","Arbeiderpartiet",2687
"0124 Askim","Fremskrittspartiet",1768
"0124 Askim","Høyre",2251
"0124 Askim","Kristelig Folkeparti",399
"0124 Askim","Senterpartiet",250
"0124 Askim","Sosialistisk Venstreparti",202
"0124 Askim","Venstre",293
"0124 Askim","Miljøpartiet de Grønne",138
"0124 Askim","Pensjonistpartiet",40
"0124 Askim","Kystpartiet",5
"0124 Askim","Kristent Samlingsparti",5
"0124 Askim","Rødt",54
"0124 Askim","Demokratene i Norge",6
"0124 Askim","De Kristne",47
"0124 Askim","Piratpartiet",28
"0125 Eidsberg","Arbeiderpartiet",1712
"0125 Eidsberg","Fremskrittspartiet",1201
"0125 Eidsberg","Høyre",1549
"0125 Eidsberg","Kristelig Folkeparti",387
"0125 Eidsberg","Senterpartiet",554
"0125 Eidsberg","Sosialistisk Venstreparti",105
"0125 Eidsberg","Venstre",230
"0125 Eidsberg","Miljøpartiet de Grønne",77
"0125 Eidsberg","Pensjonistpartiet",19
"0125 Eidsberg","Kystpartiet",6
"0125 Eidsberg","Kristent Samlingsparti",11
"0125 Eidsberg","Rødt",32
"0125 Eidsberg","Demokratene i Norge",5
"0125 Eidsberg","De Kristne",43
"0125 Eidsberg","Piratpartiet",14
"0127 Skiptvet","Arbeiderpartiet",599
"0127 Skiptvet","Fremskrittspartiet",438
"0127 Skiptvet","Høyre",417
"0127 Skiptvet","Kristelig Folkeparti",169
"0127 Skiptvet","Senterpartiet",260
"0127 Skiptvet","Sosialistisk Venstreparti",36
"0127 Skiptvet","Venstre",35
"0127 Skiptvet","Miljøpartiet de Grønne",17
"0127 Skiptvet","Kristent Samlingsparti",3
"0127 Skiptvet","Rødt",13
"0127 Skiptvet","Demokratene i Norge",1
"0127 Skiptvet","De Kristne",14
"0127 Skiptvet","Piratpartiet",4
"0128 Rakkestad","Arbeiderpartiet",1230
"0128 Rakkestad","Fremskrittspartiet",711
"0128 Rakkestad","Høyre",824
"0128 Rakkestad","Kristelig Folkeparti",434
"0128 Rakkestad","Senterpartiet",691
"0128 Rakkestad","Sosialistisk Venstreparti",48
"0128 Rakkestad","Venstre",159
"0128 Rakkestad","Miljøpartiet de Grønne",50
"0128 Rakkestad","Pensjonistpartiet",12
"0128 Rakkestad","Kristent Samlingsparti",2
"0128 Rakkestad","Rødt",21
"0128 Rakkestad","Demokratene i Norge",3
"0128 Rakkestad","De Kristne",64
"0128 Rakkestad","Piratpartiet",4
"0135 Råde","Arbeiderpartiet",1119
"0135 Råde","Fremskrittspartiet",943
"0135 Råde","Høyre",1174
"0135 Råde","Kristelig Folkeparti",380
"0135 Råde","Senterpartiet",285
"0135 Råde","Sosialistisk Venstreparti",63
"0135 Råde","Venstre",157
"0135 Råde","Miljøpartiet de Grønne",60
"0135 Råde","Pensjonistpartiet",11
"0135 Råde","Kystpartiet",2
"0135 Råde","Rødt",16
"0135 Råde","Demokratene i Norge",1
"0135 Råde","De Kristne",34
"0135 Råde","Piratpartiet",10
"0136 Rygge","Arbeiderpartiet",2595
"0136 Rygge","Fremskrittspartiet",1741
"0136 Rygge","Høyre",2703
"0136 Rygge","Kristelig Folkeparti",363
"0136 Rygge","Senterpartiet",234
"0136 Rygge","Sosialistisk Venstreparti",258
"0136 Rygge","Venstre",340
"0136 Rygge","Miljøpartiet de Grønne",178
"0136 Rygge","Pensjonistpartiet",53
"0136 Rygge","Kystpartiet",6
"0136 Rygge","Kristent Samlingsparti",6
"0136 Rygge","Rødt",52
"0136 Rygge","Demokratene i Norge",5
"0136 Rygge","De Kristne",14
"0136 Rygge","Piratpartiet",19
"0137 Våler (Østf.)","Arbeiderpartiet",656
"0137 Våler (Østf.)","Fremskrittspartiet",664
"0137 Våler (Østf.)","Høyre",711
"0137 Våler (Østf.)","Kristelig Folkeparti",171
"0137 Våler (Østf.)","Senterpartiet",252
"0137 Våler (Østf.)","Sosialistisk Venstreparti",46
"0137 Våler (Østf.)","Venstre",74
"0137 Våler (Østf.)","Miljøpartiet de Grønne",42
"0137 Våler (Østf.)","Pensjonistpartiet",6
"0137 Våler (Østf.)","Kystpartiet",1
"0137 Våler (Østf.)","Kristent Samlingsparti",3
"0137 Våler (Østf.)","Rødt",20
"0137 Våler (Østf.)","De Kristne",24
"0137 Våler (Østf.)","Piratpartiet",6
"0138 Hobøl","Arbeiderpartiet",744
"0138 Hobøl","Fremskrittspartiet",756
"0138 Hobøl","Høyre",660
"0138 Hobøl","Kristelig Folkeparti",183
"0138 Hobøl","Senterpartiet",188
"0138 Hobøl","Sosialistisk Venstreparti",61
"0138 Hobøl","Venstre",128
"0138 Hobøl","Miljøpartiet de Grønne",73
"0138 Hobøl","Pensjonistpartiet",7
"0138 Hobøl","Kristent Samlingsparti",1
"0138 Hobøl","Rødt",15
"0138 Hobøl","De Kristne",20
"0138 Hobøl","Piratpartiet",6
"0211 Vestby","Arbeiderpartiet",2516
"0211 Vestby","Fremskrittspartiet",1608
"0211 Vestby","Høyre",2827
"0211 Vestby","Kristelig Folkeparti",278
"0211 Vestby","Senterpartiet",293
"0211 Vestby","Sosialistisk Venstreparti",407
"0211 Vestby","Venstre",441
"0211 Vestby","Miljøpartiet de Grønne",329
"0211 Vestby","Pensjonistpartiet",28
"0211 Vestby","Det Liberale Folkepartiet",12
"0211 Vestby","Samfunnspartiet",7
"0211 Vestby","Kystpartiet",11
"0211 Vestby","Rødt",71
"0211 Vestby","Demokratene i Norge",4
"0211 Vestby","De Kristne",31
"0211 Vestby","Piratpartiet",36
"0213 Ski","Arbeiderpartiet",5098
"0213 Ski","Fremskrittspartiet",2771
"0213 Ski","Høyre",5479
"0213 Ski","Kristelig Folkeparti",625
"0213 Ski","Senterpartiet",347
"0213 Ski","Sosialistisk Venstreparti",725
"0213 Ski","Venstre",975
"0213 Ski","Miljøpartiet de Grønne",487
"0213 Ski","Pensjonistpartiet",122
"0213 Ski","Det Liberale Folkepartiet",3
"0213 Ski","Samfunnspartiet",6
"0213 Ski","Kystpartiet",5
"0213 Ski","Kristent Samlingsparti",8
"0213 Ski","Rødt",151
"0213 Ski","Demokratene i Norge",10
"0213 Ski","De Kristne",38
"0213 Ski","Piratpartiet",62
"0214 Ås","Arbeiderpartiet",2642
"0214 Ås","Fremskrittspartiet",1478
"0214 Ås","Høyre",2560
"0214 Ås","Kristelig Folkeparti",366
"0214 Ås","Senterpartiet",632
"0214 Ås","Sosialistisk Venstreparti",583
"0214 Ås","Venstre",675
"0214 Ås","Miljøpartiet de Grønne",475
"0214 Ås","Pensjonistpartiet",28
"0214 Ås","Det Liberale Folkepartiet",6
"0214 Ås","Samfunnspartiet",5
"0214 Ås","Kystpartiet",4
"0214 Ås","Kristent Samlingsparti",3
"0214 Ås","Rødt",99
"0214 Ås","Demokratene i Norge",4
"0214 Ås","De Kristne",31
"0214 Ås","Piratpartiet",34
"0215 Frogn","Arbeiderpartiet",2332
"0215 Frogn","Fremskrittspartiet",1633
"0215 Frogn","Høyre",3567
"0215 Frogn","Kristelig Folkeparti",229
"0215 Frogn","Senterpartiet",232
"0215 Frogn","Sosialistisk Venstreparti",335
"0215 Frogn","Venstre",649
"0215 Frogn","Miljøpartiet de Grønne",328
"0215 Frogn","Pensjonistpartiet",99
"0215 Frogn","Det Liberale Folkepartiet",4
"0215 Frogn","Samfunnspartiet",2
"0215 Frogn","Kystpartiet",4
"0215 Frogn","Kristent Samlingsparti",7
"0215 Frogn","Rødt",68
"0215 Frogn","Demokratene i Norge",5
"0215 Frogn","De Kristne",21
"0215 Frogn","Piratpartiet",29
"0216 Nesodden","Arbeiderpartiet",2760
"0216 Nesodden","Fremskrittspartiet",1265
"0216 Nesodden","Høyre",2826
"0216 Nesodden","Kristelig Folkeparti",387
"0216 Nesodden","Senterpartiet",118
"0216 Nesodden","Sosialistisk Venstreparti",984
"0216 Nesodden","Venstre",803
"0216 Nesodden","Miljøpartiet de Grønne",1080
"0216 Nesodden","Pensjonistpartiet",27
"0216 Nesodden","Det Liberale Folkepartiet",4
"0216 Nesodden","Samfunnspartiet",2
"0216 Nesodden","Kystpartiet",3
"0216 Nesodden","Kristent Samlingsparti",3
"0216 Nesodden","Rødt",235
"0216 Nesodden","Demokratene i Norge",11
"0216 Nesodden","De Kristne",22
"0216 Nesodden","Piratpartiet",35
"0217 Oppegård","Arbeiderpartiet",4058
"0217 Oppegård","Fremskrittspartiet",2313
"0217 Oppegård","Høyre",6241
"0217 Oppegård","Kristelig Folkeparti",637
"0217 Oppegård","Senterpartiet",133
"0217 Oppegård","Sosialistisk Venstreparti",656
"0217 Oppegård","Venstre",1197
"0217 Oppegård","Miljøpartiet de Grønne",505
"0217 Oppegård","Pensjonistpartiet",43
"0217 Oppegård","Det Liberale Folkepartiet",27
"0217 Oppegård","Samfunnspartiet",3
"0217 Oppegård","Kystpartiet",10
"0217 Oppegård","Kristent Samlingsparti",12
"0217 Oppegård","Rødt",94
"0217 Oppegård","Demokratene i Norge",1
"0217 Oppegård","De Kristne",30
"0217 Oppegård","Piratpartiet",55
"0219 Bærum","Arbeiderpartiet",13662
"0219 Bærum","Fremskrittspartiet",8420
"0219 Bærum","Høyre",30861
"0219 Bærum","Kristelig Folkeparti",1761
"0219 Bærum","Senterpartiet",507
"0219 Bærum","Sosialistisk Venstreparti",2211
"0219 Bærum","Venstre",6279
"0219 Bærum","Miljøpartiet de Grønne",2362
"0219 Bærum","Pensjonistpartiet",338
"0219 Bærum","Det Liberale Folkepartiet",39
"0219 Bærum","Samfunnspartiet",12
"0219 Bærum","Kystpartiet",14
"0219 Bærum","Kristent Samlingsparti",21
"0219 Bærum","Rødt",415
"0219 Bærum","Demokratene i Norge",16
"0219 Bærum","De Kristne",118
"0219 Bærum","Piratpartiet",215
"0220 Asker","Arbeiderpartiet",6911
"0220 Asker","Fremskrittspartiet",4548
"0220 Asker","Høyre",14169
"0220 Asker","Kristelig Folkeparti",1006
"0220 Asker","Senterpartiet",313
"0220 Asker","Sosialistisk Venstreparti",1213
"0220 Asker","Venstre",2947
"0220 Asker","Miljøpartiet de Grønne",1207
"0220 Asker","Pensjonistpartiet",207
"0220 Asker","Det Liberale Folkepartiet",12
"0220 Asker","Samfunnspartiet",3
"0220 Asker","Kystpartiet",13
"0220 Asker","Kristent Samlingsparti",14
"0220 Asker","Rødt",196
"0220 Asker","Demokratene i Norge",4
"0220 Asker","De Kristne",53
"0220 Asker","Piratpartiet",116
"0221 Aurskog-Høland","Arbeiderpartiet",3396
"0221 Aurskog-Høland","Fremskrittspartiet",1889
"0221 Aurskog-Høland","Høyre",1642
"0221 Aurskog-Høland","Kristelig Folkeparti",452
"0221 Aurskog-Høland","Senterpartiet",748
"0221 Aurskog-Høland","Sosialistisk Venstreparti",175
"0221 Aurskog-Høland","Venstre",206
"0221 Aurskog-Høland","Miljøpartiet de Grønne",141
"0221 Aurskog-Høland","Pensjonistpartiet",26
"0221 Aurskog-Høland","Det Liberale Folkepartiet",4
"0221 Aurskog-Høland","Samfunnspartiet",7
"0221 Aurskog-Høland","Kystpartiet",6
"0221 Aurskog-Høland","Kristent Samlingsparti",9
"0221 Aurskog-Høland","Rødt",42
"0221 Aurskog-Høland","Demokratene i Norge",1
"0221 Aurskog-Høland","De Kristne",41
"0221 Aurskog-Høland","Piratpartiet",22
"0226 Sørum","Arbeiderpartiet",3138
"0226 Sørum","Fremskrittspartiet",1612
"0226 Sørum","Høyre",2431
"0226 Sørum","Kristelig Folkeparti",393
"0226 Sørum","Senterpartiet",611
"0226 Sørum","Sosialistisk Venstreparti",287
"0226 Sørum","Venstre",388
"0226 Sørum","Miljøpartiet de Grønne",187
"0226 Sørum","Pensjonistpartiet",23
"0226 Sørum","Det Liberale Folkepartiet",5
"0226 Sørum","Samfunnspartiet",1
"0226 Sørum","Kystpartiet",1
"0226 Sørum","Kristent Samlingsparti",10
"0226 Sørum","Rødt",43
"0226 Sørum","Demokratene i Norge",1
"0226 Sørum","De Kristne",29
"0226 Sørum","Piratpartiet",19
"0227 Fet","Arbeiderpartiet",2202
"0227 Fet","Fremskrittspartiet",1242
"0227 Fet","Høyre",1699
"0227 Fet","Kristelig Folkeparti",191
"0227 Fet","Senterpartiet",294
"0227 Fet","Sosialistisk Venstreparti",180
"0227 Fet","Venstre",269
"0227 Fet","Miljøpartiet de Grønne",169
"0227 Fet","Pensjonistpartiet",17
"0227 Fet","Det Liberale Folkepartiet",2
"0227 Fet","Samfunnspartiet",1
"0227 Fet","Kristent Samlingsparti",1
"0227 Fet","Rødt",39
"0227 Fet","De Kristne",14
"0227 Fet","Piratpartiet",21
"0228 Rælingen","Arbeiderpartiet",3485
"0228 Rælingen","Fremskrittspartiet",1712
"0228 Rælingen","Høyre",2445
"0228 Rælingen","Kristelig Folkeparti",302
"0228 Rælingen","Senterpartiet",142
"0228 Rælingen","Sosialistisk Venstreparti",257
"0228 Rælingen","Venstre",360
"0228 Rælingen","Miljøpartiet de Grønne",175
"0228 Rælingen","Pensjonistpartiet",36
"0228 Rælingen","Det Liberale Folkepartiet",9
"0228 Rælingen","Samfunnspartiet",1
"0228 Rælingen","Kystpartiet",8
"0228 Rælingen","Kristent Samlingsparti",12
"0228 Rælingen","Rødt",63
"0228 Rælingen","Demokratene i Norge",3
"0228 Rælingen","De Kristne",39
"0228 Rælingen","Piratpartiet",31
"0229 Enebakk","Arbeiderpartiet",1619
"0229 Enebakk","Fremskrittspartiet",1498
"0229 Enebakk","Høyre",1465
"0229 Enebakk","Kristelig Folkeparti",278
"0229 Enebakk","Senterpartiet",283
"0229 Enebakk","Sosialistisk Venstreparti",154
"0229 Enebakk","Venstre",211
"0229 Enebakk","Miljøpartiet de Grønne",131
"0229 Enebakk","Pensjonistpartiet",29
"0229 Enebakk","Det Liberale Folkepartiet",3
"0229 Enebakk","Samfunnspartiet",2
"0229 Enebakk","Kystpartiet",4
"0229 Enebakk","Kristent Samlingsparti",2
"0229 Enebakk","Rødt",40
"0229 Enebakk","Demokratene i Norge",3
"0229 Enebakk","De Kristne",18
"0229 Enebakk","Piratpartiet",21
"0230 Lørenskog","Arbeiderpartiet",6679
"0230 Lørenskog","Fremskrittspartiet",3461
"0230 Lørenskog","Høyre",5702
"0230 Lørenskog","Kristelig Folkeparti",605
"0230 Lørenskog","Senterpartiet",188
"0230 Lørenskog","Sosialistisk Venstreparti",590
"0230 Lørenskog","Venstre",902
"0230 Lørenskog","Miljøpartiet de Grønne",409
"0230 Lørenskog","Pensjonistpartiet",72
"0230 Lørenskog","Det Liberale Folkepartiet",9
"0230 Lørenskog","Samfunnspartiet",2
"0230 Lørenskog","Kystpartiet",7
"0230 Lørenskog","Kristent Samlingsparti",7
"0230 Lørenskog","Rødt",172
"0230 Lørenskog","Demokratene i Norge",3
"0230 Lørenskog","De Kristne",43
"0230 Lørenskog","Piratpartiet",68
"0231 Skedsmo","Arbeiderpartiet",10009
"0231 Skedsmo","Fremskrittspartiet",5060
"0231 Skedsmo","Høyre",8310
"0231 Skedsmo","Kristelig Folkeparti",792
"0231 Skedsmo","Senterpartiet",386
"0231 Skedsmo","Sosialistisk Venstreparti",857
"0231 Skedsmo","Venstre",1186
"0231 Skedsmo","Miljøpartiet de Grønne",543
"0231 Skedsmo","Pensjonistpartiet",129
"0231 Skedsmo","Det Liberale Folkepartiet",18
"0231 Skedsmo","Samfunnspartiet",7
"0231 Skedsmo","Kystpartiet",25
"0231 Skedsmo","Kristent Samlingsparti",31
"0231 Skedsmo","Rødt",225
"0231 Skedsmo","Demokratene i Norge",23
"0231 Skedsmo","De Kristne",53
"0231 Skedsmo","Piratpartiet",113
"0233 Nittedal","Arbeiderpartiet",4005
"0233 Nittedal","Fremskrittspartiet",2468
"0233 Nittedal","Høyre",3850
"0233 Nittedal","Kristelig Folkeparti",359
"0233 Nittedal","Senterpartiet",282
"0233 Nittedal","Sosialistisk Venstreparti",485
"0233 Nittedal","Venstre",695
"0233 Nittedal","Miljøpartiet de Grønne",287
"0233 Nittedal","Pensjonistpartiet",42
"0233 Nittedal","Det Liberale Folkepartiet",9
"0233 Nittedal","Samfunnspartiet",3
"0233 Nittedal","Kystpartiet",1
"0233 Nittedal","Kristent Samlingsparti",6
"0233 Nittedal","Rødt",104
"0233 Nittedal","Demokratene i Norge",4
"0233 Nittedal","De Kristne",21
"0233 Nittedal","Piratpartiet",34
"0234 Gjerdrum","Arbeiderpartiet",1094
"0234 Gjerdrum","Fremskrittspartiet",613
"0234 Gjerdrum","Høyre",1016
"0234 Gjerdrum","Kristelig Folkeparti",165
"0234 Gjerdrum","Senterpartiet",230
"0234 Gjerdrum","Sosialistisk Venstreparti",88
"0234 Gjerdrum","Venstre",171
"0234 Gjerdrum","Miljøpartiet de Grønne",73
"0234 Gjerdrum","Pensjonistpartiet",12
"0234 Gjerdrum","Det Liberale Folkepartiet",3
"0234 Gjerdrum","Kristent Samlingsparti",2
"0234 Gjerdrum","Rødt",20
"0234 Gjerdrum","De Kristne",13
"0234 Gjerdrum","Piratpartiet",7
"0235 Ullensaker","Arbeiderpartiet",5115
"0235 Ullensaker","Fremskrittspartiet",4142
"0235 Ullensaker","Høyre",4801
"0235 Ullensaker","Kristelig Folkeparti",409
"0235 Ullensaker","Senterpartiet",626
"0235 Ullensaker","Sosialistisk Venstreparti",330
"0235 Ullensaker","Venstre",587
"0235 Ullensaker","Miljøpartiet de Grønne",283
"0235 Ullensaker","Pensjonistpartiet",70
"0235 Ullensaker","Det Liberale Folkepartiet",5
"0235 Ullensaker","Samfunnspartiet",5
"0235 Ullensaker","Kystpartiet",10
"0235 Ullensaker","Kristent Samlingsparti",17
"0235 Ullensaker","Rødt",102
"0235 Ullensaker","Demokratene i Norge",7
"0235 Ullensaker","De Kristne",48
"0235 Ullensaker","Piratpartiet",84
"0236 Nes (Ak.)","Arbeiderpartiet",4004
"0236 Nes (Ak.)","Fremskrittspartiet",2362
"0236 Nes (Ak.)","Høyre",2503
"0236 Nes (Ak.)","Kristelig Folkeparti",367
"0236 Nes (Ak.)","Senterpartiet",747
"0236 Nes (Ak.)","Sosialistisk Venstreparti",237
"0236 Nes (Ak.)","Venstre",448
"0236 Nes (Ak.)","Miljøpartiet de Grønne",233
"0236 Nes (Ak.)","Pensjonistpartiet",53
"0236 Nes (Ak.)","Det Liberale Folkepartiet",7
"0236 Nes (Ak.)","Samfunnspartiet",3
"0236 Nes (Ak.)","Kystpartiet",2
"0236 Nes (Ak.)","Kristent Samlingsparti",2
"0236 Nes (Ak.)","Rødt",70
"0236 Nes (Ak.)","Demokratene i Norge",5
"0236 Nes (Ak.)","De Kristne",47
"0236 Nes (Ak.)","Piratpartiet",42
"0237 Eidsvoll","Arbeiderpartiet",4178
"0237 Eidsvoll","Fremskrittspartiet",2805
"0237 Eidsvoll","Høyre",2817
"0237 Eidsvoll","Kristelig Folkeparti",405
"0237 Eidsvoll","Senterpartiet",516
"0237 Eidsvoll","Sosialistisk Venstreparti",404
"0237 Eidsvoll","Venstre",474
"0237 Eidsvoll","Miljøpartiet de Grønne",228
"0237 Eidsvoll","Pensjonistpartiet",115
"0237 Eidsvoll","Det Liberale Folkepartiet",7
"0237 Eidsvoll","Samfunnspartiet",3
"0237 Eidsvoll","Kystpartiet",16
"0237 Eidsvoll","Kristent Samlingsparti",19
"0237 Eidsvoll","Rødt",82
"0237 Eidsvoll","Demokratene i Norge",6
"0237 Eidsvoll","De Kristne",48
"0237 Eidsvoll","Piratpartiet",43
"0238 Nannestad","Arbeiderpartiet",1985
"0238 Nannestad","Fremskrittspartiet",1433
"0238 Nannestad","Høyre",1418
"0238 Nannestad","Kristelig Folkeparti",240
"0238 Nannestad","Senterpartiet",370
"0238 Nannestad","Sosialistisk Venstreparti",115
"0238 Nannestad","Venstre",231
"0238 Nannestad","Miljøpartiet de Grønne",114
"0238 Nannestad","Pensjonistpartiet",31
"0238 Nannestad","Det Liberale Folkepartiet",6
"0238 Nannestad","Samfunnspartiet",2
"0238 Nannestad","Kystpartiet",4
"0238 Nannestad","Kristent Samlingsparti",7
"0238 Nannestad","Rødt",29
"0238 Nannestad","Demokratene i Norge",3
"0238 Nannestad","De Kristne",26
"0238 Nannestad","Piratpartiet",17
"0239 Hurdal","Arbeiderpartiet",476
"0239 Hurdal","Fremskrittspartiet",325
"0239 Hurdal","Høyre",231
"0239 Hurdal","Kristelig Folkeparti",130
"0239 Hurdal","Senterpartiet",113
"0239 Hurdal","Sosialistisk Venstreparti",32
"0239 Hurdal","Venstre",123
"0239 Hurdal","Miljøpartiet de Grønne",58
"0239 Hurdal","Pensjonistpartiet",10
"0239 Hurdal","Det Liberale Folkepartiet",1
"0239 Hurdal","Kystpartiet",1
"0239 Hurdal","Kristent Samlingsparti",4
"0239 Hurdal","Rødt",5
"0239 Hurdal","Demokratene i Norge",1
"0239 Hurdal","De Kristne",8
"0239 Hurdal","Piratpartiet",2
"0301 Oslo kommune","Arbeiderpartiet",106001
"0301 Oslo kommune","Fremskrittspartiet",40660
"0301 Oslo kommune","Høyre",103834
"0301 Oslo kommune","Kristelig Folkeparti",9850
"0301 Oslo kommune","Senterpartiet",2963
"0301 Oslo kommune","Sosialistisk Venstreparti",21924
"0301 Oslo kommune","Venstre",28619
"0301 Oslo kommune","Miljøpartiet de Grønne",19356
"0301 Oslo kommune","Norges Kommunistiske Parti",143
"0301 Oslo kommune","Pensjonistpartiet",1172
"0301 Oslo kommune","Det Liberale Folkepartiet",267
"0301 Oslo kommune","Samfunnspartiet",70
"0301 Oslo kommune","Kystpartiet",126
"0301 Oslo kommune","Kristent Samlingsparti",97
"0301 Oslo kommune","Rødt",11133
"0301 Oslo kommune","Demokratene i Norge",236
"0301 Oslo kommune","De Kristne",734
